 ,Label,Area,X,Y,XM,YM,Perim.,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
9238,WH45P,0.028,20.803,17.883,20.803,17.883,0.723,0.679,0.332,100,20.643,17.941,18.435,0.131,2.777,0.360,0.882
9239,WH45P,0.001,24.131,17.823,24.131,17.823,0.111,1.000,0.059,100,24.105,17.810,153.435,0.026,2.000,0.500,1.000
9240,WH45P,0.067,5.191,18.081,5.191,18.081,1.208,0.575,0.523,100,5.115,17.836,107.526,0.194,3.138,0.319,0.847
9241,WH45P,0.010,14.789,17.895,14.789,17.895,0.365,0.976,0.141,100,14.715,17.889,158.199,0.105,1.186,0.843,0.882
9242,WH45P,0.073,17.197,18.074,17.197,18.074,1.199,0.638,0.458,100,17.154,18.256,66.371,0.276,1.594,0.627,0.809
9243,WH45P,0.037,22.533,17.967,22.533,17.967,0.716,0.910,0.293,100,22.479,18.098,63.435,0.157,1.684,0.594,0.956
9244,WH45P,0.099,7.058,18.119,7.058,18.119,1.696,0.433,0.714,100,6.793,17.889,143.973,0.241,3.732,0.268,0.674
9245,WH45P,0.004,18.326,17.923,18.326,17.923,0.223,1.000,0.095,100,18.282,17.941,33.690,0.074,1.291,0.775,0.800
9246,WH45P,0.015,19.180,17.953,19.180,17.953,0.454,0.922,0.205,100,19.095,18.020,39.806,0.130,1.551,0.645,0.880
9247,WH45P,0.010,7.614,17.971,7.614,17.971,0.334,1.000,0.141,100,7.554,17.941,158.199,0.105,1.264,0.791,0.848
9248,WH45P,0.007,10.111,17.967,10.111,17.967,0.275,1.000,0.131,100,10.072,17.915,126.870,0.079,1.551,0.645,0.909
9249,WH45P,0.012,20.002,17.997,20.002,17.997,0.395,0.941,0.176,100,19.961,18.072,63.435,0.079,1.977,0.506,0.971
9250,WH45P,0.039,23.400,18.091,23.400,18.091,0.849,0.671,0.365,100,23.344,17.915,111.038,0.169,2.425,0.412,0.848
9251,WH45P,0.103,21.839,18.305,21.839,18.305,1.684,0.455,0.692,100,21.744,17.967,114.624,0.246,3.295,0.303,0.766
9252,WH45P,0.006,3.961,18.046,3.961,18.046,0.297,0.785,0.117,100,3.908,18.072,26.565,0.074,1.624,0.616,0.727
9253,WH45P,0.030,9.780,18.138,9.780,18.138,0.686,0.809,0.262,100,9.652,18.072,143.130,0.184,1.231,0.812,0.846
9254,WH45P,0.010,18.440,18.120,18.440,18.120,0.365,0.976,0.153,100,18.387,18.177,59.036,0.105,1.392,0.718,0.882
9255,WH45P,0.087,5.919,18.323,5.919,18.323,1.511,0.477,0.541,100,5.797,18.570,67.166,0.311,2.595,0.385,0.649
9256,WH45P,0.004,6.190,18.138,6.190,18.138,0.201,1.000,0.095,100,6.164,18.098,123.690,0.052,1.500,0.667,1.000
9257,WH45P,0.012,14.553,18.209,14.553,18.209,0.507,0.606,0.235,100,14.505,18.308,63.435,0.086,3.283,0.305,0.750
9258,WH45P,0.006,19.846,18.155,19.846,18.155,0.275,1.000,0.117,100,19.830,18.098,116.565,0.079,1.340,0.746,0.857
9259,WH45P,0.028,1.992,18.223,1.992,18.223,0.692,0.740,0.299,100,1.862,18.151,142.125,0.160,2.269,0.441,0.774
9260,WH45P,0.021,17.741,18.200,17.741,18.200,0.565,0.838,0.247,100,17.652,18.282,32.005,0.141,1.777,0.563,0.861
9261,WH45P,0.012,3.790,18.231,3.790,18.231,0.423,0.868,0.176,100,3.751,18.308,63.435,0.116,1.684,0.594,0.783
9262,WH45P,0.014,11.516,18.274,11.516,18.274,0.408,1.000,0.176,100,11.436,18.230,153.435,0.129,1.441,0.694,0.833
9263,WH45P,0.004,23.777,18.230,23.777,18.230,0.201,1.000,0.095,100,23.738,18.203,146.310,0.052,1.500,0.667,1.000
9264,WH45P,0.019,1.240,18.339,1.240,18.339,0.624,0.599,0.284,100,1.154,18.466,56.310,0.115,3.227,0.310,0.740
9265,WH45P,0.022,20.811,18.334,20.811,18.334,0.544,0.936,0.224,100,20.774,18.439,69.444,0.131,1.596,0.627,0.901
9266,WH45P,0.003,21.508,18.282,21.508,18.282,0.148,1.000,0.074,100,21.482,18.256,135.000,0.052,1.000,1.000,1.000
9267,WH45P,0.094,13.750,18.510,13.750,18.510,1.288,0.709,0.505,100,13.639,18.308,117.897,0.297,1.916,0.522,0.855
9268,WH45P,0.041,6.514,18.431,6.514,18.431,0.745,0.920,0.306,100,6.374,18.361,149.036,0.199,1.574,0.635,0.901
9269,WH45P,0.022,10.773,18.420,10.773,18.420,0.528,0.991,0.211,100,10.702,18.334,119.745,0.157,1.312,0.762,0.901
9270,WH45P,0.006,10.566,18.403,10.566,18.403,0.260,1.000,0.117,100,10.518,18.439,26.565,0.079,1.340,0.746,0.857
9271,WH45P,0.006,0.514,18.435,0.514,18.435,0.275,1.000,0.117,100,0.498,18.492,63.435,0.079,1.340,0.746,0.857
9272,WH45P,0.032,8.845,18.532,8.845,18.532,0.982,0.421,0.357,100,8.787,18.387,126.027,0.195,2.008,0.498,0.653
9273,WH45P,0.031,11.168,18.482,11.168,18.482,0.640,0.951,0.249,100,11.043,18.518,18.435,0.184,1.307,0.765,0.882
9274,WH45P,0.014,11.430,18.455,11.430,18.455,0.439,0.943,0.176,100,11.384,18.387,116.565,0.130,1.356,0.737,0.875
9275,WH45P,0.072,15.558,18.564,15.558,18.564,1.205,0.619,0.525,100,15.370,18.702,36.870,0.222,2.800,0.357,0.794
9276,WH45P,0.058,19.514,18.571,19.514,18.571,1.452,0.344,0.582,100,19.305,18.387,144.162,0.223,3.622,0.276,0.600
9277,WH45P,0.006,21.177,18.444,21.177,18.444,0.275,1.000,0.117,100,21.141,18.492,63.435,0.079,1.340,0.746,0.857
9278,WH45P,0.007,4.713,18.479,4.713,18.479,0.275,1.000,0.117,100,4.669,18.439,153.435,0.079,1.236,0.809,0.909
9279,WH45P,0.013,22.994,18.509,22.994,18.509,0.386,1.000,0.153,100,22.925,18.544,30.964,0.130,1.161,0.861,0.884
9280,WH45P,0.009,23.192,18.479,23.192,18.479,0.327,1.000,0.141,100,23.134,18.439,158.199,0.079,1.551,0.645,0.929
9281,WH45P,0.074,25.191,18.568,25.191,18.568,1.183,0.661,0.430,100,25.075,18.754,37.569,0.290,1.570,0.637,0.790
9282,WH45P,0.008,19.931,18.517,19.931,18.517,0.297,1.000,0.117,100,19.908,18.466,116.565,0.105,1.139,0.878,0.815
9283,WH45P,0.030,7.805,18.581,7.805,18.581,0.707,0.743,0.293,100,7.685,18.492,153.435,0.177,1.795,0.557,0.811
9284,WH45P,0.050,10.346,18.611,10.346,18.611,0.871,0.832,0.299,100,10.230,18.518,127.875,0.257,1.165,0.859,0.880
9285,WH45P,0.017,3.157,18.578,3.157,18.578,0.454,1.000,0.176,100,3.069,18.544,153.435,0.131,1.108,0.902,0.906
9286,WH45P,0.017,18.000,18.597,18.000,18.597,0.469,0.981,0.189,100,17.941,18.675,56.310,0.131,1.365,0.732,0.909
9287,WH45P,0.028,23.380,18.602,23.380,18.602,0.670,0.789,0.299,100,23.266,18.518,142.125,0.168,1.693,0.591,0.837
9288,WH45P,0.011,3.377,18.621,3.377,18.621,0.365,1.000,0.153,100,3.305,18.649,30.964,0.105,1.234,0.810,0.889
9289,WH45P,0.017,17.701,18.659,17.701,18.659,0.535,0.756,0.242,100,17.600,18.728,40.601,0.111,2.567,0.390,0.806
9290,WH45P,0.003,11.567,18.649,11.567,18.649,0.148,1.000,0.074,100,11.541,18.623,135.000,0.052,1.000,1.000,1.000
9291,WH45P,0.069,16.846,18.724,16.846,18.724,1.112,0.700,0.458,100,16.630,18.780,13.241,0.207,2.339,0.428,0.889
9292,WH45P,0.017,26.212,18.692,26.212,18.692,0.454,1.000,0.176,100,26.125,18.675,153.435,0.131,1.191,0.839,0.906
9293,WH45P,0.001,0.315,18.689,0.315,18.689,0.111,1.000,0.059,100,0.289,18.675,153.435,0.026,2.000,0.500,1.000
9294,WH45P,0.052,12.670,18.808,12.670,18.808,1.078,0.565,0.434,100,12.485,18.780,154.983,0.244,1.958,0.511,0.731
9295,WH45P,0.020,21.623,18.755,21.623,18.755,0.513,0.953,0.205,100,21.534,18.702,140.194,0.153,1.272,0.786,0.841
9296,WH45P,0.030,26.493,18.776,26.493,18.776,0.640,0.909,0.258,100,26.387,18.859,23.962,0.176,1.458,0.686,0.887
9297,WH45P,0.019,0.442,18.776,0.442,18.776,0.491,0.967,0.223,100,0.367,18.859,45.000,0.130,1.695,0.590,0.915
9298,WH45P,0.017,10.243,18.833,10.243,18.833,0.454,1.000,0.191,100,10.151,18.807,164.055,0.105,1.669,0.599,0.923
9299,WH45P,0.032,16.342,18.931,16.342,18.931,0.723,0.761,0.324,100,16.184,18.911,165.964,0.131,2.369,0.422,0.902
9300,WH45P,0.026,25.135,18.974,25.135,18.974,0.581,0.974,0.235,100,25.075,19.069,63.435,0.157,1.433,0.698,0.916
9301,WH45P,0.063,9.267,19.043,9.267,19.043,0.945,0.880,0.376,100,9.075,19.043,167.905,0.236,1.502,0.666,0.901
9302,WH45P,0.036,23.128,19.042,23.128,19.042,0.714,0.899,0.306,100,23.030,18.911,120.964,0.185,1.746,0.573,0.883
9303,WH45P,0.003,14.190,18.964,14.190,18.964,0.148,1.000,0.074,100,14.164,18.938,135.000,0.052,1.000,1.000,1.000
9304,WH45P,0.021,19.154,19.030,19.154,19.030,0.581,0.795,0.258,100,19.043,18.990,156.038,0.125,2.273,0.440,0.849
9305,WH45P,0.012,11.891,19.063,11.891,19.063,0.386,1.000,0.153,100,11.856,18.990,120.964,0.129,1.220,0.819,0.857
9306,WH45P,0.019,19.624,19.081,19.624,19.081,0.528,0.867,0.223,100,19.541,19.148,45.000,0.148,1.586,0.630,0.848
9307,WH45P,0.001,15.226,19.043,15.226,19.043,0.127,1.000,0.059,100,15.213,19.016,116.565,0.026,2.000,0.500,1.000
9308,WH45P,0.020,13.389,19.204,13.389,19.204,0.605,0.685,0.274,100,13.351,19.069,106.699,0.079,3.281,0.305,0.983
9309,WH45P,0.052,20.514,19.225,20.514,19.225,0.945,0.735,0.415,100,20.380,19.410,55.305,0.204,2.241,0.446,0.884
9310,WH45P,0.023,24.866,19.205,24.866,19.205,0.528,1.000,0.200,100,24.813,19.121,113.199,0.157,1.127,0.887,0.919
9311,WH45P,0.003,3.003,19.239,3.003,19.239,0.223,0.873,0.083,100,2.990,19.200,108.435,0.074,1.000,1.000,0.714
9312,WH45P,0.001,12.223,19.239,12.223,19.239,0.111,1.000,0.059,100,12.197,19.226,153.435,0.026,2.000,0.500,1.000
9313,WH45P,0.041,20.983,19.383,20.983,19.383,0.791,0.816,0.316,100,20.852,19.489,41.634,0.200,1.438,0.695,0.874
9314,WH45P,0.005,3.756,19.344,3.756,19.344,0.223,1.000,0.095,100,3.725,19.305,123.690,0.079,1.069,0.936,0.875
9315,WH45P,0.007,6.820,19.344,6.820,19.344,0.275,1.000,0.131,100,6.767,19.384,36.870,0.079,1.551,0.645,0.909
9316,WH45P,0.066,21.297,19.468,21.297,19.468,0.930,0.960,0.332,100,21.141,19.436,161.565,0.289,1.172,0.853,0.914
9317,WH45P,0.012,22.219,19.374,22.219,19.374,0.365,1.000,0.153,100,22.190,19.305,120.964,0.105,1.263,0.792,0.919
9318,WH45P,0.014,26.599,19.420,26.599,19.420,0.439,0.898,0.176,100,26.570,19.331,116.565,0.129,1.444,0.692,0.851
9319,WH45P,0.048,1.884,19.493,1.884,19.493,0.936,0.690,0.400,100,1.705,19.357,148.392,0.204,2.191,0.456,0.800
9320,WH45P,0.015,10.332,19.469,10.332,19.469,0.454,0.922,0.191,100,10.308,19.567,74.055,0.105,1.620,0.617,0.898
9321,WH45P,0.024,12.476,19.482,12.476,19.482,0.766,0.515,0.341,100,12.302,19.567,22.620,0.149,2.794,0.358,0.707
9322,WH45P,0.039,15.654,19.502,15.654,19.502,0.707,0.967,0.274,100,15.528,19.462,163.301,0.184,1.440,0.694,0.911
9323,WH45P,0.049,4.067,19.566,4.067,19.566,0.862,0.826,0.342,100,3.908,19.489,147.529,0.211,1.669,0.599,0.861
9324,WH45P,0.003,7.520,19.465,7.520,19.465,0.201,1.000,0.095,100,7.475,19.489,33.690,0.052,1.553,0.644,0.909
9325,WH45P,0.020,11.178,19.559,11.178,19.559,0.513,0.953,0.211,100,11.121,19.646,60.255,0.141,1.590,0.629,0.866
9326,WH45P,0.006,14.562,19.525,14.562,19.525,0.275,1.000,0.117,100,14.505,19.541,26.565,0.079,1.340,0.746,0.857
9327,WH45P,0.004,25.530,19.558,25.530,19.558,0.223,1.000,0.095,100,25.495,19.593,33.690,0.074,1.291,0.775,0.800
9328,WH45P,0.017,3.012,19.627,3.012,19.627,0.460,0.978,0.189,100,2.964,19.541,123.690,0.130,1.505,0.664,0.857
9329,WH45P,0.021,20.389,19.635,20.389,19.635,0.507,1.000,0.211,100,20.328,19.541,119.745,0.131,1.438,0.695,0.938
9330,WH45P,0.080,6.744,19.789,6.744,19.789,1.727,0.336,0.531,100,6.689,19.567,110.225,0.328,1.918,0.521,0.624
9331,WH45P,0.006,7.923,19.609,7.923,19.609,0.275,1.000,0.131,100,7.869,19.646,36.870,0.079,1.817,0.550,0.857
9332,WH45P,0.003,22.984,19.607,22.984,19.607,0.201,0.857,0.083,100,22.977,19.567,108.435,0.052,1.468,0.681,0.800
9333,WH45P,0.004,0.669,19.620,0.669,19.620,0.201,1.000,0.095,100,0.630,19.593,146.310,0.052,1.500,0.667,1.000
9334,WH45P,0.001,18.649,19.620,18.649,19.620,0.148,0.785,0.074,100,18.623,19.593,135.000,0.037,2.646,0.378,0.667
9335,WH45P,0.014,26.306,19.687,26.306,19.687,0.432,0.925,0.176,100,26.282,19.777,63.435,0.105,1.417,0.706,0.930
9336,WH45P,0.012,14.560,19.708,14.560,19.708,0.365,1.000,0.153,100,14.531,19.777,59.036,0.105,1.263,0.792,0.919
9337,WH45P,0.014,17.825,19.704,17.825,19.704,0.513,0.690,0.216,100,17.731,19.698,165.964,0.105,1.995,0.501,0.778
9338,WH45P,0.020,9.148,19.792,9.148,19.792,0.692,0.523,0.279,100,9.102,19.672,131.186,0.148,2.144,0.466,0.652
9339,WH45P,0.007,12.294,19.751,12.294,19.751,0.275,1.000,0.117,100,12.275,19.698,116.565,0.079,1.327,0.753,0.909
9340,WH45P,0.061,18.393,19.840,18.393,19.840,0.945,0.851,0.357,100,18.256,19.934,36.027,0.258,1.582,0.632,0.867
9341,WH45P,0.005,17.666,19.756,17.666,19.756,0.238,1.000,0.095,100,17.626,19.725,123.690,0.079,1.069,0.936,0.875
9342,WH45P,0.026,3.181,19.855,3.181,19.855,0.603,0.905,0.262,100,3.095,19.961,53.130,0.148,1.795,0.557,0.894
9343,WH45P,0.012,9.605,19.830,9.605,19.830,0.402,0.911,0.176,100,9.574,19.908,63.435,0.105,1.856,0.539,0.850
9344,WH45P,0.031,10.248,19.851,10.248,19.851,0.655,0.907,0.258,100,10.125,19.803,156.038,0.184,1.394,0.718,0.882
9345,WH45P,0.037,12.547,19.924,12.547,19.924,0.945,0.522,0.329,100,12.380,19.830,151.390,0.238,1.722,0.581,0.697
9346,WH45P,0.001,0.970,19.843,0.970,19.843,0.111,1.000,0.059,100,0.944,19.830,153.435,0.026,2.000,0.500,1.000
9347,WH45P,0.010,9.730,19.913,9.730,19.913,0.365,0.976,0.153,100,9.705,19.987,59.036,0.105,1.392,0.718,0.882
9348,WH45P,0.012,17.014,19.943,17.014,19.943,0.454,0.755,0.200,100,16.918,19.987,23.199,0.102,2.160,0.463,0.800
9349,WH45P,0.003,21.637,19.942,21.637,19.942,0.201,1.000,0.095,100,21.613,19.987,56.310,0.052,1.553,0.644,0.909
9350,WH45P,0.003,9.548,19.974,9.548,19.974,0.201,0.857,0.095,100,9.521,20.013,56.310,0.052,2.031,0.492,0.800
9351,WH45P,0.028,11.597,20.027,11.597,20.027,0.797,0.558,0.332,100,11.410,20.066,18.435,0.141,2.499,0.400,0.752
9352,WH45P,0.020,26.717,20.048,26.717,20.048,0.491,1.000,0.200,100,26.675,19.961,113.199,0.131,1.373,0.728,0.921
9353,WH45P,0.017,11.252,20.076,11.252,20.076,0.572,0.661,0.247,100,11.148,20.013,147.995,0.111,2.743,0.365,0.769
9354,WH45P,0.007,14.694,20.058,14.694,20.058,0.312,0.887,0.131,100,14.636,20.013,126.870,0.093,1.491,0.670,0.800
9355,WH45P,0.078,22.323,20.196,22.323,20.196,1.634,0.369,0.664,100,22.033,20.013,161.565,0.267,2.858,0.350,0.657
9356,WH45P,0.008,13.316,20.107,13.316,20.107,0.327,0.887,0.141,100,13.298,20.039,111.801,0.079,1.772,0.564,0.846
9357,WH45P,0.065,21.412,20.193,21.412,20.193,1.162,0.602,0.451,100,21.220,20.144,144.462,0.286,1.727,0.579,0.752
9358,WH45P,0.045,2.069,20.230,2.069,20.230,0.819,0.851,0.324,100,2.020,20.380,75.964,0.210,1.527,0.655,0.880
9359,WH45P,0.015,3.845,20.130,3.845,20.130,0.432,1.000,0.185,100,3.777,20.066,135.000,0.131,1.288,0.776,0.936
9360,WH45P,0.009,15.400,20.147,15.400,20.147,0.312,1.000,0.131,100,15.370,20.092,126.870,0.105,1.159,0.863,0.897
9361,WH45P,0.009,17.072,20.174,17.072,20.174,0.312,1.000,0.131,100,17.023,20.223,36.870,0.105,1.159,0.863,0.897
9362,WH45P,0.009,18.856,20.167,18.856,20.167,0.312,1.000,0.131,100,18.807,20.118,126.870,0.105,1.159,0.863,0.897
9363,WH45P,0.008,10.286,20.219,10.286,20.219,0.312,1.000,0.148,100,10.230,20.170,135.000,0.093,1.651,0.606,0.889
9364,WH45P,0.006,16.214,20.213,16.214,20.213,0.275,1.000,0.117,100,16.157,20.197,153.435,0.079,1.340,0.746,0.857
9365,WH45P,0.019,7.543,20.240,7.543,20.240,0.581,0.718,0.242,100,7.423,20.197,167.471,0.105,2.296,0.436,0.889
9366,WH45P,0.010,7.966,20.253,7.966,20.253,0.349,0.993,0.141,100,7.895,20.275,21.801,0.105,1.264,0.791,0.848
9367,WH45P,0.004,26.702,20.236,26.702,20.236,0.201,1.000,0.095,100,26.675,20.197,123.690,0.052,1.500,0.667,1.000
9368,WH45P,0.015,12.118,20.296,12.118,20.296,0.423,1.000,0.166,100,12.039,20.275,161.565,0.131,1.176,0.850,0.880
9369,WH45P,0.025,25.911,20.366,25.911,20.366,0.692,0.650,0.267,100,25.862,20.485,78.690,0.184,1.284,0.779,0.735
9370,WH45P,0.004,26.378,20.267,26.378,20.267,0.223,1.000,0.095,100,26.361,20.223,123.690,0.074,1.291,0.775,0.800
9371,WH45P,0.054,14.407,20.405,14.407,20.405,1.063,0.604,0.357,100,14.216,20.433,162.897,0.283,1.318,0.759,0.763
9372,WH45P,0.001,19.698,20.262,19.698,20.262,0.111,1.000,0.059,100,19.672,20.249,153.435,0.026,2.000,0.500,1.000
9373,WH45P,0.008,20.092,20.302,20.092,20.302,0.297,1.000,0.117,100,20.066,20.249,116.565,0.105,1.000,1.000,0.857
9374,WH45P,0.012,14.783,20.330,14.783,20.330,0.365,1.000,0.153,100,14.715,20.302,149.036,0.105,1.263,0.792,0.919
9375,WH45P,0.005,25.411,20.315,25.411,20.315,0.260,0.898,0.131,100,25.364,20.275,143.130,0.070,2.339,0.427,0.778
9376,WH45P,0.014,15.443,20.375,15.443,20.375,0.417,0.994,0.176,100,15.397,20.459,63.435,0.105,1.494,0.669,0.930
9377,WH45P,0.013,23.567,20.367,23.567,20.367,0.402,1.000,0.185,100,23.502,20.302,135.000,0.111,1.679,0.596,0.905
9378,WH45P,0.046,13.829,20.464,13.829,20.464,0.760,1.000,0.270,100,13.718,20.380,150.945,0.236,1.037,0.965,0.937
9379,WH45P,0.085,16.670,20.527,16.670,20.527,1.257,0.678,0.528,100,16.420,20.407,153.435,0.274,2.030,0.493,0.846
9380,WH45P,0.006,2.356,20.437,2.356,20.437,0.297,0.884,0.131,100,2.308,20.485,36.870,0.074,1.915,0.522,0.783
9381,WH45P,0.005,5.259,20.420,5.259,20.420,0.223,1.000,0.111,100,5.220,20.380,135.000,0.074,1.596,0.626,0.875
9382,WH45P,0.019,21.164,20.459,21.164,20.459,0.491,1.000,0.205,100,21.089,20.538,39.806,0.148,1.413,0.708,0.903
9383,WH45P,0.011,10.713,20.474,10.713,20.474,0.371,1.000,0.153,100,10.675,20.407,120.964,0.111,1.480,0.675,0.800
9384,WH45P,0.011,20.205,20.459,20.205,20.459,0.365,1.000,0.153,100,20.144,20.511,30.964,0.105,1.371,0.729,0.889
9385,WH45P,0.052,1.488,20.660,1.488,20.660,1.406,0.328,0.595,100,1.338,20.433,131.424,0.203,4.741,0.211,0.598
9386,WH45P,0.003,7.580,20.459,7.580,20.459,0.148,1.000,0.074,100,7.554,20.433,135.000,0.052,1.000,1.000,1.000
9387,WH45P,0.012,12.580,20.483,12.580,20.483,0.365,1.000,0.153,100,12.511,20.511,30.964,0.105,1.263,0.792,0.919
9388,WH45P,0.020,7.783,20.554,7.783,20.554,0.507,0.977,0.211,100,7.738,20.643,60.255,0.131,1.526,0.655,0.921
9389,WH45P,0.032,10.288,20.594,10.288,20.594,0.707,0.812,0.293,100,10.282,20.748,79.695,0.157,1.746,0.573,0.887
9390,WH45P,0.017,17.870,20.557,17.870,20.557,0.454,1.000,0.176,100,17.810,20.485,116.565,0.131,1.177,0.849,0.926
9391,WH45P,0.005,25.527,20.566,25.527,20.566,0.275,0.800,0.117,100,25.495,20.511,116.565,0.074,1.668,0.600,0.778
9392,WH45P,0.020,20.408,20.611,20.408,20.611,0.491,1.000,0.189,100,20.354,20.538,123.690,0.157,1.064,0.939,0.906
9393,WH45P,0.048,25.810,20.656,25.810,20.656,0.840,0.857,0.332,100,25.652,20.721,18.435,0.227,1.502,0.666,0.859
9394,WH45P,0.014,10.866,20.648,10.866,20.648,0.439,0.898,0.205,100,10.807,20.564,129.806,0.111,1.993,0.502,0.870
9395,WH45P,0.003,11.200,20.590,11.200,20.590,0.148,1.000,0.074,100,11.174,20.564,135.000,0.052,1.000,1.000,1.000
9396,WH45P,0.025,21.616,20.659,21.616,20.659,0.544,1.000,0.211,100,21.561,20.748,60.255,0.157,1.186,0.843,0.935
9397,WH45P,0.020,23.709,20.645,23.709,20.645,0.491,1.000,0.205,100,23.633,20.721,39.806,0.148,1.354,0.738,0.921
9398,WH45P,0.008,15.165,20.638,15.165,20.638,0.312,1.000,0.148,100,15.108,20.590,135.000,0.093,1.651,0.606,0.889
9399,WH45P,0.053,24.477,20.765,24.477,20.765,1.050,0.603,0.458,100,24.262,20.669,156.371,0.181,3.224,0.310,0.774
9400,WH45P,0.009,8.173,20.781,8.173,20.781,0.371,0.817,0.153,100,8.131,20.721,120.964,0.093,1.805,0.554,0.765
9401,WH45P,0.012,21.885,20.802,21.885,20.802,0.365,1.000,0.153,100,21.823,20.852,30.964,0.105,1.263,0.792,0.919
9402,WH45P,0.041,23.249,20.821,23.249,20.821,0.961,0.562,0.357,100,23.056,20.774,162.897,0.184,2.240,0.446,0.759
9403,WH45P,0.012,23.961,20.816,23.961,20.816,0.386,1.000,0.185,100,23.895,20.748,135.000,0.111,1.765,0.566,0.878
9404,WH45P,0.032,2.900,20.923,2.900,20.923,0.729,0.748,0.299,100,2.780,21.010,52.125,0.167,1.969,0.508,0.829
9405,WH45P,0.002,2.566,20.831,2.566,20.831,0.148,1.000,0.074,100,2.544,20.800,135.000,0.052,1.464,0.683,0.857
9406,WH45P,0.009,11.255,20.849,11.255,20.849,0.312,1.000,0.131,100,11.200,20.879,36.870,0.105,1.159,0.863,0.897
9407,WH45P,0.023,3.804,20.889,3.804,20.889,0.664,0.647,0.283,100,3.672,20.931,21.801,0.130,2.543,0.393,0.795
9408,WH45P,0.052,15.464,20.979,15.464,20.979,0.998,0.651,0.393,100,15.292,20.852,126.870,0.228,1.934,0.517,0.769
9409,WH45P,0.050,18.338,20.981,18.338,20.981,0.849,0.875,0.320,100,18.256,21.115,55.008,0.254,1.282,0.780,0.890
9410,WH45P,0.003,0.637,20.934,0.637,20.934,0.185,1.000,0.095,100,0.603,20.905,146.310,0.052,1.553,0.644,0.909
9411,WH45P,0.030,25.207,21.000,25.207,21.000,0.707,0.760,0.299,100,25.049,21.036,15.255,0.157,2.122,0.471,0.863
9412,WH45P,0.032,16.527,21.024,16.527,21.024,0.633,1.000,0.242,100,16.446,20.931,130.601,0.184,1.175,0.851,0.931
9413,WH45P,0.050,17.670,21.042,17.670,21.042,0.998,0.625,0.357,100,17.548,20.957,143.973,0.245,1.523,0.657,0.762
9414,WH45P,0.031,18.072,21.060,18.072,21.060,0.633,0.970,0.249,100,18.020,21.167,71.565,0.157,1.380,0.725,0.928
9415,WH45P,0.005,3.607,20.997,3.607,20.997,0.223,1.000,0.111,100,3.567,21.036,45.000,0.074,1.596,0.626,0.875
9416,WH45P,0.009,11.108,21.031,11.108,21.031,0.343,0.956,0.141,100,11.095,20.957,111.801,0.079,1.551,0.645,0.929
9417,WH45P,0.004,11.344,21.010,11.344,21.010,0.201,1.000,0.095,100,11.305,20.984,146.310,0.052,1.500,0.667,1.000
9418,WH45P,0.059,26.159,21.231,26.159,21.231,1.437,0.360,0.575,100,25.993,20.984,114.228,0.247,2.849,0.351,0.606
9419,WH45P,0.012,13.634,21.085,13.634,21.085,0.402,0.911,0.166,100,13.613,21.167,71.565,0.105,1.454,0.688,0.850
9420,WH45P,0.003,23.921,21.036,23.921,21.036,0.148,1.000,0.074,100,23.895,21.010,135.000,0.052,1.000,1.000,1.000
9421,WH45P,0.013,2.025,21.109,2.025,21.109,0.498,0.663,0.211,100,1.941,21.141,29.745,0.118,1.959,0.510,0.731
9422,WH45P,0.008,10.868,21.078,10.868,21.078,0.312,1.000,0.141,100,10.807,21.115,21.801,0.079,1.579,0.633,0.889
9423,WH45P,0.059,18.775,21.241,18.775,21.241,0.982,0.770,0.415,100,18.623,21.089,124.695,0.211,2.071,0.483,0.891
9424,WH45P,0.116,4.536,21.461,4.536,21.461,1.823,0.437,0.765,100,4.407,21.115,112.166,0.235,4.074,0.245,0.771
9425,WH45P,0.039,2.697,21.254,2.697,21.254,0.729,0.911,0.293,100,2.570,21.193,153.435,0.201,1.591,0.629,0.875
9426,WH45P,0.023,12.292,21.271,12.292,21.271,0.624,0.754,0.249,100,12.275,21.141,108.435,0.157,1.739,0.575,0.800
9427,WH45P,0.009,23.924,21.196,23.924,21.196,0.312,1.000,0.131,100,23.895,21.141,126.870,0.105,1.159,0.863,0.897
9428,WH45P,0.044,25.087,21.296,25.087,21.296,0.871,0.729,0.316,100,24.944,21.220,138.366,0.260,1.101,0.908,0.831
9429,WH45P,0.001,25.272,21.193,25.272,21.193,0.127,1.000,0.059,100,25.259,21.167,116.565,0.026,2.000,0.500,1.000
9430,WH45P,0.058,23.604,21.342,23.604,21.342,0.967,0.777,0.371,100,23.397,21.403,8.130,0.262,1.299,0.770,0.857
9431,WH45P,0.100,5.241,21.549,5.241,21.549,1.705,0.431,0.672,100,5.115,21.849,69.444,0.261,3.176,0.315,0.730
9432,WH45P,0.008,5.040,21.303,5.040,21.303,0.312,1.000,0.148,100,4.984,21.351,45.000,0.093,1.651,0.606,0.889
9433,WH45P,0.034,0.810,21.425,0.810,21.425,0.738,0.777,0.299,100,0.761,21.298,105.255,0.157,2.024,0.494,0.875
9434,WH45P,0.053,21.338,21.431,21.338,21.431,1.020,0.640,0.400,100,21.141,21.482,23.199,0.188,2.317,0.432,0.832
9435,WH45P,0.005,24.538,21.345,24.538,21.345,0.238,1.000,0.095,100,24.525,21.298,123.690,0.079,1.069,0.936,0.875
