"skel.num","Branches","Junctions","End.point.voxels","Junction.voxels","Slab.voxels","Average.Branch.Length","Triple.points","Quadruple.points","Maximum.Branch.Length","Labelfine"
38,11,5,7,15,130,0.417,5,0,0.894,"900-10H_24(20)NiA0008.tiff"
1,5,2,4,6,88,0.639,2,0,1.247,"900-10H_40NiC0006.tiff"
2,36,17,20,50,629,0.605,16,1,1.717,"900-10H_40NiC0006.tiff"
3,18,8,11,32,277,0.545,7,1,1.512,"900-10H_40NiC0006.tiff"
4,115,56,60,166,2253,0.67,54,2,2.948,"900-10H_40NiC0006.tiff"
5,5,2,4,7,145,0.939,2,0,1.186,"900-10H_40NiC0006.tiff"
6,11,5,6,17,164,0.509,4,1,1.173,"900-10H_40NiC0006.tiff"
7,6,2,5,8,118,0.666,1,1,1.011,"900-10H_40NiC0006.tiff"
8,9,4,6,14,170,0.662,4,0,1.083,"900-10H_40NiC0006.tiff"
9,20,9,12,23,289,0.527,8,1,1.131,"900-10H_40NiC0006.tiff"
10,3,1,3,4,94,1.008,1,0,1.195,"900-10H_40NiC0006.tiff"
11,31,15,17,44,637,0.688,15,0,1.868,"900-10H_40NiC0006.tiff"
12,7,3,5,10,220,1.023,3,0,4.315,"900-10H_40NiC0006.tiff"
13,7,3,5,11,121,0.607,3,0,1.452,"900-10H_40NiC0006.tiff"
14,34,15,20,59,652,0.685,12,3,1.554,"900-10H_40NiC0006.tiff"
15,5,2,4,7,56,0.388,2,0,0.679,"900-10H_40NiC0006.tiff"
16,21,10,12,30,487,0.77,10,0,1.829,"900-10H_40NiC0006.tiff"
17,9,4,6,13,134,0.508,4,0,0.917,"900-10H_40NiC0006.tiff"
18,13,6,8,20,292,0.781,6,0,1.343,"900-10H_40NiC0006.tiff"
19,11,5,7,14,106,0.35,5,0,0.533,"900-10H_40NiC0006.tiff"
20,22,10,13,37,351,0.568,9,1,2.104,"900-10H_40NiC0006.tiff"
1,15,7,9,21,367,0.824,7,0,2.232,"900-10H_40NiC0007.tiff"
2,3,1,3,3,71,0.759,1,0,1.494,"900-10H_40NiC0007.tiff"
3,38,18,21,59,774,0.716,17,1,1.704,"900-10H_40NiC0007.tiff"
4,9,4,5,12,111,0.434,3,1,1.669,"900-10H_40NiC0007.tiff"
5,10,4,7,14,153,0.544,3,1,1.121,"900-10H_40NiC0007.tiff"
6,3,1,3,3,62,0.676,1,0,0.843,"900-10H_40NiC0007.tiff"
7,13,6,8,18,230,0.601,6,0,1.455,"900-10H_40NiC0007.tiff"
8,7,3,5,11,84,0.425,3,0,1.042,"900-10H_40NiC0007.tiff"
9,7,3,5,7,87,0.429,3,0,0.706,"900-10H_40NiC0007.tiff"
10,7,3,5,7,114,0.541,3,0,1.171,"900-10H_40NiC0007.tiff"
11,25,12,14,39,515,0.691,12,0,1.643,"900-10H_40NiC0007.tiff"
12,7,3,5,7,132,0.651,3,0,1.201,"900-10H_40NiC0007.tiff"
13,52,24,29,92,1060,0.685,21,3,2.542,"900-10H_40NiC0007.tiff"
14,3,1,3,4,69,0.786,1,0,1.114,"900-10H_40NiC0007.tiff"
15,11,5,7,17,112,0.383,5,0,0.763,"900-10H_40NiC0007.tiff"
16,5,2,4,4,74,0.494,2,0,1.343,"900-10H_40NiC0007.tiff"
17,9,4,6,11,121,0.491,4,0,1.038,"900-10H_40NiC0007.tiff"
18,3,1,3,3,77,0.858,1,0,1.127,"900-10H_40NiC0007.tiff"
19,19,9,11,27,376,0.67,9,0,1.9,"900-10H_40NiC0007.tiff"
20,18,8,11,27,383,0.713,7,1,2.075,"900-10H_40NiC0007.tiff"
21,6,2,5,10,109,0.616,1,1,1.332,"900-10H_40NiC0007.tiff"
22,123,59,65,171,2621,0.725,55,4,2.46,"900-10H_40NiC0007.tiff"
23,43,21,23,60,663,0.535,21,0,1.758,"900-10H_40NiC0007.tiff"
24,5,2,4,6,99,0.68,2,0,1.382,"900-10H_40NiC0007.tiff"
25,13,6,8,18,289,0.757,6,0,1.649,"900-10H_40NiC0007.tiff"
26,19,9,11,28,274,0.507,9,0,1.533,"900-10H_40NiC0007.tiff"
1,11,5,7,12,156,0.519,5,0,0.956,"900-10H_40NiC0008.tiff"
2,139,66,74,218,2591,0.654,60,6,2.124,"900-10H_40NiC0008.tiff"
3,3,1,3,3,91,1.01,1,0,1.282,"900-10H_40NiC0008.tiff"
4,19,9,11,27,388,0.703,9,0,1.615,"900-10H_40NiC0008.tiff"
5,60,29,32,95,1166,0.677,28,1,2.174,"900-10H_40NiC0008.tiff"
6,5,2,4,8,69,0.525,2,0,0.873,"900-10H_40NiC0008.tiff"
7,24,11,14,31,390,0.557,10,1,1.321,"900-10H_40NiC0008.tiff"
8,7,3,5,11,179,0.849,3,0,1.767,"900-10H_40NiC0008.tiff"
9,7,3,5,10,206,0.966,3,0,1.433,"900-10H_40NiC0008.tiff"
10,9,4,6,14,148,0.594,4,0,0.982,"900-10H_40NiC0008.tiff"
11,9,4,6,14,134,0.527,4,0,1.066,"900-10H_40NiC0008.tiff"
12,79,39,41,119,1619,0.694,39,0,3.286,"900-10H_40NiC0008.tiff"
13,29,14,16,37,594,0.712,14,0,2.232,"900-10H_40NiC0008.tiff"
14,7,3,5,7,97,0.476,3,0,0.996,"900-10H_40NiC0008.tiff"
15,3,1,3,4,73,0.798,1,0,1.024,"900-10H_40NiC0008.tiff"
16,11,5,7,15,259,0.785,5,0,2.134,"900-10H_40NiC0008.tiff"
17,5,2,4,7,59,0.438,2,0,0.607,"900-10H_40NiC0008.tiff"
18,18,8,11,24,370,0.712,7,1,1.374,"900-10H_40NiC0008.tiff"
19,11,5,7,17,170,0.537,5,0,1.564,"900-10H_40NiC0008.tiff"
20,15,7,9,23,208,0.496,7,0,1.189,"900-10H_40NiC0008.tiff"
21,41,19,23,61,728,0.624,17,2,1.793,"900-10H_40NiC0008.tiff"
22,16,7,10,27,381,0.791,6,1,2.746,"900-10H_40NiC0008.tiff"
23,5,2,4,4,92,0.645,2,0,1.288,"900-10H_40NiC0008.tiff"
24,5,2,4,6,82,0.571,2,0,1.179,"900-10H_40NiC0008.tiff"
25,5,2,4,7,94,0.647,2,0,1.275,"900-10H_40NiC0008.tiff"
26,5,2,4,7,87,0.591,2,0,1.609,"900-10H_40NiC0008.tiff"
27,8,3,6,11,122,0.536,2,1,1.472,"900-10H_40NiC0008.tiff"
28,7,3,5,10,102,0.526,3,0,1.072,"900-10H_40NiC0008.tiff"
1,3,1,3,3,64,0.712,1,0,1.288,"900-5-10A0002.tiff"
2,5,2,4,7,62,0.445,2,0,0.664,"900-5-10A0002.tiff"
3,5,2,4,6,111,0.758,2,0,1.64,"900-5-10A0002.tiff"
4,13,6,8,14,201,0.516,6,0,1.365,"900-5-10A0002.tiff"
5,7,3,5,10,92,0.452,3,0,0.887,"900-5-10A0002.tiff"
6,7,3,5,10,85,0.447,3,0,0.828,"900-5-10A0002.tiff"
7,7,3,5,7,61,0.338,3,0,0.556,"900-5-10A0002.tiff"
8,3,1,3,3,81,0.864,1,0,1.181,"900-5-10A0002.tiff"
9,3,1,3,3,99,1.036,1,0,2.376,"900-5-10A0002.tiff"
10,3,1,3,4,65,0.733,1,0,1.439,"900-5-10A0002.tiff"
11,7,3,5,9,88,0.455,3,0,1.203,"900-5-10A0002.tiff"
12,3,1,3,4,41,0.465,1,0,0.721,"900-5-10A0002.tiff"
13,1,0,2,0,19,0.579,0,0,0.579,"900-5-10A0002.tiff"
14,9,4,6,13,129,0.512,4,0,1.293,"900-5-10A0002.tiff"
15,7,3,5,10,70,0.374,3,0,0.581,"900-5-10A0002.tiff"
16,7,3,5,8,163,0.758,3,0,1.32,"900-5-10A0002.tiff"
17,7,3,5,10,120,0.591,3,0,1.177,"900-5-10A0002.tiff"
18,9,4,6,13,131,0.512,4,0,0.775,"900-5-10A0002.tiff"
19,19,9,11,31,243,0.463,9,0,1.256,"900-5-10A0002.tiff"
20,5,2,4,7,120,0.808,2,0,1.51,"900-5-10A0002.tiff"
21,5,2,4,7,89,0.591,2,0,0.99,"900-5-10A0002.tiff"
1,14,6,9,22,122,0.329,5,1,0.686,"900-5-10A0004.tiff"
2,5,2,4,4,110,0.716,2,0,0.883,"900-5-10A0004.tiff"
3,7,3,5,3,110,0.519,3,0,0.961,"900-5-10A0004.tiff"
4,4,1,4,7,80,0.645,0,1,1.252,"900-5-10A0004.tiff"
5,1,0,2,0,47,1.498,0,0,1.498,"900-5-10A0004.tiff"
6,5,2,4,8,74,0.536,2,0,1.321,"900-5-10A0004.tiff"
7,7,3,5,9,142,0.691,3,0,1.363,"900-5-10A0004.tiff"
8,1,0,2,0,56,1.81,0,0,1.81,"900-5-10A0004.tiff"
9,5,2,4,5,107,0.705,2,0,1.664,"900-5-10A0004.tiff"
10,5,2,4,5,94,0.6,2,0,1.173,"900-5-10A0004.tiff"
11,3,1,3,4,62,0.703,1,0,1.588,"900-5-10A0004.tiff"
12,7,3,5,7,132,0.621,3,0,1.007,"900-5-10A0004.tiff"
13,5,2,4,2,78,0.52,2,0,0.915,"900-5-10A0004.tiff"
14,3,1,3,4,40,0.453,1,0,0.754,"900-5-10A0004.tiff"
15,3,1,3,1,78,0.835,1,0,2.068,"900-5-10A0004.tiff"
16,3,1,3,3,66,0.762,1,0,1.266,"900-5-10A0004.tiff"
17,7,3,5,11,61,0.342,3,0,0.607,"900-5-10A0004.tiff"
18,5,2,4,7,63,0.448,2,0,0.644,"900-5-10A0004.tiff"
19,12,5,8,18,247,0.677,4,1,1.916,"900-5-10A0004.tiff"
20,3,1,3,4,74,0.79,1,0,2.033,"900-5-10A0004.tiff"
21,5,2,4,6,63,0.439,2,0,0.697,"900-5-10A0004.tiff"
1,13,6,8,16,134,0.372,6,0,0.913,"900-5-10A0006.tiff"
2,3,1,3,4,49,0.577,1,0,0.891,"900-5-10A0006.tiff"
3,7,3,5,8,153,0.697,3,0,2.139,"900-5-10A0006.tiff"
4,5,2,4,8,98,0.677,2,0,1.155,"900-5-10A0006.tiff"
5,7,3,5,7,113,0.539,3,0,1.016,"900-5-10A0006.tiff"
6,3,1,3,4,53,0.603,1,0,0.97,"900-5-10A0006.tiff"
7,12,5,8,16,173,0.52,4,1,0.915,"900-5-10A0006.tiff"
8,3,1,3,4,49,0.597,1,0,0.95,"900-5-10A0006.tiff"
9,7,3,5,11,89,0.45,3,0,0.749,"900-5-10A0006.tiff"
10,1,0,2,0,59,1.813,0,0,1.813,"900-5-10A0006.tiff"
11,11,5,7,18,109,0.38,5,0,0.766,"900-5-10A0006.tiff"
12,7,3,5,6,107,0.513,3,0,0.81,"900-5-10A0006.tiff"
13,9,4,6,15,98,0.397,4,0,0.69,"900-5-10A0006.tiff"
14,15,6,10,26,168,0.413,4,2,1.175,"900-5-10A0006.tiff"
15,3,1,3,1,79,0.827,1,0,1.575,"900-5-10A0006.tiff"
1,3,1,3,4,100,1.035,1,0,1.289,"900-5-10B0002.tiff"
2,7,3,5,8,109,0.543,3,0,0.95,"900-5-10B0002.tiff"
3,5,2,4,4,78,0.507,2,0,1.004,"900-5-10B0002.tiff"
4,11,5,7,12,121,0.399,5,0,1.022,"900-5-10B0002.tiff"
5,14,6,9,22,177,0.472,5,1,1.331,"900-5-10B0002.tiff"
6,7,3,5,12,117,0.595,3,0,0.989,"900-5-10B0002.tiff"
7,14,6,9,19,115,0.309,5,1,0.754,"900-5-10B0002.tiff"
8,7,3,5,7,82,0.431,3,0,0.862,"900-5-10B0002.tiff"
9,7,3,5,9,147,0.713,3,0,1.808,"900-5-10B0002.tiff"
10,7,3,5,9,85,0.421,3,0,1.18,"900-5-10B0002.tiff"
11,3,1,3,3,25,0.317,1,0,0.428,"900-5-10B0002.tiff"
12,9,4,6,14,185,0.697,4,0,2.485,"900-5-10B0002.tiff"
1,11,5,7,12,133,0.421,5,0,0.732,"900-5-10B0004.tiff"
2,5,2,4,5,68,0.468,2,0,0.655,"900-5-10B0004.tiff"
3,9,4,6,8,180,0.672,4,0,1.664,"900-5-10B0004.tiff"
4,6,2,5,7,72,0.455,1,1,0.718,"900-5-10B0004.tiff"
5,23,11,13,35,356,0.539,11,0,1.048,"900-5-10B0004.tiff"
6,7,3,5,12,93,0.475,3,0,1.35,"900-5-10B0004.tiff"
7,9,4,6,15,92,0.383,4,0,0.707,"900-5-10B0004.tiff"
8,8,3,6,13,79,0.379,2,1,0.679,"900-5-10B0004.tiff"
9,8,3,6,12,128,0.561,2,1,1.155,"900-5-10B0004.tiff"
10,11,5,7,17,170,0.536,5,0,1.717,"900-5-10B0004.tiff"
11,3,1,3,3,89,0.931,1,0,0.991,"900-5-10B0004.tiff"
1,5,2,4,7,63,0.452,2,0,0.684,"900-5-10B0006.tiff"
2,9,4,6,12,135,0.514,4,0,1.501,"900-5-10B0006.tiff"
3,3,1,3,4,59,0.668,1,0,1.068,"900-5-10B0006.tiff"
4,5,2,4,5,92,0.642,2,0,1.044,"900-5-10B0006.tiff"
5,9,4,6,11,117,0.455,4,0,0.93,"900-5-10B0006.tiff"
6,9,4,6,15,96,0.391,4,0,0.849,"900-5-10B0006.tiff"
7,15,7,9,24,230,0.54,7,0,1.151,"900-5-10B0006.tiff"
8,11,5,7,15,180,0.553,5,0,1.323,"900-5-10B0006.tiff"
9,7,3,5,10,93,0.493,3,0,1.325,"900-5-10B0006.tiff"
10,7,3,5,11,81,0.408,3,0,0.981,"900-5-10B0006.tiff"
1,5,2,4,7,87,0.578,2,0,1.042,"900-5-10C0002.tiff"
2,3,1,3,3,97,1.062,1,0,2.162,"900-5-10C0002.tiff"
3,3,1,3,3,70,0.725,1,0,0.92,"900-5-10C0002.tiff"
4,7,3,5,8,99,0.512,3,0,0.786,"900-5-10C0002.tiff"
5,8,3,6,15,115,0.513,2,1,1.231,"900-5-10C0002.tiff"
6,5,2,4,6,111,0.743,2,0,1.456,"900-5-10C0002.tiff"
7,7,3,5,7,103,0.513,3,0,0.925,"900-5-10C0002.tiff"
8,5,2,4,7,92,0.633,2,0,1.767,"900-5-10C0002.tiff"
9,5,2,4,6,55,0.405,2,0,0.688,"900-5-10C0002.tiff"
10,8,3,6,11,162,0.7,2,1,1.557,"900-5-10C0002.tiff"
11,6,2,5,11,118,0.711,1,1,1.103,"900-5-10C0002.tiff"
1,5,2,4,4,77,0.515,2,0,1,"900-5-10C0004.tiff"
2,13,6,8,15,100,0.291,6,0,0.574,"900-5-10C0004.tiff"
3,5,2,4,6,109,0.719,2,0,0.948,"900-5-10C0004.tiff"
4,5,2,4,5,79,0.522,2,0,1.138,"900-5-10C0004.tiff"
5,3,1,3,3,107,1.135,1,0,2.236,"900-5-10C0004.tiff"
6,7,3,5,7,122,0.599,3,0,0.869,"900-5-10C0004.tiff"
7,3,1,3,3,81,0.864,1,0,1.033,"900-5-10C0004.tiff"
8,7,3,5,11,90,0.452,3,0,1.448,"900-5-10C0004.tiff"
9,15,7,9,22,142,0.345,7,0,1.053,"900-5-10C0004.tiff"
10,9,4,6,15,111,0.458,4,0,0.782,"900-5-10C0004.tiff"
11,7,3,5,11,140,0.668,3,0,1.232,"900-5-10C0004.tiff"
12,5,2,4,4,108,0.688,2,0,0.924,"900-5-10C0004.tiff"
13,13,6,8,23,197,0.517,6,0,1.101,"900-5-10C0004.tiff"
1,12,5,8,15,195,0.563,4,1,1.218,"900-5-10C0006.tiff"
2,3,1,3,4,75,0.806,1,0,1.048,"900-5-10C0006.tiff"
3,3,1,3,3,81,0.842,1,0,1.258,"900-5-10C0006.tiff"
4,7,3,5,11,122,0.6,3,0,1.249,"900-5-10C0006.tiff"
5,6,2,5,12,78,0.497,1,1,0.893,"900-5-10C0006.tiff"
6,7,3,5,5,126,0.597,3,0,3.086,"900-5-10C0006.tiff"
7,5,2,4,8,119,0.81,2,0,1.308,"900-5-10C0006.tiff"
8,9,4,6,12,124,0.477,4,0,1.079,"900-5-10C0006.tiff"
9,1,0,2,0,44,1.408,0,0,1.408,"900-5-10C0006.tiff"
10,7,3,5,11,105,0.527,3,0,1.16,"900-5-10C0006.tiff"
11,5,2,4,4,51,0.367,2,0,0.539,"900-5-10C0006.tiff"
12,6,2,5,7,122,0.686,1,1,2.234,"900-5-10C0006.tiff"
13,3,1,3,4,87,0.962,1,0,1.132,"900-5-10C0006.tiff"
14,3,1,3,1,77,0.855,1,0,1.435,"900-5-10C0006.tiff"
15,3,1,3,3,72,0.753,1,0,0.963,"900-5-10C0006.tiff"
16,14,6,9,24,167,0.433,5,1,0.933,"900-5-10C0006.tiff"
17,11,5,7,16,124,0.406,5,0,1.101,"900-5-10C0006.tiff"
1,3,1,3,4,45,0.528,1,0,1.197,"900-5-10D0002.tiff"
2,5,2,4,7,114,0.729,2,0,1.278,"900-5-10D0002.tiff"
3,1,0,2,0,47,1.455,0,0,1.455,"900-5-10D0002.tiff"
4,1,0,2,0,47,1.476,0,0,1.476,"900-5-10D0002.tiff"
5,10,4,7,15,164,0.575,3,1,1.265,"900-5-10D0002.tiff"
6,9,4,6,10,114,0.457,4,0,1.603,"900-5-10D0002.tiff"
7,5,2,4,7,86,0.583,2,0,1.03,"900-5-10D0002.tiff"
8,11,5,7,15,102,0.354,5,0,0.59,"900-5-10D0002.tiff"
9,3,1,3,1,76,0.788,1,0,0.857,"900-5-10D0002.tiff"
10,14,6,9,19,145,0.378,5,1,0.826,"900-5-10D0002.tiff"
11,5,2,4,7,79,0.549,2,0,1.086,"900-5-10D0002.tiff"
12,7,3,5,12,79,0.403,3,0,0.679,"900-5-10D0002.tiff"
13,5,2,4,8,74,0.503,2,0,0.928,"900-5-10D0002.tiff"
14,7,3,5,8,153,0.727,3,0,2.127,"900-5-10D0002.tiff"
15,5,2,4,8,70,0.5,2,0,1.277,"900-5-10D0002.tiff"
1,10,4,7,15,147,0.505,3,1,1.472,"900-5-10D0004.tiff"
2,9,4,6,8,146,0.548,4,0,0.959,"900-5-10D0004.tiff"
3,5,2,4,8,48,0.338,2,0,0.557,"900-5-10D0004.tiff"
4,3,1,3,3,29,0.344,1,0,0.57,"900-5-10D0004.tiff"
5,5,2,4,7,127,0.795,2,0,2.089,"900-5-10D0004.tiff"
6,7,3,5,11,106,0.537,3,0,0.878,"900-5-10D0004.tiff"
7,7,3,5,10,64,0.353,3,0,0.692,"900-5-10D0004.tiff"
8,7,3,5,11,77,0.391,3,0,1.095,"900-5-10D0004.tiff"
9,3,1,3,4,74,0.81,1,0,1.719,"900-5-10D0004.tiff"
1,11,5,7,18,152,0.488,5,0,0.998,"900-5-10D0006.tiff"
2,15,7,9,18,139,0.331,7,0,0.649,"900-5-10D0006.tiff"
3,11,5,7,16,98,0.336,5,0,0.548,"900-5-10D0006.tiff"
4,5,2,4,5,129,0.825,2,0,1.817,"900-5-10D0006.tiff"
5,7,3,5,10,84,0.432,3,0,0.943,"900-5-10D0006.tiff"
6,9,4,6,15,165,0.633,4,0,1.87,"900-5-10D0006.tiff"
7,11,5,7,13,122,0.408,5,0,1.103,"900-5-10D0006.tiff"
8,6,2,5,11,132,0.764,1,1,1.424,"900-5-10D0006.tiff"
9,5,2,4,6,122,0.792,2,0,1.383,"900-5-10D0006.tiff"
10,9,4,6,13,126,0.459,4,0,0.979,"900-5-10D0006.tiff"
11,5,2,4,7,80,0.535,2,0,0.732,"900-5-10D0006.tiff"
12,3,1,3,3,61,0.682,1,0,0.902,"900-5-10D0006.tiff"
13,11,5,7,17,112,0.374,5,0,0.633,"900-5-10D0006.tiff"
14,13,6,8,12,145,0.394,6,0,1.027,"900-5-10D0006.tiff"
1,28,13,16,36,338,0.43,12,1,0.897,"900-5-20A0004.tiff"
2,15,7,9,17,224,0.517,7,0,1.075,"900-5-20A0004.tiff"
3,5,2,4,7,52,0.375,2,0,0.491,"900-5-20A0004.tiff"
4,5,2,4,8,92,0.616,2,0,1.645,"900-5-20A0004.tiff"
5,45,21,25,66,561,0.448,19,2,1.323,"900-5-20A0004.tiff"
6,13,6,8,15,194,0.511,6,0,1.112,"900-5-20A0004.tiff"
7,7,3,5,11,70,0.385,3,0,0.924,"900-5-20A0004.tiff"
8,53,25,29,86,983,0.644,23,2,1.804,"900-5-20A0004.tiff"
9,11,5,7,15,173,0.541,5,0,1.061,"900-5-20A0004.tiff"
10,77,37,41,110,1411,0.64,35,2,1.884,"900-5-20A0004.tiff"
11,12,5,8,18,114,0.367,4,1,0.553,"900-5-20A0004.tiff"
12,5,2,4,7,107,0.735,2,0,1.201,"900-5-20A0004.tiff"
13,9,4,6,11,95,0.375,4,0,0.653,"900-5-20A0004.tiff"
14,11,5,7,18,194,0.604,5,0,1.588,"900-5-20A0004.tiff"
15,7,3,5,11,105,0.538,3,0,1.02,"900-5-20A0004.tiff"
16,27,13,15,47,302,0.415,13,0,0.863,"900-5-20A0004.tiff"
17,17,8,10,20,278,0.558,8,0,1.504,"900-5-20A0004.tiff"
18,14,6,9,16,195,0.484,5,1,0.989,"900-5-20A0004.tiff"
19,5,2,4,4,93,0.601,2,0,1.645,"900-5-20A0004.tiff"
20,11,5,7,17,117,0.392,5,0,0.703,"900-5-20A0004.tiff"
21,11,5,7,15,184,0.58,5,0,1.26,"900-5-20A0004.tiff"
22,7,3,5,10,89,0.46,3,0,0.775,"900-5-20A0004.tiff"
23,7,3,5,11,119,0.591,3,0,1.297,"900-5-20A0004.tiff"
24,5,2,4,7,88,0.607,2,0,0.664,"900-5-20A0004.tiff"
25,18,8,11,28,291,0.566,7,1,1.819,"900-5-20A0004.tiff"
26,7,3,5,12,111,0.561,3,0,0.893,"900-5-20A0004.tiff"
27,16,7,10,25,115,0.276,6,1,0.767,"900-5-20A0004.tiff"
28,15,7,8,21,195,0.46,6,1,0.933,"900-5-20A0004.tiff"
29,6,2,5,9,110,0.65,1,1,0.821,"900-5-20A0004.tiff"
30,5,2,4,5,71,0.49,2,0,0.755,"900-5-20A0004.tiff"
31,7,3,5,9,86,0.45,3,0,0.723,"900-5-20A0004.tiff"
32,35,17,19,57,621,0.59,17,0,3.212,"900-5-20A0004.tiff"
33,7,3,5,7,131,0.613,3,0,1.555,"900-5-20A0004.tiff"
34,1,0,2,0,47,1.552,0,0,1.552,"900-5-20A0004.tiff"
35,21,10,12,31,334,0.54,10,0,1.018,"900-5-20A0004.tiff"
36,7,3,5,7,162,0.734,3,0,1.228,"900-5-20A0004.tiff"
37,22,10,13,30,287,0.467,9,1,1.643,"900-5-20A0004.tiff"
38,20,9,12,32,314,0.545,8,1,1.815,"900-5-20A0004.tiff"
39,9,4,6,12,182,0.686,4,0,1.229,"900-5-20A0004.tiff"
40,3,1,3,4,45,0.504,1,0,0.775,"900-5-20A0004.tiff"
41,11,5,7,17,141,0.468,5,0,1.107,"900-5-20A0004.tiff"
42,7,3,5,9,98,0.487,3,0,0.754,"900-5-20A0004.tiff"
43,5,2,4,8,176,1.137,2,0,1.876,"900-5-20A0004.tiff"
44,11,5,7,15,170,0.554,5,0,1.101,"900-5-20A0004.tiff"
45,11,5,7,12,94,0.33,5,0,0.845,"900-5-20A0004.tiff"
46,9,4,6,15,95,0.392,4,0,0.69,"900-5-20A0004.tiff"
47,9,4,6,13,131,0.525,4,0,1.279,"900-5-20A0004.tiff"
48,11,5,7,15,140,0.435,5,0,0.747,"900-5-20A0004.tiff"
49,7,3,5,3,99,0.456,3,0,0.69,"900-5-20A0004.tiff"
50,9,4,6,15,120,0.476,4,0,1.267,"900-5-20A0004.tiff"
51,11,5,7,18,111,0.376,5,0,0.961,"900-5-20A0004.tiff"
52,11,5,7,14,167,0.549,5,0,1.024,"900-5-20A0004.tiff"
53,7,3,5,10,116,0.576,3,0,1.02,"900-5-20A0004.tiff"
1,29,14,16,39,498,0.585,14,0,1.541,"900-5-20A0006.tiff"
2,13,6,8,15,131,0.364,6,0,0.74,"900-5-20A0006.tiff"
3,10,4,7,15,144,0.498,3,1,0.963,"900-5-20A0006.tiff"
4,7,3,5,8,89,0.441,3,0,0.745,"900-5-20A0006.tiff"
5,5,2,4,5,80,0.54,2,0,1.075,"900-5-20A0006.tiff"
6,5,2,4,8,65,0.48,2,0,0.812,"900-5-20A0006.tiff"
7,36,17,20,61,541,0.531,16,1,1.802,"900-5-20A0006.tiff"
8,9,4,6,10,150,0.581,4,0,1.256,"900-5-20A0006.tiff"
9,20,9,12,31,296,0.55,8,1,1.611,"900-5-20A0006.tiff"
10,7,3,5,9,120,0.588,3,0,1.129,"900-5-20A0006.tiff"
11,10,4,7,16,154,0.527,3,1,1.232,"900-5-20A0006.tiff"
12,15,7,9,24,165,0.401,7,0,1.057,"900-5-20A0006.tiff"
13,7,3,5,8,92,0.46,3,0,0.837,"900-5-20A0006.tiff"
14,7,3,5,8,96,0.481,3,0,1.129,"900-5-20A0006.tiff"
15,9,4,6,9,114,0.43,4,0,1.181,"900-5-20A0006.tiff"
16,5,2,4,2,82,0.567,2,0,1.133,"900-5-20A0006.tiff"
17,11,5,7,17,102,0.343,5,0,0.801,"900-5-20A0006.tiff"
18,15,7,9,20,278,0.637,7,0,1.616,"900-5-20A0006.tiff"
19,7,3,5,6,110,0.522,3,0,1.26,"900-5-20A0006.tiff"
20,7,3,5,10,183,0.841,3,0,1.521,"900-5-20A0006.tiff"
21,5,2,4,8,57,0.413,2,0,0.581,"900-5-20A0006.tiff"
22,23,11,13,32,351,0.519,11,0,1.095,"900-5-20A0006.tiff"
23,17,8,10,27,230,0.479,8,0,0.965,"900-5-20A0006.tiff"
24,16,7,10,25,297,0.658,6,1,1.257,"900-5-20A0006.tiff"
25,29,13,17,48,540,0.669,12,0,1.777,"900-5-20A0006.tiff"
26,9,4,6,12,149,0.563,4,0,1.204,"900-5-20A0006.tiff"
27,10,4,7,14,115,0.412,3,1,0.911,"900-5-20A0006.tiff"
28,17,8,10,22,296,0.62,8,0,1.153,"900-5-20A0006.tiff"
29,30,14,17,46,637,0.72,13,1,1.833,"900-5-20A0006.tiff"
30,27,12,16,40,259,0.359,10,2,0.891,"900-5-20A0006.tiff"
31,10,4,7,18,206,0.679,3,1,1.107,"900-5-20A0006.tiff"
32,7,3,5,9,100,0.511,3,0,1.483,"900-5-20A0006.tiff"
33,15,7,9,22,216,0.524,7,0,0.925,"900-5-20A0006.tiff"
34,3,1,3,1,54,0.593,1,0,1.114,"900-5-20A0006.tiff"
35,5,2,4,8,130,0.854,2,0,1.302,"900-5-20A0006.tiff"
36,4,1,4,7,51,0.504,0,1,0.686,"900-5-20A0006.tiff"
37,15,7,9,25,281,0.634,7,0,1.424,"900-5-20A0006.tiff"
38,7,3,5,10,115,0.545,3,0,1.588,"900-5-20A0006.tiff"
39,9,4,6,11,118,0.465,4,0,0.939,"900-5-20A0006.tiff"
40,7,3,5,11,131,0.632,3,0,1.031,"900-5-20A0006.tiff"
41,9,4,6,12,120,0.468,4,0,1.039,"900-5-20A0006.tiff"
42,9,4,6,13,169,0.626,4,0,1.566,"900-5-20A0006.tiff"
43,63,30,34,78,1184,0.641,28,2,3.434,"900-5-20A0006.tiff"
44,7,3,5,8,113,0.532,3,0,0.972,"900-5-20A0006.tiff"
45,16,7,10,23,174,0.407,6,1,0.81,"900-5-20A0006.tiff"
46,12,5,8,16,173,0.524,4,1,1.186,"900-5-20A0006.tiff"
47,9,4,6,13,197,0.728,4,0,1.915,"900-5-20A0006.tiff"
48,17,8,10,25,174,0.382,8,0,1.09,"900-5-20A0006.tiff"
49,13,6,8,17,232,0.603,6,0,1.341,"900-5-20A0006.tiff"
50,5,2,4,7,123,0.809,2,0,0.993,"900-5-20A0006.tiff"
51,7,3,5,8,170,0.803,3,0,1.138,"900-5-20A0006.tiff"
1,5,2,4,8,69,0.5,2,0,0.642,"900-5-20A0008.tiff"
2,7,3,5,7,78,0.386,3,0,0.769,"900-5-20A0008.tiff"
