"skel.num","Branches","Junctions","End.point.voxels","Junction.voxels","Slab.voxels","Average.Branch.Length","Triple.points","Quadruple.points","Maximum.Branch.Length","Labelfine"
13,7,3,5,12,132,0.683,3,0,0.991,"900-5-35B0004.tiff"
14,81,39,41,122,1162,0.503,35,4,1.862,"900-5-35B0004.tiff"
15,19,9,11,31,257,0.477,9,0,1.009,"900-5-35B0004.tiff"
16,28,13,16,47,568,0.691,12,1,1.618,"900-5-35B0004.tiff"
17,29,14,16,39,440,0.546,14,0,1.444,"900-5-35B0004.tiff"
18,11,5,7,15,178,0.558,5,0,1.651,"900-5-35B0004.tiff"
19,17,7,11,27,249,0.526,5,2,1.302,"900-5-35B0004.tiff"
20,3,1,3,3,78,0.867,1,0,1.033,"900-5-35B0004.tiff"
21,5,2,4,5,77,0.546,2,0,1.013,"900-5-35B0004.tiff"
22,13,6,8,20,214,0.577,6,0,1.114,"900-5-35B0004.tiff"
23,14,6,9,22,373,0.895,5,1,3.428,"900-5-35B0004.tiff"
24,6,2,5,7,108,0.643,1,1,1.504,"900-5-35B0004.tiff"
25,5,2,4,6,99,0.636,2,0,1.286,"900-5-35B0004.tiff"
26,7,3,5,7,91,0.444,3,0,1.408,"900-5-35B0004.tiff"
27,9,4,6,9,93,0.363,4,0,0.52,"900-5-35B0004.tiff"
28,20,9,12,26,432,0.76,8,1,1.485,"900-5-35B0004.tiff"
29,15,7,9,22,247,0.574,7,0,1.457,"900-5-35B0004.tiff"
30,1,0,2,0,62,2,0,0,2,"900-5-35B0004.tiff"
31,9,4,6,11,148,0.582,4,0,1.559,"900-5-35B0004.tiff"
32,15,7,9,27,255,0.613,7,0,1.651,"900-5-35B0004.tiff"
33,12,5,8,20,172,0.493,4,1,0.99,"900-5-35B0004.tiff"
34,23,10,14,36,468,0.718,8,2,1.653,"900-5-35B0004.tiff"
35,27,12,16,40,539,0.696,10,2,1.76,"900-5-35B0004.tiff"
36,5,2,4,5,79,0.552,2,0,1.107,"900-5-35B0004.tiff"
37,3,1,3,4,84,0.917,1,0,1.561,"900-5-35B0004.tiff"
38,11,5,7,15,178,0.546,5,0,1.228,"900-5-35B0004.tiff"
39,11,5,7,17,112,0.377,5,0,0.88,"900-5-35B0004.tiff"
40,5,2,4,8,46,0.342,2,0,0.876,"900-5-35B0004.tiff"
41,3,1,3,3,31,0.394,1,0,0.659,"900-5-35B0004.tiff"
42,3,1,3,4,45,0.542,1,0,0.769,"900-5-35B0004.tiff"
43,9,3,7,13,111,0.468,2,0,0.753,"900-5-35B0004.tiff"
44,3,1,3,4,59,0.67,1,0,0.876,"900-5-35B0004.tiff"
1,10,4,7,15,168,0.589,3,1,0.968,"900-5-35B0006.tiff"
2,70,34,37,108,1245,0.619,33,1,2.216,"900-5-35B0006.tiff"
3,27,12,16,45,355,0.462,10,2,1.151,"900-5-35B0006.tiff"
4,9,4,6,10,124,0.474,4,0,1.498,"900-5-35B0006.tiff"
5,20,9,12,26,333,0.583,8,1,1.26,"900-5-35B0006.tiff"
6,5,2,4,6,104,0.664,2,0,1.247,"900-5-35B0006.tiff"
7,61,29,33,87,1101,0.624,27,2,1.851,"900-5-35B0006.tiff"
8,3,1,3,4,65,0.711,1,0,1.308,"900-5-35B0006.tiff"
9,9,4,6,15,99,0.382,4,0,1.494,"900-5-35B0006.tiff"
10,11,5,7,13,157,0.495,5,0,0.834,"900-5-35B0006.tiff"
11,21,10,11,29,245,0.423,9,1,1.361,"900-5-35B0006.tiff"
12,8,3,6,13,122,0.543,2,1,2.616,"900-5-35B0006.tiff"
13,16,7,10,24,246,0.536,6,1,1.361,"900-5-35B0006.tiff"
14,11,5,7,17,237,0.71,5,0,1.119,"900-5-35B0006.tiff"
15,7,3,5,8,94,0.481,3,0,0.956,"900-5-35B0006.tiff"
16,5,2,4,4,85,0.591,2,0,1.225,"900-5-35B0006.tiff"
17,95,46,48,144,1654,0.589,42,4,1.968,"900-5-35B0006.tiff"
18,9,4,6,15,134,0.527,4,0,1.192,"900-5-35B0006.tiff"
19,13,6,8,18,283,0.717,6,0,1.558,"900-5-35B0006.tiff"
20,5,2,4,6,96,0.664,2,0,1.3,"900-5-35B0006.tiff"
21,15,7,9,22,155,0.378,7,0,1.603,"900-5-35B0006.tiff"
22,7,3,5,8,101,0.494,3,0,1.092,"900-5-35B0006.tiff"
23,5,2,4,7,113,0.717,2,0,2.235,"900-5-35B0006.tiff"
24,21,10,12,31,432,0.722,10,0,1.729,"900-5-35B0006.tiff"
25,17,7,11,26,289,0.595,6,0,1.288,"900-5-35B0006.tiff"
26,29,14,16,43,432,0.521,14,0,0.996,"900-5-35B0006.tiff"
27,3,1,3,3,89,0.931,1,0,1.995,"900-5-35B0006.tiff"
28,8,3,6,10,102,0.444,2,1,1.044,"900-5-35B0006.tiff"
29,11,5,7,16,177,0.545,5,0,1.141,"900-5-35B0006.tiff"
30,5,2,4,5,90,0.608,2,0,0.981,"900-5-35B0006.tiff"
31,19,9,11,24,207,0.396,9,0,1.048,"900-5-35B0006.tiff"
32,9,4,6,14,77,0.331,4,0,0.621,"900-5-35B0006.tiff"
33,3,1,3,4,104,1.085,1,0,1.374,"900-5-35B0006.tiff"
34,5,2,4,7,89,0.615,2,0,1.061,"900-5-35B0006.tiff"
35,6,2,5,8,109,0.639,1,1,0.926,"900-5-35B0006.tiff"
36,4,1,4,7,103,0.881,0,1,1.337,"900-5-35B0006.tiff"
37,7,3,5,9,86,0.436,3,0,0.791,"900-5-35B0006.tiff"
38,7,3,5,10,93,0.482,3,0,1.295,"900-5-35B0006.tiff"
39,17,8,10,23,297,0.629,8,0,1.406,"900-5-35B0006.tiff"
40,5,2,4,6,84,0.575,2,0,0.67,"900-5-35B0006.tiff"
41,3,1,3,1,71,0.748,1,0,1.064,"900-5-35B0006.tiff"
42,1,0,2,0,66,2.138,0,0,2.138,"900-5-35B0006.tiff"
1,7,3,5,10,127,0.62,3,0,1.015,"900-5-35C0002.tiff"
2,7,3,5,8,106,0.521,3,0,0.727,"900-5-35C0002.tiff"
3,5,2,4,5,97,0.646,2,0,1.214,"900-5-35C0002.tiff"
4,14,6,9,23,171,0.445,5,1,0.97,"900-5-35C0002.tiff"
5,9,4,6,11,134,0.52,4,0,0.826,"900-5-35C0002.tiff"
6,33,15,18,43,493,0.527,12,3,1.4,"900-5-35C0002.tiff"
7,23,11,13,34,398,0.596,11,0,1.717,"900-5-35C0002.tiff"
8,3,1,3,3,100,1.019,1,0,1.284,"900-5-35C0002.tiff"
9,11,5,7,19,145,0.473,5,0,0.736,"900-5-35C0002.tiff"
10,16,7,10,22,198,0.44,6,1,0.893,"900-5-35C0002.tiff"
11,7,3,5,9,124,0.619,3,0,1.266,"900-5-35C0002.tiff"
12,5,2,4,7,71,0.497,2,0,0.594,"900-5-35C0002.tiff"
13,11,5,7,13,133,0.425,5,0,1.396,"900-5-35C0002.tiff"
14,4,1,4,7,77,0.639,0,1,0.852,"900-5-35C0002.tiff"
15,38,18,21,55,589,0.548,17,1,1.426,"900-5-35C0002.tiff"
16,23,10,14,35,495,0.739,8,2,2.035,"900-5-35C0002.tiff"
17,4,1,4,6,115,0.948,0,1,2.267,"900-5-35C0002.tiff"
18,7,3,5,9,106,0.511,3,0,1.341,"900-5-35C0002.tiff"
19,9,4,6,14,142,0.565,4,0,1.961,"900-5-35C0002.tiff"
20,9,4,6,9,136,0.52,4,0,1.19,"900-5-35C0002.tiff"
21,30,14,16,45,371,0.447,13,0,1.308,"900-5-35C0002.tiff"
22,20,9,12,31,292,0.509,8,1,1.399,"900-5-35C0002.tiff"
23,13,6,8,17,287,0.728,6,0,1.61,"900-5-35C0002.tiff"
24,9,4,6,9,153,0.568,4,0,0.928,"900-5-35C0002.tiff"
25,13,6,8,20,291,0.773,6,0,2.102,"900-5-35C0002.tiff"
26,17,8,10,24,305,0.617,8,0,1.614,"900-5-35C0002.tiff"
27,9,4,6,15,105,0.422,4,0,0.76,"900-5-35C0002.tiff"
28,9,4,6,15,161,0.598,4,0,1.541,"900-5-35C0002.tiff"
29,16,7,10,29,289,0.613,6,1,1.48,"900-5-35C0002.tiff"
30,11,5,7,13,219,0.681,5,0,1.597,"900-5-35C0002.tiff"
31,11,5,7,17,179,0.592,5,0,1.205,"900-5-35C0002.tiff"
32,5,2,4,7,83,0.573,2,0,0.828,"900-5-35C0002.tiff"
33,33,16,18,48,568,0.61,16,0,1.635,"900-5-35C0002.tiff"
34,4,1,4,4,69,0.596,0,1,0.843,"900-5-35C0002.tiff"
35,5,2,4,6,96,0.662,2,0,1.138,"900-5-35C0002.tiff"
36,3,1,3,3,67,0.764,1,0,1.284,"900-5-35C0002.tiff"
37,7,3,5,12,104,0.534,3,0,1.12,"900-5-35C0002.tiff"
38,5,2,4,7,95,0.636,2,0,1.284,"900-5-35C0002.tiff"
39,5,2,4,6,113,0.727,2,0,1.442,"900-5-35C0002.tiff"
40,7,3,5,11,103,0.484,3,0,0.931,"900-5-35C0002.tiff"
41,3,1,3,4,40,0.466,1,0,1.07,"900-5-35C0002.tiff"
42,10,4,7,17,179,0.637,3,1,1.38,"900-5-35C0002.tiff"
43,39,18,22,57,789,0.684,16,2,1.806,"900-5-35C0002.tiff"
44,5,2,4,5,63,0.458,2,0,0.745,"900-5-35C0002.tiff"
45,5,2,4,7,87,0.564,2,0,1.195,"900-5-35C0002.tiff"
46,3,1,3,4,82,0.862,1,0,1.334,"900-5-35C0002.tiff"
47,17,8,10,25,218,0.448,8,0,0.92,"900-5-35C0002.tiff"
48,3,1,3,3,125,1.372,1,0,2.022,"900-5-35C0002.tiff"
49,19,9,11,31,371,0.656,9,0,1.614,"900-5-35C0002.tiff"
50,6,1,6,11,119,0.739,0,0,1.09,"900-5-35C0002.tiff"
51,9,4,6,13,133,0.498,4,0,1.924,"900-5-35C0002.tiff"
1,15,7,9,22,213,0.493,7,0,1.02,"900-5-35C0004.tiff"
2,6,2,5,10,62,0.393,1,1,0.542,"900-5-35C0004.tiff"
3,7,3,5,10,120,0.584,3,0,1.247,"900-5-35C0004.tiff"
4,23,11,13,36,366,0.554,11,0,1.391,"900-5-35C0004.tiff"
5,7,3,5,8,78,0.416,3,0,0.801,"900-5-35C0004.tiff"
6,5,2,4,7,98,0.664,2,0,1.603,"900-5-35C0004.tiff"
7,48,23,26,69,870,0.635,22,1,1.822,"900-5-35C0004.tiff"
8,17,8,10,26,274,0.554,8,0,1.311,"900-5-35C0004.tiff"
9,9,4,6,6,99,0.379,4,0,0.777,"900-5-35C0004.tiff"
10,74,36,39,99,1470,0.693,35,1,2.898,"900-5-35C0004.tiff"
11,14,6,9,18,205,0.504,5,1,1.153,"900-5-35C0004.tiff"
12,11,4,8,19,191,0.567,2,2,0.946,"900-5-35C0004.tiff"
13,5,2,4,7,77,0.519,2,0,0.706,"900-5-35C0004.tiff"
14,11,5,7,12,164,0.509,5,0,0.764,"900-5-35C0004.tiff"
15,5,2,4,7,124,0.851,2,0,1.773,"900-5-35C0004.tiff"
16,6,2,5,9,90,0.535,1,1,0.736,"900-5-35C0004.tiff"
17,5,2,4,4,61,0.437,2,0,0.624,"900-5-35C0004.tiff"
18,15,7,9,17,248,0.579,7,0,1.172,"900-5-35C0004.tiff"
19,9,4,6,10,148,0.557,4,0,1.247,"900-5-35C0004.tiff"
20,9,4,6,14,139,0.522,4,0,1.474,"900-5-35C0004.tiff"
21,3,1,3,3,86,0.886,1,0,1.359,"900-5-35C0004.tiff"
22,5,2,4,7,87,0.611,2,0,0.834,"900-5-35C0004.tiff"
23,21,10,12,25,333,0.566,10,0,1.305,"900-5-35C0004.tiff"
24,23,11,13,29,481,0.713,11,0,1.371,"900-5-35C0004.tiff"
25,5,2,4,8,38,0.307,2,0,0.48,"900-5-35C0004.tiff"
26,7,3,5,8,73,0.387,3,0,1.057,"900-5-35C0004.tiff"
27,7,3,5,10,118,0.585,3,0,1.11,"900-5-35C0004.tiff"
28,28,13,16,39,510,0.615,12,1,2.08,"900-5-35C0004.tiff"
29,11,5,7,15,173,0.537,5,0,1.084,"900-5-35C0004.tiff"
30,7,3,5,11,135,0.674,3,0,1.123,"900-5-35C0004.tiff"
31,3,1,3,3,95,1.041,1,0,1.501,"900-5-35C0004.tiff"
32,49,24,26,67,941,0.646,24,0,2.312,"900-5-35C0004.tiff"
33,7,3,5,9,168,0.76,3,0,1.973,"900-5-35C0004.tiff"
34,7,3,5,11,112,0.557,3,0,1.171,"900-5-35C0004.tiff"
35,15,7,9,15,173,0.411,7,0,1.061,"900-5-35C0004.tiff"
36,19,9,11,22,305,0.547,9,0,1.959,"900-5-35C0004.tiff"
37,37,18,20,47,602,0.559,18,0,2.608,"900-5-35C0004.tiff"
38,7,3,5,9,139,0.691,3,0,1.52,"900-5-35C0004.tiff"
39,7,3,5,11,74,0.38,3,0,0.869,"900-5-35C0004.tiff"
40,9,4,6,14,153,0.586,4,0,1.477,"900-5-35C0004.tiff"
41,3,1,3,1,60,0.612,1,0,0.773,"900-5-35C0004.tiff"
42,24,11,14,43,421,0.628,10,1,1.996,"900-5-35C0004.tiff"
43,7,3,5,10,109,0.528,3,0,0.968,"900-5-35C0004.tiff"
44,13,6,8,20,260,0.674,6,0,1.079,"900-5-35C0004.tiff"
1,36,17,20,52,673,0.655,16,1,2.213,"900-5-35C0006.tiff"
2,7,3,5,10,105,0.506,3,0,1.219,"900-5-35C0006.tiff"
3,16,7,10,19,418,0.894,6,1,2.07,"900-5-35C0006.tiff"
4,6,2,5,10,105,0.61,1,1,0.976,"900-5-35C0006.tiff"
5,11,5,7,17,230,0.706,5,0,1.476,"900-5-35C0006.tiff"
6,7,3,5,10,109,0.525,3,0,1.033,"900-5-35C0006.tiff"
7,7,2,6,8,159,0.828,1,0,1.412,"900-5-35C0006.tiff"
8,9,4,6,12,109,0.432,4,0,1.147,"900-5-35C0006.tiff"
9,5,2,4,6,126,0.854,2,0,1.371,"900-5-35C0006.tiff"
10,7,3,5,8,98,0.485,3,0,1.09,"900-5-35C0006.tiff"
11,13,6,8,18,335,0.857,6,0,1.861,"900-5-35C0006.tiff"
12,5,2,4,7,103,0.697,2,0,0.876,"900-5-35C0006.tiff"
13,7,3,5,9,120,0.59,3,0,1.149,"900-5-35C0006.tiff"
14,25,12,14,39,424,0.583,12,0,1.966,"900-5-35C0006.tiff"
15,6,2,5,11,81,0.507,1,1,0.747,"900-5-35C0006.tiff"
16,7,3,5,10,82,0.423,3,0,0.706,"900-5-35C0006.tiff"
17,9,4,6,12,149,0.561,4,0,1.394,"900-5-35C0006.tiff"
18,5,2,4,6,128,0.819,2,0,1.265,"900-5-35C0006.tiff"
19,5,2,4,8,82,0.588,2,0,0.876,"900-5-35C0006.tiff"
20,13,6,8,19,310,0.802,6,0,1.705,"900-5-35C0006.tiff"
21,5,2,4,8,90,0.625,2,0,0.919,"900-5-35C0006.tiff"
22,7,3,5,9,248,1.129,3,0,2.033,"900-5-35C0006.tiff"
23,5,2,4,7,113,0.791,2,0,1.485,"900-5-35C0006.tiff"
24,5,2,4,7,83,0.565,2,0,0.837,"900-5-35C0006.tiff"
25,11,5,7,16,151,0.495,5,0,0.93,"900-5-35C0006.tiff"
26,19,9,11,25,308,0.555,9,0,1.863,"900-5-35C0006.tiff"
27,9,4,6,15,181,0.679,4,0,1.201,"900-5-35C0006.tiff"
28,14,6,9,23,274,0.657,5,1,3.084,"900-5-35C0006.tiff"
29,7,3,5,10,99,0.494,3,0,0.775,"900-5-35C0006.tiff"
30,5,2,4,5,120,0.791,2,0,1.158,"900-5-35C0006.tiff"
31,15,7,9,20,221,0.536,7,0,1.653,"900-5-35C0006.tiff"
32,5,2,4,5,84,0.546,2,0,0.806,"900-5-35C0006.tiff"
33,11,5,7,17,187,0.57,5,0,1.558,"900-5-35C0006.tiff"
34,20,9,12,30,334,0.586,8,1,1.348,"900-5-35C0006.tiff"
35,23,11,13,34,402,0.598,11,0,1.26,"900-5-35C0006.tiff"
36,30,14,17,44,532,0.638,13,1,1.72,"900-5-35C0006.tiff"
37,24,11,14,34,442,0.622,10,1,1.824,"900-5-35C0006.tiff"
38,5,2,4,6,81,0.559,2,0,1.09,"900-5-35C0006.tiff"
39,9,4,6,15,193,0.722,4,0,2.046,"900-5-35C0006.tiff"
40,7,2,6,13,119,0.633,1,0,1.275,"900-5-35C0006.tiff"
41,5,2,4,7,94,0.651,2,0,0.945,"900-5-35C0006.tiff"
42,3,1,3,3,75,0.848,1,0,1.847,"900-5-35C0006.tiff"
43,25,12,14,34,447,0.595,12,0,1.295,"900-5-35C0006.tiff"
44,7,3,5,10,157,0.784,3,0,1.557,"900-5-35C0006.tiff"
45,11,5,7,17,189,0.617,5,0,1.192,"900-5-35C0006.tiff"
46,5,2,4,7,71,0.51,2,0,0.718,"900-5-35C0006.tiff"
47,7,3,5,11,116,0.586,3,0,1.308,"900-5-35C0006.tiff"
48,7,3,5,10,92,0.448,3,0,0.817,"900-5-35C0006.tiff"
1,1,0,2,0,68,2.092,0,0,2.092,"900-5-35D0002.tiff"
2,13,6,8,20,346,0.88,6,0,2.271,"900-5-35D0002.tiff"
3,11,5,7,15,277,0.843,5,0,1.943,"900-5-35D0002.tiff"
4,7,3,5,10,105,0.538,3,0,0.808,"900-5-35D0002.tiff"
5,11,5,7,18,103,0.362,5,0,1.009,"900-5-35D0002.tiff"
6,31,15,17,42,659,0.712,15,0,2.557,"900-5-35D0002.tiff"
7,9,4,6,8,97,0.385,4,0,0.745,"900-5-35D0002.tiff"
8,19,9,11,32,322,0.587,9,0,1.659,"900-5-35D0002.tiff"
9,7,3,5,10,139,0.677,3,0,1.509,"900-5-35D0002.tiff"
10,9,4,6,12,96,0.392,4,0,0.956,"900-5-35D0002.tiff"
11,3,1,3,3,97,0.997,1,0,2.538,"900-5-35D0002.tiff"
12,43,20,24,67,862,0.674,18,2,2.532,"900-5-35D0002.tiff"
13,11,5,7,11,220,0.662,5,0,1.155,"900-5-35D0002.tiff"
14,43,20,24,64,869,0.7,18,2,2.484,"900-5-35D0002.tiff"
15,16,7,10,23,343,0.735,4,2,1.572,"900-5-35D0002.tiff"
16,5,2,4,4,87,0.578,2,0,1.19,"900-5-35D0002.tiff"
17,5,2,4,7,69,0.475,2,0,0.754,"900-5-35D0002.tiff"
18,9,4,6,15,110,0.456,4,0,0.755,"900-5-35D0002.tiff"
19,9,4,6,14,260,0.937,4,0,1.859,"900-5-35D0002.tiff"
20,3,1,3,4,87,0.965,1,0,1.705,"900-5-35D0002.tiff"
21,8,3,6,11,105,0.463,2,1,0.752,"900-5-35D0002.tiff"
22,20,9,12,25,223,0.399,8,1,1.059,"900-5-35D0002.tiff"
23,29,14,16,43,476,0.565,14,0,1.461,"900-5-35D0002.tiff"
24,13,6,8,21,252,0.674,6,0,1.339,"900-5-35D0002.tiff"
25,8,3,6,12,146,0.665,2,1,1.543,"900-5-35D0002.tiff"
26,7,3,5,8,177,0.837,3,0,1.826,"900-5-35D0002.tiff"
27,6,2,5,6,107,0.582,1,1,1.132,"900-5-35D0002.tiff"
28,23,11,13,31,397,0.596,11,0,1.096,"900-5-35D0002.tiff"
29,5,2,4,2,94,0.6,2,0,1.278,"900-5-35D0002.tiff"
30,15,7,9,18,250,0.565,7,0,1.157,"900-5-35D0002.tiff"
31,13,6,8,16,121,0.347,6,0,0.513,"900-5-35D0002.tiff"
32,19,9,11,27,324,0.602,9,0,1.738,"900-5-35D0002.tiff"
33,25,12,14,38,461,0.642,12,0,1.926,"900-5-35D0002.tiff"
34,5,2,4,7,70,0.502,2,0,1.039,"900-5-35D0002.tiff"
35,11,5,7,14,143,0.455,5,0,0.976,"900-5-35D0002.tiff"
36,11,5,6,11,162,0.501,4,1,1.719,"900-5-35D0002.tiff"
37,7,3,5,11,111,0.565,3,0,1.19,"900-5-35D0002.tiff"
38,15,7,9,22,168,0.417,7,0,1.115,"900-5-35D0002.tiff"
39,7,3,5,9,123,0.594,3,0,1.155,"900-5-35D0002.tiff"
40,5,2,4,7,150,0.952,2,0,1.686,"900-5-35D0002.tiff"
41,7,3,5,10,117,0.593,3,0,1.171,"900-5-35D0002.tiff"
42,3,1,3,4,58,0.628,1,0,1.332,"900-5-35D0002.tiff"
43,5,2,4,7,145,0.995,2,0,1.824,"900-5-35D0002.tiff"
44,19,9,11,32,384,0.694,9,0,1.603,"900-5-35D0002.tiff"
45,19,9,11,27,428,0.745,9,0,1.551,"900-5-35D0002.tiff"
46,9,4,6,11,203,0.731,4,0,1.888,"900-5-35D0002.tiff"
47,7,3,5,9,110,0.54,3,0,1.027,"900-5-35D0002.tiff"
48,5,2,4,6,133,0.886,2,0,1.673,"900-5-35D0002.tiff"
49,9,4,6,11,155,0.57,4,0,1.192,"900-5-35D0002.tiff"
50,5,2,4,8,120,0.8,2,0,1.489,"900-5-35D0002.tiff"
1,15,7,9,25,307,0.707,7,0,1.73,"900-5-35D0004.tiff"
2,10,4,7,13,209,0.73,3,1,1.332,"900-5-35D0004.tiff"
3,7,3,5,7,80,0.406,3,0,0.594,"900-5-35D0004.tiff"
4,15,7,9,22,284,0.643,7,0,1.066,"900-5-35D0004.tiff"
5,7,3,5,10,109,0.533,3,0,0.812,"900-5-35D0004.tiff"
6,19,8,12,28,408,0.726,6,2,1.907,"900-5-35D0004.tiff"
7,9,4,6,13,151,0.592,4,0,1.269,"900-5-35D0004.tiff"
8,26,12,15,36,400,0.531,11,1,1.175,"900-5-35D0004.tiff"
9,9,4,6,13,98,0.413,4,0,0.642,"900-5-35D0004.tiff"
10,7,3,4,9,112,0.564,2,1,1.313,"900-5-35D0004.tiff"
11,21,8,14,28,434,0.733,6,1,2.557,"900-5-35D0004.tiff"
12,11,5,7,18,260,0.783,5,0,2.726,"900-5-35D0004.tiff"
13,31,15,17,46,537,0.587,15,0,1.546,"900-5-35D0004.tiff"
14,3,1,3,4,64,0.681,1,0,0.943,"900-5-35D0004.tiff"
15,3,1,3,4,67,0.743,1,0,1.18,"900-5-35D0004.tiff"
16,11,4,8,18,165,0.543,2,2,0.851,"900-5-35D0004.tiff"
17,11,5,7,14,202,0.633,5,0,1.836,"900-5-35D0004.tiff"
18,11,5,7,14,141,0.466,5,0,0.934,"900-5-35D0004.tiff"
19,3,1,3,3,64,0.726,1,0,0.893,"900-5-35D0004.tiff"
20,47,22,26,64,907,0.662,20,2,1.968,"900-5-35D0004.tiff"
21,18,8,11,26,249,0.5,7,1,1.046,"900-5-35D0004.tiff"
22,15,7,9,18,237,0.566,7,0,1.053,"900-5-35D0004.tiff"
23,3,1,3,4,62,0.71,1,0,1.319,"900-5-35D0004.tiff"
24,11,5,7,18,167,0.524,5,0,0.922,"900-5-35D0004.tiff"
25,19,9,11,32,194,0.38,9,0,0.961,"900-5-35D0004.tiff"
26,7,3,5,8,77,0.383,3,0,0.922,"900-5-35D0004.tiff"
27,19,9,11,25,219,0.412,9,0,1.205,"900-5-35D0004.tiff"
28,39,18,22,66,711,0.643,16,2,1.77,"900-5-35D0004.tiff"
29,9,4,6,7,176,0.632,4,0,1.378,"900-5-35D0004.tiff"
30,35,16,20,51,494,0.516,14,2,1.343,"900-5-35D0004.tiff"
31,13,6,8,21,144,0.409,6,0,0.812,"900-5-35D0004.tiff"
32,5,2,4,8,95,0.657,2,0,1.225,"900-5-35D0004.tiff"
33,7,3,5,8,112,0.569,3,0,1.179,"900-5-35D0004.tiff"
34,7,3,5,7,114,0.554,3,0,0.8,"900-5-35D0004.tiff"
35,9,4,6,11,140,0.521,4,0,1.283,"900-5-35D0004.tiff"
36,11,5,7,12,210,0.624,5,0,1.32,"900-5-35D0004.tiff"
37,3,1,3,3,85,0.95,1,0,1.527,"900-5-35D0004.tiff"
38,15,7,9,22,235,0.55,7,0,1.38,"900-5-35D0004.tiff"
39,6,2,5,6,82,0.472,1,1,1.192,"900-5-35D0004.tiff"
40,9,4,6,15,103,0.429,4,0,0.819,"900-5-35D0004.tiff"
41,1,0,2,0,66,2.116,0,0,2.116,"900-5-35D0004.tiff"
42,17,8,10,23,277,0.57,8,0,2.12,"900-5-35D0004.tiff"
43,9,4,6,14,133,0.516,4,0,1.26,"900-5-35D0004.tiff"
44,3,1,3,1,77,0.819,1,0,1.481,"900-5-35D0004.tiff"
1,14,6,9,22,268,0.68,5,1,2.245,"900-5-35D0006.tiff"
2,5,2,4,7,61,0.431,2,0,0.848,"900-5-35D0006.tiff"
3,9,3,7,17,112,0.46,1,2,1.562,"900-5-35D0006.tiff"
4,10,4,7,14,206,0.7,3,1,1.256,"900-5-35D0006.tiff"
5,7,3,5,11,182,0.861,3,0,1.605,"900-5-35D0006.tiff"
6,21,10,12,29,280,0.472,10,0,1.155,"900-5-35D0006.tiff"
7,15,7,9,22,319,0.721,7,0,1.712,"900-5-35D0006.tiff"
