X	Y	Dlc	r²	Standard-Error	y-intercept	Local-Fractal-Dimension	r²	Standard-Error	y-intercept
385.0	804.0	0.9172	0.9956	0.0596	6.4157	0.9172	0.9956	0.0596	6.4157	
385.0	990.0	1.0568	0.9949	0.0739	7.4831	1.0568	0.9949	0.0739	7.4831	
386.0	157.0	1.047	0.9734	0.1684	7.5658	1.047	0.9734	0.1684	7.5658	
386.0	457.0	1.1058	0.988	0.1187	7.8947	1.1058	0.988	0.1187	7.8947	
386.0	629.0	1.1387	0.9718	0.1889	8.2066	1.1387	0.9718	0.1889	8.2066	
386.0	792.0	0.787	0.9928	0.065	5.4078	0.8794	0.9367	0.2226	5.9523	
386.0	989.0	1.0798	0.9935	0.0848	7.6417	1.0798	0.9935	0.0848	7.6417	
386.0	990.0	1.0798	0.9935	0.0848	7.6417	1.0798	0.9935	0.0848	7.6417	
387.0	156.0	1.0279	0.9756	0.1582	7.3821	1.0349	0.9779	0.1514	7.4232	
387.0	157.0	1.0279	0.9756	0.1582	7.3821	1.0349	0.9779	0.1514	7.4232	
387.0	456.0	1.1208	0.9934	0.0892	7.946	1.1208	0.9934	0.0892	7.946	
387.0	457.0	1.1208	0.9934	0.0892	7.946	1.1208	0.9934	0.0892	7.946	
387.0	625.0	1.1245	0.9328	0.2938	7.506	1.1245	0.9328	0.2938	7.506	
387.0	626.0	1.127	0.983	0.1442	7.7714	1.127	0.983	0.1442	7.7714	
387.0	627.0	1.1509	0.9888	0.1191	8.0546	1.1509	0.9888	0.1191	8.0546	
387.0	628.0	1.1539	0.9862	0.133	8.1928	1.1539	0.9862	0.133	8.1928	
387.0	629.0	1.1614	0.9798	0.1622	8.329	1.1614	0.9798	0.1622	8.329	
387.0	630.0	1.1784	0.9828	0.1517	8.4332	1.1784	0.9828	0.1517	8.4332	
387.0	989.0	1.0923	0.9797	0.1529	7.7704	1.0923	0.9797	0.1529	7.7704	
388.0	156.0	0.9574	0.9669	0.1723	6.9521	0.9789	0.9709	0.1649	7.0794	
388.0	456.0	1.0914	0.9866	0.1239	7.8033	1.0914	0.9866	0.1239	7.8033	
388.0	630.0	1.1913	0.9874	0.1311	8.5031	1.1913	0.9874	0.1311	8.5031	
388.0	631.0	1.204	0.9896	0.1203	8.5794	1.204	0.9896	0.1203	8.5794	
388.0	988.0	1.161	0.9929	0.0953	8.147	1.161	0.9929	0.0953	8.147	
388.0	989.0	1.1517	0.994	0.0869	8.0922	1.1517	0.994	0.0869	8.0922	
389.0	155.0	0.9312	0.9843	0.1146	6.6726	0.978	0.9871	0.1089	6.9525	
389.0	156.0	0.9312	0.9843	0.1146	6.6726	0.978	0.9871	0.1089	6.9525	
389.0	455.0	1.1022	0.992	0.0961	7.8267	1.1022	0.992	0.0961	7.8267	
389.0	456.0	1.1022	0.992	0.0961	7.8267	1.1022	0.992	0.0961	7.8267	
389.0	631.0	1.2058	0.9908	0.1133	8.5861	1.2058	0.9908	0.1133	8.5861	
389.0	632.0	1.2186	0.9932	0.0982	8.6618	1.2186	0.9932	0.0982	8.6618	
389.0	988.0	1.1922	0.9966	0.0676	8.3485	1.1922	0.9966	0.0676	8.3485	
390.0	155.0	0.9172	0.9956	0.0596	6.4157	1.0012	0.9852	0.1193	6.924	
390.0	455.0	1.0711	0.9856	0.1261	7.6664	1.0711	0.9856	0.1261	7.6664	
390.0	632.0	1.2155	0.9935	0.0954	8.6407	1.2155	0.9935	0.0954	8.6407	
390.0	633.0	1.2236	0.9945	0.0887	8.6885	1.2236	0.9945	0.0887	8.6885	
390.0	988.0	1.2173	0.996	0.0749	8.5084	1.2173	0.996	0.0749	8.5084	
391.0	454.0	1.0974	0.9957	0.0701	7.7645	1.0974	0.9957	0.0701	7.7645	
391.0	455.0	1.0974	0.9957	0.0701	7.7645	1.0974	0.9957	0.0701	7.7645	
391.0	633.0	1.2159	0.9937	0.0945	8.6407	1.2159	0.9937	0.0945	8.6407	
391.0	634.0	1.2198	0.9942	0.0905	8.6651	1.2198	0.9942	0.0905	8.6651	
391.0	987.0	1.2589	0.9941	0.0945	8.7775	1.2589	0.9941	0.0945	8.7775	
391.0	988.0	1.2379	0.9962	0.0739	8.6303	1.2379	0.9962	0.0739	8.6303	
392.0	454.0	1.0963	0.9959	0.0688	7.7389	1.0963	0.9959	0.0688	7.7389	
392.0	634.0	1.2124	0.9935	0.0956	8.6183	1.2124	0.9935	0.0956	8.6183	
392.0	635.0	1.2158	0.9938	0.0933	8.6412	1.2158	0.9938	0.0933	8.6412	
392.0	971.0	1.2143	0.9196	0.3497	8.0528	1.2143	0.9196	0.3497	8.0528	
392.0	987.0	1.2569	0.9992	0.0353	8.8107	1.2569	0.9992	0.0353	8.8107	
392.0	1060.0	0.787	0.9928	0.065	5.4078	0.787	0.9928	0.065	5.4078	
392.0	1061.0	0.7824	0.992	0.0685	5.5632	0.7824	0.992	0.0685	5.5632	
392.0	1062.0	0.8245	0.9872	0.0913	5.8889	0.8245	0.9872	0.0913	5.8889	
392.0	1063.0	0.8719	0.9881	0.0933	6.2057	0.8719	0.9881	0.0933	6.2057	
392.0	1064.0	0.9144	0.9916	0.082	6.4749	0.9144	0.9916	0.082	6.4749	
392.0	1065.0	0.949	0.9953	0.0632	6.6876	0.949	0.9953	0.0632	6.6876	
392.0	1066.0	0.9748	0.9981	0.0415	6.843	0.9748	0.9981	0.0415	6.843	
392.0	1067.0	0.9917	0.9996	0.02	6.9435	0.9917	0.9996	0.02	6.9435	
392.0	1068.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1069.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1070.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1071.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1072.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1073.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1074.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1075.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1076.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1077.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1078.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1079.0	1	1	0	6.9921	1	1	0	6.9921	
392.0	1080.0	0.9917	0.9996	0.02	6.9435	0.9917	0.9996	0.02	6.9435	
392.0	1081.0	0.9748	0.9981	0.0415	6.843	0.9748	0.9981	0.0415	6.843	
392.0	1082.0	0.949	0.9953	0.0632	6.6876	0.949	0.9953	0.0632	6.6876	
392.0	1083.0	0.9144	0.9916	0.082	6.4749	0.9144	0.9916	0.082	6.4749	
392.0	1084.0	0.8719	0.9881	0.0933	6.2057	0.8719	0.9881	0.0933	6.2057	
392.0	1085.0	0.8245	0.9872	0.0913	5.8889	0.8245	0.9872	0.0913	5.8889	
392.0	1086.0	0.7824	0.992	0.0685	5.5632	0.7824	0.992	0.0685	5.5632	
392.0	1087.0	0.787	0.9928	0.065	5.4078	0.787	0.9928	0.065	5.4078	
393.0	454.0	1.1195	0.9948	0.0791	7.8229	1.1195	0.9948	0.0791	7.8229	
393.0	635.0	1.2051	0.9928	0.1002	8.5734	1.2051	0.9928	0.1002	8.5734	
393.0	636.0	1.2032	0.9919	0.1057	8.5671	1.2032	0.9919	0.1057	8.5671	
393.0	936.0	0.8698	0.9897	0.0862	5.9961	0.9768	0.9555	0.2052	6.6315	
393.0	971.0	1.2089	0.9793	0.1712	8.2653	1.2089	0.9793	0.1712	8.2653	
393.0	987.0	1.2624	0.9977	0.0595	8.8634	1.2624	0.9977	0.0595	8.8634	
394.0	454.0	1.0807	0.9963	0.0638	7.6282	1.0807	0.9963	0.0638	7.6282	
394.0	636.0	1.1944	0.9912	0.1099	8.5061	1.1944	0.9912	0.1099	8.5061	
394.0	637.0	1.1857	0.9886	0.1238	8.4632	1.1857	0.9886	0.1238	8.4632	
394.0	936.0	0.8301	0.9715	0.1384	5.994	0.9439	0.9559	0.1974	6.6699	
394.0	971.0	1.2094	0.9931	0.0984	8.4136	1.2094	0.9931	0.0984	8.4136	
394.0	983.0	1.2771	0.9843	0.1571	8.8284	1.2771	0.9843	0.1571	8.8284	
394.0	984.0	1.2991	0.9936	0.1018	9.0246	1.2991	0.9936	0.1018	9.0246	
394.0	985.0	1.3286	0.9866	0.1507	9.23	1.3286	0.9866	0.1507	9.23	
394.0	986.0	1.2574	0.9938	0.0968	8.9199	1.2574	0.9938	0.0968	8.9199	
394.0	987.0	1.2463	0.9959	0.0775	8.813	1.2463	0.9959	0.0775	8.813	
395.0	152.0	0.8281	0.9835	0.1046	5.6551	0.9769	0.939	0.2423	6.5542	
395.0	453.0	1.0791	0.9955	0.0703	7.6081	1.0791	0.9955	0.0703	7.6081	
395.0	454.0	1.0791	0.9955	0.0703	7.6081	1.0791	0.9955	0.0703	7.6081	
395.0	637.0	1.1782	0.9882	0.1251	8.3996	1.1782	0.9882	0.1251	8.3996	
395.0	638.0	1.1589	0.9834	0.1467	8.3017	1.1589	0.9834	0.1467	8.3017	
395.0	936.0	0.8798	0.9735	0.1413	6.36	0.9954	0.9675	0.1775	7.0469	
395.0	937.0	0.8798	0.9735	0.1413	6.36	1.0372	0.9772	0.1542	7.3068	
395.0	971.0	1.1682	0.9869	0.1309	8.2967	1.1682	0.9869	0.1309	8.2967	
395.0	977.0	1.105	0.9856	0.1298	7.7454	1.105	0.9856	0.1298	7.7454	
395.0	978.0	1.0775	0.9897	0.1069	7.5785	1.0775	0.9897	0.1069	7.5785	
395.0	979.0	1.1081	0.9887	0.1153	7.7004	1.1081	0.9887	0.1153	7.7004	
395.0	980.0	1.1467	0.9874	0.1261	7.9166	1.1467	0.9874	0.1261	7.9166	
395.0	981.0	1.2033	0.9841	0.1489	8.2754	1.2033	0.9841	0.1489	8.2754	
395.0	982.0	1.2175	0.9784	0.1761	8.4355	1.2175	0.9784	0.1761	8.4355	
395.0	983.0	1.2546	0.987	0.1402	8.6905	1.2546	0.987	0.1402	8.6905	
395.0	987.0	1.2459	0.9946	0.0892	8.8354	1.2459	0.9946	0.0892	8.8354	
395.0	988.0	1.2602	0.9989	0.0403	8.8325	1.2602	0.9989	0.0403	8.8325	
396.0	152.0	0.8285	0.9928	0.0686	5.847	0.9118	0.9793	0.129	6.3439	
396.0	453.0	1.0761	0.9962	0.0647	7.5952	1.0761	0.9962	0.0647	7.5952	
396.0	591.0	0.6266	0.9172	0.1833	4.6231	0.6266	0.9172	0.1833	4.6231	
396.0	592.0	0.6266	0.9172	0.1833	4.6231	0.6266	0.9172	0.1833	4.6231	
396.0	638.0	1.1692	0.9839	0.1458	8.3097	1.1692	0.9839	0.1458	8.3097	
396.0	639.0	1.1228	0.9765	0.1694	8.0798	1.1228	0.9765	0.1694	8.0798	
396.0	640.0	1.1116	0.9845	0.1358	7.9193	1.1116	0.9845	0.1358	7.9193	
396.0	641.0	1.068	0.9908	0.0999	7.6002	1.068	0.9908	0.0999	7.6002	
396.0	642.0	1.0552	0.997	0.0561	7.3895	1.0552	0.997	0.0561	7.3895	
396.0	643.0	1.0753	0.963	0.2051	7.2715	1.0753	0.963	0.2051	7.2715	
396.0	937.0	0.9273	0.9747	0.1455	6.6855	1.0887	0.9835	0.1374	7.6559	
396.0	943.0	0.787	0.9928	0.065	5.4078	1.3404	0.9236	0.3754	8.8703	
396.0	951.0	0.994	0.9042	0.315	6.642	1.2148	0.8682	0.4607	7.9953	
396.0	971.0	1.1401	0.985	0.1369	8.1702	1.1401	0.985	0.1369	8.1702	
396.0	972.0	1.138	0.9876	0.1241	8.1351	1.138	0.9876	0.1241	8.1351	
396.0	973.0	1.196	0.9877	0.1297	8.3584	1.196	0.9877	0.1297	8.3584	
396.0	974.0	1.2065	0.9824	0.1572	8.3518	1.2065	0.9824	0.1572	8.3518	
396.0	975.0	1.1874	0.9908	0.1112	8.2189	1.1874	0.9908	0.1112	8.2189	
396.0	976.0	1.1299	0.9894	0.1141	7.9098	1.1299	0.9894	0.1141	7.9098	
396.0	977.0	1.105	0.9856	0.1298	7.7454	1.105	0.9856	0.1298	7.7454	
396.0	988.0	1.2339	0.9947	0.0874	8.7545	1.2339	0.9947	0.0874	8.7545	
397.0	151.0	0.8715	0.9923	0.0746	6.1865	0.9121	0.9945	0.0661	6.4268	
397.0	453.0	1.1052	0.9937	0.0859	7.7265	1.1052	0.9937	0.0859	7.7265	
397.0	591.0	0.5803	0.804	0.279	4.466	0.5803	0.804	0.279	4.466	
397.0	640.0	1.0782	0.9696	0.1858	7.7972	1.0782	0.9696	0.1858	7.7972	
397.0	937.0	0.9976	0.9784	0.1442	7.0788	1.1625	0.9845	0.1421	8.0699	
397.0	943.0	0.7824	0.992	0.0685	5.5632	1.3417	0.9568	0.2774	9.0679	
397.0	946.0	0.787	0.9928	0.065	5.4078	1.3898	0.9314	0.3671	9.2255	
397.0	951.0	1.0346	0.9391	0.2564	7.0817	1.2412	0.8988	0.4055	8.3454	
397.0	969.0	1.1682	0.9869	0.1309	8.2967	1.1682	0.9869	0.1309	8.2967	
397.0	970.0	1.1461	0.9884	0.121	8.1869	1.1461	0.9884	0.121	8.1869	
397.0	971.0	1.1708	0.9953	0.0787	8.2711	1.1708	0.9953	0.0787	8.2711	
397.0	988.0	1.2719	0.9988	0.043	8.9114	1.2719	0.9988	0.043	8.9114	
397.0	989.0	1.2201	0.994	0.092	8.6656	1.2201	0.994	0.092	8.6656	
398.0	151.0	0.9148	0.9848	0.1106	6.4915	0.9249	0.9875	0.1012	6.551	
398.0	453.0	1.0933	0.9961	0.0667	7.6983	1.0933	0.9961	0.0667	7.6983	
398.0	591.0	0.6075	0.8149	0.2819	4.5921	0.6075	0.8149	0.2819	4.5921	
398.0	640.0	1.1178	0.9702	0.1908	7.9013	1.1178	0.9702	0.1908	7.9013	
398.0	937.0	1.0024	0.9862	0.1155	7.1567	1.1775	0.9868	0.1327	8.2085	
398.0	943.0	0.8245	0.9872	0.0913	5.8889	1.3943	0.9722	0.2294	9.4621	
398.0	946.0	0.7824	0.992	0.0685	5.5632	1.3936	0.9609	0.2738	9.4275	
398.0	951.0	1.1134	0.9673	0.1993	7.6444	1.3077	0.9209	0.3731	8.8283	
398.0	967.0	1.1732	0.9939	0.0897	8.2797	1.1732	0.9939	0.0897	8.2797	
398.0	968.0	1.138	0.9876	0.1241	8.1351	1.138	0.9876	0.1241	8.1351	
398.0	969.0	1.1672	0.9941	0.0879	8.2566	1.1672	0.9941	0.0879	8.2566	
398.0	989.0	1.2368	0.9964	0.072	8.7406	1.2368	0.9964	0.072	8.7406	
398.0	990.0	1.21	0.9933	0.0966	8.5987	1.21	0.9933	0.0966	8.5987	
399.0	151.0	0.9449	0.9823	0.1234	6.7134	0.9449	0.9823	0.1234	6.7134	
399.0	453.0	1.1231	0.9941	0.084	7.8726	1.1231	0.9941	0.084	7.8726	
399.0	454.0	1.1231	0.9941	0.084	7.8726	1.1231	0.9941	0.084	7.8726	
399.0	591.0	0.627	0.8911	0.2134	4.6458	0.627	0.8911	0.2134	4.6458	
399.0	640.0	1.1039	0.9776	0.1626	7.6533	1.1039	0.9776	0.1626	7.6533	
399.0	937.0	1.0268	0.9895	0.1032	7.2968	1.2147	0.9798	0.17	8.4251	
399.0	938.0	1.0268	0.9895	0.1032	7.2968	1.2827	0.9758	0.1968	8.8515	
399.0	943.0	0.8719	0.9881	0.0933	6.2057	1.4527	0.9728	0.2367	9.8525	
399.0	946.0	1.2173	0.9443	0.2877	8.281	1.4427	0.9728	0.2347	9.7924	
399.0	951.0	1.3394	0.9595	0.2678	9.0818	1.3768	0.9524	0.2997	9.3018	
399.0	966.0	1.14	0.9907	0.1076	8.1026	1.14	0.9907	0.1076	8.1026	
399.0	967.0	1.1344	0.9893	0.1151	8.0895	1.1344	0.9893	0.1151	8.0895	
399.0	990.0	1.2211	0.9947	0.0864	8.6592	1.2211	0.9947	0.0864	8.6592	
399.0	991.0	1.2016	0.9934	0.0956	8.54	1.2016	0.9934	0.0956	8.54	
400.0	151.0	0.9409	0.9817	0.1251	6.7594	0.9409	0.9817	0.1251	6.7594	
400.0	454.0	1.1542	0.9961	0.0702	8.0749	1.1542	0.9961	0.0702	8.0749	
400.0	591.0	0.6905	0.9602	0.1369	4.8451	0.6905	0.9602	0.1369	4.8451	
400.0	640.0	1.1067	0.9352	0.2836	7.4116	1.1067	0.9352	0.2836	7.4116	
400.0	862.0	0.9372	0.9777	0.1379	6.361	0.9372	0.9777	0.1379	6.361	
400.0	938.0	1.3406	0.9598	0.267	9.2024	1.3406	0.9598	0.267	9.2024	
400.0	943.0	1.5214	0.9685	0.2671	10.2907	1.5214	0.9685	0.2671	10.2907	
400.0	946.0	1.5071	0.9691	0.2621	10.2029	1.5071	0.9691	0.2621	10.2029	
400.0	951.0	1.4291	0.9655	0.2629	9.6676	1.4291	0.9655	0.2629	9.6676	
400.0	963.0	1.1316	0.9958	0.0713	7.943	1.1316	0.9958	0.0713	7.943	
400.0	964.0	1.1415	0.9965	0.066	8.035	1.1415	0.9965	0.066	8.035	
400.0	965.0	1.1436	0.9943	0.0841	8.0752	1.1436	0.9943	0.0841	8.0752	
400.0	966.0	1.1544	0.9979	0.0521	8.1344	1.1544	0.9979	0.0521	8.1344	
400.0	991.0	1.2099	0.9935	0.0955	8.5991	1.2099	0.9935	0.0955	8.5991	
400.0	992.0	1.199	0.9948	0.0848	8.5069	1.199	0.9948	0.0848	8.5069	
401.0	150.0	0.9649	0.9871	0.1074	6.9042	0.9649	0.9871	0.1074	6.9042	
401.0	151.0	0.9649	0.9871	0.1074	6.9042	0.9649	0.9871	0.1074	6.9042	
401.0	454.0	1.2055	0.9942	0.0893	8.3609	1.2055	0.9942	0.0893	8.3609	
401.0	862.0	0.9287	0.9974	0.0458	6.5344	0.9287	0.9974	0.0458	6.5344	
401.0	938.0	1.4222	0.9587	0.2874	9.6512	1.4222	0.9587	0.2874	9.6512	
401.0	943.0	1.572	0.9665	0.2849	10.6107	1.572	0.9665	0.2849	10.6107	
401.0	946.0	1.5533	0.9661	0.2832	10.4972	1.5533	0.9661	0.2832	10.4972	
401.0	951.0	1.454	0.9753	0.2251	9.8799	1.454	0.9753	0.2251	9.8799	
401.0	959.0	1.1305	0.9882	0.1202	7.9238	1.1305	0.9882	0.1202	7.9238	
401.0	960.0	1.0912	0.9969	0.0591	7.6934	1.0912	0.9969	0.0591	7.6934	
401.0	961.0	1.1267	0.9948	0.0793	7.8619	1.1267	0.9948	0.0793	7.8619	
401.0	962.0	1.1015	0.9974	0.0547	7.7599	1.1015	0.9974	0.0547	7.7599	
401.0	963.0	1.1266	0.9965	0.0651	7.9138	1.1266	0.9965	0.0651	7.9138	
401.0	992.0	1.2044	0.9927	0.1008	8.57	1.2044	0.9927	0.1008	8.57	
401.0	993.0	1.2269	0.9986	0.0447	8.6235	1.2269	0.9986	0.0447	8.6235	
402.0	105.0	0.8331	0.9907	0.0784	5.7749	0.8331	0.9907	0.0784	5.7749	
402.0	150.0	0.9807	0.9903	0.0946	6.9984	0.9807	0.9903	0.0946	6.9984	
402.0	454.0	1.1809	0.996	0.0725	8.302	1.1809	0.996	0.0725	8.302	
402.0	862.0	0.9435	0.9842	0.1164	6.7703	0.9435	0.9842	0.1164	6.7703	
402.0	938.0	1.4277	0.9519	0.3124	9.7322	1.4277	0.9519	0.3124	9.7322	
402.0	943.0	1.6011	0.9635	0.3034	10.7983	1.6011	0.9635	0.3034	10.7983	
402.0	946.0	1.5829	0.9645	0.2956	10.6913	1.5829	0.9645	0.2956	10.6913	
402.0	951.0	1.4576	0.9829	0.1871	9.9692	1.4576	0.9829	0.1871	9.9692	
402.0	956.0	1.2472	0.9887	0.1299	8.6652	1.2472	0.9887	0.1299	8.6652	
402.0	957.0	1.2032	0.9847	0.1462	8.394	1.2032	0.9847	0.1462	8.394	
402.0	958.0	1.164	0.985	0.14	8.1459	1.164	0.985	0.14	8.1459	
402.0	959.0	1.1305	0.9882	0.1202	7.9238	1.1305	0.9882	0.1202	7.9238	
402.0	993.0	1.2037	0.9924	0.1027	8.5681	1.2037	0.9924	0.1027	8.5681	
403.0	105.0	0.7886	0.962	0.1526	5.7387	0.7886	0.962	0.1526	5.7387	
403.0	150.0	1.0245	0.9966	0.0581	7.1944	1.0245	0.9966	0.0581	7.1944	
403.0	453.0	1.1462	0.981	0.1552	8.1779	1.1462	0.981	0.1552	8.1779	
403.0	454.0	1.168	0.9914	0.1061	8.2415	1.168	0.9914	0.1061	8.2415	
403.0	861.0	0.9834	0.9766	0.1481	7.0735	0.9834	0.9766	0.1481	7.0735	
403.0	862.0	0.9834	0.9766	0.1481	7.0735	0.9834	0.9766	0.1481	7.0735	
403.0	924.0	1.032	0.9895	0.1034	7.1679	1.032	0.9895	0.1034	7.1679	
403.0	925.0	1.0297	0.9914	0.0934	7.2883	1.0297	0.9914	0.0934	7.2883	
403.0	938.0	1.4469	0.9414	0.3516	9.8482	1.4469	0.9414	0.3516	9.8482	
403.0	939.0	1.4912	0.9607	0.2938	10.159	1.4912	0.9607	0.2938	10.159	
403.0	943.0	1.6155	0.9609	0.3173	10.8985	1.6155	0.9609	0.3173	10.8985	
403.0	946.0	1.5965	0.9634	0.303	10.7964	1.5965	0.9634	0.303	10.7964	
403.0	951.0	1.4187	0.9938	0.1094	9.838	1.4187	0.9938	0.1094	9.838	
403.0	953.0	1.315	0.9924	0.1117	9.2215	1.315	0.9924	0.1117	9.2215	
403.0	954.0	1.2942	0.9944	0.0943	9.033	1.2942	0.9944	0.0943	9.033	
403.0	955.0	1.2522	0.9911	0.1156	8.7365	1.2522	0.9911	0.1156	8.7365	
403.0	956.0	1.2401	0.9906	0.1179	8.6199	1.2401	0.9906	0.1179	8.6199	
403.0	993.0	1.2183	0.9978	0.0552	8.5723	1.2183	0.9978	0.0552	8.5723	
403.0	994.0	1.2034	0.9922	0.1038	8.5678	1.2034	0.9922	0.1038	8.5678	
403.0	1060.0	0.787	0.9928	0.065	5.4078	0.787	0.9928	0.065	5.4078	
403.0	1061.0	0.7824	0.992	0.0685	5.5632	0.7824	0.992	0.0685	5.5632	
403.0	1062.0	0.8245	0.9872	0.0913	5.8889	0.8245	0.9872	0.0913	5.8889	
403.0	1063.0	0.8719	0.9881	0.0933	6.2057	0.8719	0.9881	0.0933	6.2057	
403.0	1064.0	0.9144	0.9916	0.082	6.4749	0.9144	0.9916	0.082	6.4749	
403.0	1065.0	0.949	0.9953	0.0632	6.6876	0.949	0.9953	0.0632	6.6876	
403.0	1066.0	0.9748	0.9981	0.0415	6.843	0.9748	0.9981	0.0415	6.843	
403.0	1067.0	0.9917	0.9996	0.02	6.9435	0.9917	0.9996	0.02	6.9435	
403.0	1068.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1069.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1070.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1071.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1072.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1073.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1074.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1075.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1076.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1077.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1078.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1079.0	1	1	0	6.9921	1	1	0	6.9921	
403.0	1080.0	0.9917	0.9996	0.02	6.9435	0.9917	0.9996	0.02	6.9435	
403.0	1081.0	0.9748	0.9981	0.0415	6.843	0.9748	0.9981	0.0415	6.843	
403.0	1082.0	0.949	0.9953	0.0632	6.6876	0.949	0.9953	0.0632	6.6876	
403.0	1083.0	0.9144	0.9916	0.082	6.4749	0.9144	0.9916	0.082	6.4749	
403.0	1084.0	0.8719	0.9881	0.0933	6.2057	0.8719	0.9881	0.0933	6.2057	
403.0	1085.0	0.8245	0.9872	0.0913	5.8889	0.8245	0.9872	0.0913	5.8889	
403.0	1086.0	0.7824	0.992	0.0685	5.5632	0.7824	0.992	0.0685	5.5632	
403.0	1087.0	0.787	0.9928	0.065	5.4078	0.787	0.9928	0.065	5.4078	
404.0	105.0	0.8271	0.9593	0.1658	6.0313	0.8271	0.9593	0.1658	6.0313	
404.0	106.0	0.8271	0.9593	0.1658	6.0313	0.8271	0.9593	0.1658	6.0313	
404.0	150.0	1.0725	0.9925	0.0906	7.4492	1.0725	0.9925	0.0906	7.4492	
404.0	452.0	1.1352	0.9625	0.2182	8.1356	1.1352	0.9625	0.2182	8.1356	
404.0	453.0	1.1098	0.9695	0.1916	8.0057	1.1098	0.9695	0.1916	8.0057	
404.0	861.0	0.9962	0.965	0.1846	7.2386	0.9962	0.965	0.1846	7.2386	
404.0	925.0	1.0543	0.9754	0.163	7.5162	1.0543	0.9754	0.163	7.5162	
404.0	926.0	1.0774	0.9817	0.1432	7.7172	1.0774	0.9817	0.1432	7.7172	
404.0	939.0	1.4948	0.9584	0.3032	10.1982	1.4948	0.9584	0.3032	10.1982	
404.0	943.0	1.617	0.9592	0.3246	10.922	1.617	0.9592	0.3246	10.922	
404.0	946.0	1.587	0.973	0.2574	10.7856	1.587	0.973	0.2574	10.7856	
404.0	951.0	1.3757	0.9923	0.1183	9.6387	1.3757	0.9923	0.1183	9.6387	
404.0	952.0	1.2834	0.9873	0.1415	9.1123	1.2898	0.9876	0.1406	9.1496	
404.0	953.0	1.3076	0.9944	0.0958	9.1456	1.3076	0.9944	0.0958	9.1456	
404.0	994.0	1.1947	0.9943	0.0883	8.4815	1.1947	0.9943	0.0883	8.4815	
404.0	995.0	1.2032	0.9919	0.1057	8.5671	1.2032	0.9919	0.1057	8.5671	
405.0	106.0	0.87	0.9658	0.1595	6.3172	0.87	0.9658	0.1595	6.3172	
405.0	150.0	1.1152	0.9865	0.1268	7.6902	1.1152	0.9865	0.1268	7.6902	
405.0	452.0	1.0541	0.9332	0.2745	7.7546	1.0541	0.9332	0.2745	7.7546	
405.0	860.0	1.0385	0.9734	0.1672	7.5082	1.0385	0.9734	0.1672	7.5082	
405.0	861.0	1.0664	0.9823	0.1393	7.6247	1.0664	0.9823	0.1393	7.6247	
405.0	926.0	1.1343	0.9896	0.1134	8.0754	1.1343	0.9896	0.1134	8.0754	
405.0	927.0	1.15	0.988	0.1234	8.2164	1.15	0.988	0.1234	8.2164	
405.0	939.0	1.5194	0.978	0.2221	10.335	1.5194	0.978	0.2221	10.335	
405.0	943.0	1.6026	0.96	0.3186	10.8643	1.6026	0.96	0.3186	10.8643	
405.0	946.0	1.5596	0.9825	0.2025	10.6723	1.5596	0.9825	0.2025	10.6723	
405.0	950.0	1.4093	0.9944	0.1034	9.8335	1.4093	0.9944	0.1034	9.8335	
405.0	951.0	1.362	0.9906	0.1292	9.5236	1.362	0.9906	0.1292	9.5236	
405.0	995.0	1.189	0.9922	0.1024	8.4659	1.189	0.9922	0.1024	8.4659	
405.0	996.0	1.1991	0.9914	0.1085	8.5423	1.1991	0.9914	0.1085	8.5423	
406.0	106.0	0.9449	0.9823	0.1234	6.7134	0.9449	0.9823	0.1234	6.7134	
406.0	150.0	1.1503	0.9801	0.1594	7.9013	1.1503	0.9801	0.1594	7.9013	
406.0	367.0	1.0262	0.9929	0.0847	7.2943	1.0262	0.9929	0.0847	7.2943	
406.0	368.0	1.0391	0.9949	0.0724	7.3593	1.0391	0.9949	0.0724	7.3593	
406.0	369.0	1.0764	0.9974	0.0539	7.5142	1.0764	0.9974	0.0539	7.5142	
406.0	370.0	1.0838	0.9976	0.0518	7.5337	1.0838	0.9976	0.0518	7.5337	
406.0	371.0	1.0776	0.9977	0.0499	7.4951	1.0776	0.9977	0.0499	7.4951	
