X	Y	Dlc	r²	Standard-Error	y-intercept	Local-Fractal-Dimension	r²	Standard-Error	y-intercept
214.0	467.0	1.1122	0.9965	0.0642	7.8375	1.1122	0.9965	0.0642	7.8375	
214.0	468.0	1.1032	0.9963	0.0652	7.799	1.1032	0.9963	0.0652	7.799	
214.0	469.0	1.1002	0.9962	0.0664	7.7868	1.1002	0.9962	0.0664	7.7868	
214.0	470.0	1.1002	0.9962	0.0664	7.7868	1.1002	0.9962	0.0664	7.7868	
214.0	489.0	1.1496	0.9759	0.1759	7.8893	1.1496	0.9759	0.1759	7.8893	
214.0	635.0	1.2716	0.9973	0.0639	8.8917	1.2716	0.9973	0.0639	8.8917	
214.0	672.0	1.1444	0.991	0.1063	8.1594	1.1444	0.991	0.1063	8.1594	
214.0	673.0	1.1365	0.9888	0.1177	8.1182	1.1365	0.9888	0.1177	8.1182	
214.0	683.0	1.1893	0.99	0.1163	8.2851	1.1893	0.99	0.1163	8.2851	
214.0	702.0	0.9157	0.985	0.1099	6.5479	0.9157	0.985	0.1099	6.5479	
214.0	703.0	0.9517	0.9976	0.0452	6.6981	0.9517	0.9976	0.0452	6.6981	
214.0	976.0	1.0659	0.9942	0.0792	7.5667	1.0659	0.9942	0.0792	7.5667	
214.0	1070.0	1.2075	0.9927	0.1006	8.5926	1.2075	0.9927	0.1006	8.5926	
214.0	1071.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
215.0	22.0	1.1983	0.9968	0.0664	8.3992	1.1983	0.9968	0.0664	8.3992	
215.0	23.0	1.1869	0.9886	0.1242	8.3808	1.1869	0.9886	0.1242	8.3808	
215.0	36.0	1.0782	0.9696	0.1858	7.7972	1.0782	0.9696	0.1858	7.7972	
215.0	37.0	1.0539	0.9685	0.1852	7.6345	1.0539	0.9685	0.1852	7.6345	
215.0	119.0	1.2254	0.9938	0.0939	8.705	1.2254	0.9938	0.0939	8.705	
215.0	120.0	1.235	0.9938	0.0948	8.7533	1.235	0.9938	0.0948	8.7533	
215.0	123.0	1.2822	0.9943	0.0948	8.9177	1.2822	0.9943	0.0948	8.9177	
215.0	124.0	1.2436	0.9949	0.0865	8.6604	1.2436	0.9949	0.0865	8.6604	
215.0	125.0	1.2158	0.9895	0.1218	8.4715	1.2158	0.9895	0.1218	8.4715	
215.0	126.0	1.2161	0.9792	0.1726	8.4483	1.2161	0.9792	0.1726	8.4483	
215.0	133.0	1.2825	0.9933	0.1027	8.8836	1.2825	0.9933	0.1027	8.8836	
215.0	177.0	1	1	0	6.9921	1	1	0	6.9921	
215.0	191.0	0.7824	0.992	0.0685	5.5632	0.998	0.9203	0.286	6.8475	
215.0	201.0	1.0479	0.9682	0.185	7.4861	1.0479	0.9682	0.185	7.4861	
215.0	202.0	1.0771	0.9843	0.1324	7.5743	1.0771	0.9843	0.1324	7.5743	
215.0	296.0	1.2209	0.9959	0.0763	8.4661	1.2209	0.9959	0.0763	8.4661	
215.0	299.0	1.2186	0.9808	0.1661	8.7019	1.2186	0.9808	0.1661	8.7019	
215.0	300.0	1.2142	0.9859	0.1413	8.6436	1.2142	0.9859	0.1413	8.6436	
215.0	374.0	1.0643	0.9826	0.1378	7.6388	1.0643	0.9826	0.1378	7.6388	
215.0	406.0	1.3222	0.9819	0.1748	9.043	1.3222	0.9819	0.1748	9.043	
215.0	470.0	1.1002	0.9962	0.0664	7.7868	1.1002	0.9962	0.0664	7.7868	
215.0	471.0	1.0695	0.9854	0.1268	7.6483	1.0695	0.9854	0.1268	7.6483	
215.0	472.0	1.099	0.9954	0.0728	7.7826	1.099	0.9954	0.0728	7.7826	
215.0	489.0	1.1864	0.978	0.1733	8.1237	1.1864	0.978	0.1733	8.1237	
215.0	635.0	1.264	0.9956	0.082	8.8585	1.264	0.9956	0.082	8.8585	
215.0	670.0	1.1694	0.995	0.0807	8.2639	1.1694	0.995	0.0807	8.2639	
215.0	671.0	1.1444	0.991	0.1063	8.1594	1.1444	0.991	0.1063	8.1594	
215.0	672.0	1.1723	0.9966	0.0669	8.2759	1.1723	0.9966	0.0669	8.2759	
215.0	683.0	1.1909	0.9948	0.0835	8.2279	1.1909	0.9948	0.0835	8.2279	
215.0	976.0	1.0626	0.9937	0.0825	7.5392	1.0626	0.9937	0.0825	7.5392	
215.0	1071.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
215.0	1072.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
216.0	23.0	1.2233	0.9853	0.1452	8.6109	1.2233	0.9853	0.1452	8.6109	
216.0	24.0	1.2731	0.9892	0.1295	8.8596	1.2731	0.9892	0.1295	8.8596	
216.0	35.0	1.1282	0.9783	0.1635	8.1113	1.1282	0.9783	0.1635	8.1113	
216.0	36.0	1.1066	0.9755	0.1709	7.9747	1.1066	0.9755	0.1709	7.9747	
216.0	120.0	1.2546	0.9896	0.1255	8.9302	1.2546	0.9896	0.1255	8.9302	
216.0	121.0	1.2566	0.989	0.1291	8.9515	1.2566	0.989	0.1291	8.9515	
216.0	122.0	1.2955	0.9967	0.072	9.0915	1.2955	0.9967	0.072	9.0915	
216.0	123.0	1.2932	0.994	0.0979	8.9844	1.2932	0.994	0.0979	8.9844	
216.0	133.0	1.2529	0.9957	0.0803	8.7241	1.2529	0.9957	0.0803	8.7241	
216.0	177.0	1	1	0	6.9921	1	1	0	6.9921	
216.0	191.0	0.787	0.9928	0.065	5.4078	0.9617	0.8948	0.3211	6.4432	
216.0	202.0	1.0338	0.9825	0.1342	7.184	1.0338	0.9825	0.1342	7.184	
216.0	296.0	1.2143	0.9977	0.0572	8.5469	1.2143	0.9977	0.0572	8.5469	
216.0	298.0	1.2217	0.9758	0.1873	8.7643	1.2217	0.9758	0.1873	8.7643	
216.0	299.0	1.2446	0.9858	0.1454	8.8397	1.2446	0.9858	0.1454	8.8397	
216.0	373.0	1.08	0.9891	0.1104	7.6917	1.08	0.9891	0.1104	7.6917	
216.0	374.0	1.08	0.9891	0.1104	7.6917	1.08	0.9891	0.1104	7.6917	
216.0	406.0	1.2634	0.9694	0.2184	8.7154	1.2634	0.9694	0.2184	8.7154	
216.0	472.0	1.099	0.9954	0.0728	7.7826	1.099	0.9954	0.0728	7.7826	
216.0	473.0	1.0976	0.9953	0.0731	7.778	1.0976	0.9953	0.0731	7.778	
216.0	474.0	1.0976	0.9953	0.0731	7.778	1.0976	0.9953	0.0731	7.778	
216.0	475.0	1.099	0.9954	0.0728	7.7826	1.099	0.9954	0.0728	7.7826	
216.0	489.0	1.2131	0.9832	0.1543	8.3072	1.2131	0.9832	0.1543	8.3072	
216.0	631.0	1.3804	0.9076	0.4287	9.0983	1.3804	0.9076	0.4287	9.0983	
216.0	632.0	1.3403	0.9674	0.2395	9.0966	1.3403	0.9674	0.2395	9.0966	
216.0	633.0	1.3131	0.9896	0.1311	9.0798	1.3131	0.9896	0.1311	9.0798	
216.0	634.0	1.2437	0.9905	0.1187	8.8067	1.2437	0.9905	0.1187	8.8067	
216.0	635.0	1.2492	0.9926	0.1052	8.813	1.2492	0.9926	0.1052	8.813	
216.0	668.0	1.1675	0.9961	0.0713	8.2471	1.1675	0.9961	0.0713	8.2471	
216.0	669.0	1.1394	0.9902	0.1102	8.1302	1.1394	0.9902	0.1102	8.1302	
216.0	670.0	1.1694	0.995	0.0807	8.2639	1.1694	0.995	0.0807	8.2639	
216.0	683.0	1.1458	0.9945	0.0831	7.9439	1.1458	0.9945	0.0831	7.9439	
216.0	976.0	1.0646	0.9956	0.0688	7.5248	1.0646	0.9956	0.0688	7.5248	
216.0	977.0	1.0646	0.9956	0.0688	7.5248	1.0646	0.9956	0.0688	7.5248	
216.0	1072.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
216.0	1073.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
217.0	24.0	1.2964	0.9825	0.1684	9.0632	1.2964	0.9825	0.1684	9.0632	
217.0	34.0	1.1824	0.989	0.1216	8.4402	1.1824	0.989	0.1216	8.4402	
217.0	35.0	1.1562	0.9846	0.141	8.2814	1.1562	0.9846	0.141	8.2814	
217.0	120.0	1.2837	0.9904	0.123	9.1197	1.2837	0.9904	0.123	9.1197	
217.0	133.0	1.2447	0.9927	0.1038	8.6511	1.2447	0.9927	0.1038	8.6511	
217.0	134.0	1.2188	0.9949	0.0851	8.4829	1.2188	0.9949	0.0851	8.4829	
217.0	177.0	1	1	0	6.9921	1	1	0	6.9921	
217.0	296.0	1.238	0.9926	0.1042	8.7364	1.238	0.9926	0.1042	8.7364	
217.0	297.0	1.2081	0.977	0.1806	8.7085	1.2081	0.977	0.1806	8.7085	
217.0	298.0	1.269	0.983	0.1625	8.9844	1.269	0.983	0.1625	8.9844	
217.0	373.0	1.0553	0.984	0.1309	7.5675	1.0553	0.984	0.1309	7.5675	
217.0	406.0	1.2157	0.968	0.2151	8.4135	1.2157	0.968	0.2151	8.4135	
217.0	407.0	1.2119	0.9693	0.2098	8.3911	1.2119	0.9693	0.2098	8.3911	
217.0	475.0	1.099	0.9954	0.0728	7.7826	1.099	0.9954	0.0728	7.7826	
217.0	476.0	1.0695	0.9854	0.1268	7.6483	1.0695	0.9854	0.1268	7.6483	
217.0	477.0	1.0944	0.9956	0.0708	7.7527	1.0944	0.9956	0.0708	7.7527	
217.0	489.0	1.2324	0.9876	0.1344	8.456	1.2324	0.9876	0.1344	8.456	
217.0	635.0	1.2631	0.9947	0.0899	8.9203	1.2631	0.9947	0.0899	8.9203	
217.0	636.0	1.2909	0.997	0.0694	9.002	1.2909	0.997	0.0694	9.002	
217.0	667.0	1.137	0.9893	0.1153	8.1196	1.137	0.9893	0.1153	8.1196	
217.0	668.0	1.1396	0.9904	0.1092	8.1306	1.1396	0.9904	0.1092	8.1306	
217.0	683.0	1.0474	0.9837	0.1314	7.3881	1.0474	0.9837	0.1314	7.3881	
217.0	977.0	1.0573	0.9956	0.0684	7.4714	1.0573	0.9956	0.0684	7.4714	
217.0	1073.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
217.0	1074.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
218.0	24.0	1.355	0.9925	0.1143	9.3849	1.355	0.9925	0.1143	9.3849	
218.0	25.0	1.3868	0.9927	0.1156	9.5873	1.3868	0.9927	0.1156	9.5873	
218.0	33.0	1.2426	0.9957	0.0797	8.8009	1.2426	0.9957	0.0797	8.8009	
218.0	34.0	1.2076	0.9928	0.1001	8.5925	1.2076	0.9928	0.1001	8.5925	
218.0	119.0	1.3084	0.9967	0.0731	9.222	1.3084	0.9967	0.0731	9.222	
218.0	120.0	1.3417	0.9959	0.0837	9.3908	1.3417	0.9959	0.0837	9.3908	
218.0	134.0	1.1924	0.9913	0.109	8.333	1.1924	0.9913	0.109	8.333	
218.0	177.0	1	1	0	6.9921	1	1	0	6.9921	
218.0	296.0	1.2294	0.988	0.1321	8.7689	1.2294	0.988	0.1321	8.7689	
218.0	372.0	1.0774	0.9948	0.0758	7.637	1.0774	0.9948	0.0758	7.637	
218.0	373.0	1.0774	0.9948	0.0758	7.637	1.0774	0.9948	0.0758	7.637	
218.0	407.0	1.1383	0.9756	0.1752	7.9573	1.1383	0.9756	0.1752	7.9573	
218.0	477.0	1.0944	0.9956	0.0708	7.7527	1.0944	0.9956	0.0708	7.7527	
218.0	478.0	1.0945	0.9955	0.0713	7.7523	1.0945	0.9955	0.0713	7.7523	
218.0	479.0	1.0919	0.9952	0.0742	7.7307	1.0919	0.9952	0.0742	7.7307	
218.0	480.0	1.1075	0.9963	0.066	7.8055	1.1075	0.9963	0.066	7.8055	
218.0	489.0	1.2419	0.9883	0.1313	8.5502	1.2419	0.9883	0.1313	8.5502	
218.0	636.0	1.2715	0.993	0.1041	8.957	1.2715	0.993	0.1041	8.957	
218.0	665.0	1.1649	0.9948	0.0819	8.2361	1.1649	0.9948	0.0819	8.2361	
218.0	666.0	1.1297	0.9859	0.1315	8.0878	1.1297	0.9859	0.1315	8.0878	
218.0	667.0	1.1649	0.9948	0.0819	8.2361	1.1649	0.9948	0.0819	8.2361	
218.0	683.0	0.8649	0.9707	0.1462	6.2633	0.9641	0.9698	0.1657	6.851	
218.0	684.0	0.8649	0.9707	0.1462	6.2633	0.9348	0.9741	0.1482	6.6764	
218.0	977.0	1.087	0.9981	0.0465	7.5835	1.087	0.9981	0.0465	7.5835	
218.0	1074.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
218.0	1075.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
219.0	25.0	1.3784	0.9927	0.115	9.6002	1.3784	0.9927	0.115	9.6002	
219.0	32.0	1.3003	0.9964	0.0765	9.1493	1.3003	0.9964	0.0765	9.1493	
219.0	33.0	1.2638	0.9967	0.0703	8.9305	1.2638	0.9967	0.0703	8.9305	
219.0	118.0	1.3148	0.9956	0.0852	9.2167	1.3148	0.9956	0.0852	9.2167	
219.0	119.0	1.3256	0.9972	0.0679	9.2999	1.3256	0.9972	0.0679	9.2999	
219.0	134.0	1.1746	0.9936	0.0919	8.2218	1.1746	0.9936	0.0919	8.2218	
219.0	177.0	1.0078	0.9996	0.0189	7.0379	1.0078	0.9996	0.0189	7.0379	
219.0	295.0	1.2201	0.9919	0.107	8.6768	1.2201	0.9919	0.107	8.6768	
219.0	296.0	1.2652	0.9926	0.106	8.9108	1.2652	0.9926	0.106	8.9108	
219.0	372.0	1.0807	0.9963	0.0638	7.6282	1.0807	0.9963	0.0638	7.6282	
219.0	407.0	1.0984	0.991	0.1017	7.6827	1.0984	0.991	0.1017	7.6827	
219.0	480.0	1.1075	0.9963	0.066	7.8055	1.1075	0.9963	0.066	7.8055	
219.0	481.0	1.1644	0.9844	0.1429	8.1536	1.1644	0.9844	0.1429	8.1536	
219.0	482.0	1.228	0.9771	0.1829	8.5355	1.228	0.9771	0.1829	8.5355	
219.0	483.0	1.2805	0.9794	0.1807	8.8512	1.2805	0.9794	0.1807	8.8512	
219.0	489.0	1.2328	0.9946	0.0886	8.554	1.2328	0.9946	0.0886	8.554	
219.0	636.0	1.3156	0.9918	0.1163	9.188	1.3156	0.9918	0.1163	9.188	
219.0	637.0	1.3018	0.997	0.0691	9.0775	1.3018	0.997	0.0691	9.0775	
219.0	664.0	1.1396	0.9904	0.1092	8.1306	1.1396	0.9904	0.1092	8.1306	
219.0	665.0	1.137	0.9893	0.1153	8.1196	1.137	0.9893	0.1153	8.1196	
219.0	684.0	0.8217	0.9693	0.1424	5.9387	0.861	0.9638	0.1624	6.1693	
219.0	977.0	1.0841	0.9956	0.0703	7.5483	1.0841	0.9956	0.0703	7.5483	
219.0	1075.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
219.0	1076.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
220.0	25.0	1.3798	0.9991	0.0411	9.6067	1.3798	0.9991	0.0411	9.6067	
220.0	26.0	1.4104	0.9975	0.0688	9.8298	1.4104	0.9975	0.0688	9.8298	
220.0	31.0	1.3561	0.9968	0.0745	9.4955	1.3561	0.9968	0.0745	9.4955	
220.0	32.0	1.3181	0.9973	0.067	9.2624	1.3181	0.9973	0.067	9.2624	
220.0	117.0	1.3244	0.9967	0.0743	9.2094	1.3244	0.9967	0.0743	9.2094	
220.0	118.0	1.3063	0.9957	0.0836	9.1785	1.3063	0.9957	0.0836	9.1785	
220.0	134.0	1.1583	0.9913	0.1059	8.1045	1.1583	0.9913	0.1059	8.1045	
220.0	135.0	1.1388	0.9922	0.0983	7.9874	1.1388	0.9922	0.0983	7.9874	
220.0	177.0	1.0154	0.9994	0.0245	7.0835	1.0154	0.9994	0.0245	7.0835	
220.0	294.0	1.2089	0.9944	0.0884	8.5734	1.2089	0.9944	0.0884	8.5734	
220.0	295.0	1.2268	0.994	0.0926	8.6962	1.2268	0.994	0.0926	8.6962	
220.0	372.0	1.109	0.9975	0.0541	7.7227	1.109	0.9975	0.0541	7.7227	
220.0	407.0	1.0513	0.9952	0.0709	7.4479	1.0513	0.9952	0.0709	7.4479	
220.0	483.0	1.2808	0.9801	0.1778	8.8518	1.2808	0.9801	0.1778	8.8518	
220.0	484.0	1.3003	0.9873	0.1433	9.0133	1.3003	0.9873	0.1433	9.0133	
220.0	485.0	1.3008	0.9929	0.1067	9.064	1.3008	0.9929	0.1067	9.064	
220.0	486.0	1.2787	0.9886	0.1336	8.9646	1.2787	0.9886	0.1336	8.9646	
220.0	489.0	1.2055	0.9981	0.0517	8.4672	1.2055	0.9981	0.0517	8.4672	
220.0	637.0	1.3114	0.9987	0.0467	9.1613	1.3114	0.9987	0.0467	9.1613	
220.0	662.0	1.179	0.9961	0.072	8.3209	1.179	0.9961	0.072	8.3209	
220.0	663.0	1.1444	0.991	0.1063	8.1594	1.1444	0.991	0.1063	8.1594	
220.0	664.0	1.1675	0.9961	0.0713	8.2471	1.1675	0.9961	0.0713	8.2471	
220.0	684.0	0.8585	0.9896	0.0856	5.9257	0.8704	0.9873	0.0959	5.9955	
220.0	977.0	1.0755	0.9981	0.0452	7.5101	1.0755	0.9981	0.0452	7.5101	
220.0	1076.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
220.0	1077.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
221.0	26.0	1.3401	0.9952	0.0909	9.4907	1.3401	0.9952	0.0909	9.4907	
221.0	30.0	1.4073	0.9983	0.0559	9.8315	1.4073	0.9983	0.0559	9.8315	
221.0	31.0	1.3695	0.9982	0.056	9.5901	1.3695	0.9982	0.056	9.5901	
221.0	117.0	1.2711	0.9945	0.0922	8.9659	1.2711	0.9945	0.0922	8.9659	
221.0	135.0	1.1106	0.9934	0.088	7.8307	1.1106	0.9934	0.088	7.8307	
221.0	177.0	1.0147	0.9991	0.0295	7.0819	1.0147	0.9991	0.0295	7.0819	
221.0	293.0	1.2123	0.9982	0.0503	8.5281	1.2123	0.9982	0.0503	8.5281	
221.0	294.0	1.1975	0.9931	0.0974	8.5161	1.1975	0.9931	0.0974	8.5161	
221.0	372.0	1.1024	0.9958	0.0693	7.6604	1.1024	0.9958	0.0693	7.6604	
221.0	407.0	1.0609	0.9948	0.0744	7.4989	1.0609	0.9948	0.0744	7.4989	
221.0	408.0	1.0609	0.9948	0.0744	7.4989	1.0609	0.9948	0.0744	7.4989	
221.0	486.0	1.2782	0.9899	0.1257	8.9863	1.2782	0.9899	0.1257	8.9863	
221.0	487.0	1.2141	0.9845	0.1483	8.6809	1.2141	0.9845	0.1483	8.6809	
221.0	488.0	1.1944	0.9884	0.1262	8.5295	1.1944	0.9884	0.1262	8.5295	
221.0	489.0	1.2062	0.9972	0.0618	8.4966	1.2062	0.9972	0.0618	8.4966	
221.0	637.0	1.3167	0.9984	0.0516	9.2093	1.3167	0.9984	0.0516	9.2093	
221.0	660.0	1.1854	0.9972	0.0608	8.3572	1.1854	0.9972	0.0608	8.3572	
221.0	661.0	1.1535	0.9917	0.1028	8.2149	1.1535	0.9917	0.1028	8.2149	
221.0	662.0	1.179	0.9961	0.072	8.3209	1.179	0.9961	0.072	8.3209	
221.0	977.0	1.0357	0.9943	0.0766	7.3297	1.0357	0.9943	0.0766	7.3297	
221.0	1077.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
221.0	1078.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
222.0	25.0	1.3048	0.9954	0.0863	9.196	1.3048	0.9954	0.0863	9.196	
222.0	26.0	1.349	0.9984	0.0528	9.4628	1.349	0.9984	0.0528	9.4628	
222.0	27.0	1.4131	0.998	0.0611	9.8278	1.4131	0.998	0.0611	9.8278	
222.0	28.0	1.4758	0.9848	0.1783	10.1863	1.4758	0.9848	0.1783	10.1863	
222.0	29.0	1.4279	0.9982	0.0591	10.0144	1.4279	0.9982	0.0591	10.0144	
222.0	30.0	1.4091	0.9992	0.0376	9.8719	1.4091	0.9992	0.0376	9.8719	
222.0	116.0	1.2241	0.9943	0.0902	8.688	1.2241	0.9943	0.0902	8.688	
222.0	117.0	1.259	0.9989	0.0406	8.8121	1.259	0.9989	0.0406	8.8121	
222.0	135.0	1.0609	0.993	0.0865	7.5343	1.0792	0.9942	0.0805	7.6413	
222.0	177.0	1.005	0.9977	0.047	7.0286	1.005	0.9977	0.047	7.0286	
222.0	293.0	1.1678	0.9895	0.1169	8.3231	1.1678	0.9895	0.1169	8.3231	
222.0	372.0	1.0881	0.9983	0.0442	7.586	1.0881	0.9983	0.0442	7.586	
222.0	408.0	1.0635	0.9959	0.0666	7.5223	1.0635	0.9959	0.0666	7.5223	
222.0	488.0	1.1799	0.9808	0.1609	8.4925	1.1799	0.9808	0.1609	8.4925	
222.0	630.0	1.1355	0.8732	0.4212	7.5073	1.1355	0.8732	0.4212	7.5073	
222.0	631.0	1.1578	0.917	0.3391	7.8407	1.1578	0.917	0.3391	7.8407	
222.0	632.0	1.2184	0.9637	0.23	8.3062	1.2184	0.9637	0.23	8.3062	
222.0	633.0	1.2712	0.9834	0.1608	8.6927	1.2712	0.9834	0.1608	8.6927	
222.0	634.0	1.3091	0.9831	0.1672	8.9797	1.3091	0.9831	0.1672	8.9797	
222.0	635.0	1.3145	0.9908	0.1235	9.1035	1.3145	0.9908	0.1235	9.1035	
222.0	636.0	1.2684	0.9952	0.0855	8.9767	1.2684	0.9952	0.0855	8.9767	
222.0	637.0	1.2827	0.9967	0.0722	9.0616	1.2827	0.9967	0.0722	9.0616	
222.0	659.0	1.1577	0.9913	0.1056	8.2515	1.1577	0.9913	0.1056	8.2515	
222.0	660.0	1.1575	0.992	0.1012	8.2407	1.1575	0.992	0.1012	8.2407	
222.0	977.0	1.0296	0.9933	0.0823	7.2916	1.0296	0.9933	0.0823	7.2916	
222.0	978.0	1.0296	0.9933	0.0823	7.2916	1.0296	0.9933	0.0823	7.2916	
222.0	1078.0	1.2075	0.9927	0.1006	8.5926	1.2075	0.9927	0.1006	8.5926	
222.0	1079.0	1.2075	0.9927	0.1006	8.5926	1.2075	0.9927	0.1006	8.5926	
223.0	23.0	1.2608	0.998	0.055	8.8023	1.2608	0.998	0.055	8.8023	
223.0	24.0	1.2539	0.9945	0.0908	8.8293	1.2539	0.9945	0.0908	8.8293	
223.0	25.0	1.3191	0.997	0.0699	9.1752	1.3191	0.997	0.0699	9.1752	
223.0	30.0	1.3989	0.9992	0.0378	9.8104	1.3989	0.9992	0.0378	9.8104	
223.0	115.0	1.2037	0.992	0.1054	8.5666	1.2037	0.992	0.1054	8.5666	
223.0	116.0	1.2113	0.995	0.0836	8.5782	1.2113	0.995	0.0836	8.5782	
223.0	135.0	1.0733	0.9963	0.064	7.5871	1.0733	0.9963	0.064	7.5871	
223.0	136.0	1.0733	0.9963	0.064	7.5871	1.0733	0.9963	0.064	7.5871	
223.0	177.0	0.9852	0.9942	0.0733	6.9172	0.9852	0.9942	0.0733	6.9172	
223.0	292.0	1.1423	0.991	0.1062	8.1389	1.1423	0.991	0.1062	8.1389	
223.0	293.0	1.1702	0.997	0.0627	8.2554	1.1702	0.997	0.0627	8.2554	
223.0	372.0	1.042	0.9941	0.0785	7.3679	1.042	0.9941	0.0785	7.3679	
223.0	408.0	1.092	0.9934	0.0866	7.6521	1.092	0.9934	0.0866	7.6521	
223.0	488.0	1.2381	0.9903	0.1193	8.7509	1.2381	0.9903	0.1193	8.7509	
223.0	489.0	1.2172	0.9942	0.0908	8.5924	1.2172	0.9942	0.0908	8.5924	
223.0	637.0	1.2554	0.9961	0.0765	8.8847	1.2554	0.9961	0.0765	8.8847	
223.0	638.0	1.2661	0.9967	0.0711	8.949	1.2661	0.9967	0.0711	8.949	
223.0	657.0	1.1902	0.9966	0.0678	8.3958	1.1902	0.9966	0.0678	8.3958	
223.0	658.0	1.1554	0.9882	0.1227	8.2587	1.1554	0.9882	0.1227	8.2587	
223.0	659.0	1.1856	0.9961	0.0722	8.3681	1.1856	0.9961	0.0722	8.3681	
223.0	978.0	1.029	0.9942	0.0762	7.2906	1.029	0.9942	0.0762	7.2906	
223.0	1079.0	1.1991	0.9914	0.1085	8.5423	1.1991	0.9914	0.1085	8.5423	
223.0	1080.0	1.1946	0.9905	0.1141	8.516	1.1946	0.9905	0.1141	8.516	
224.0	19.0	1.1585	0.9906	0.1098	8.0858	1.1585	0.9906	0.1098	8.0858	
224.0	20.0	1.1871	0.9913	0.1082	8.2742	1.1871	0.9913	0.1082	8.2742	
224.0	21.0	1.2311	0.9943	0.0905	8.5109	1.2311	0.9943	0.0905	8.5109	
224.0	22.0	1.2174	0.9963	0.0726	8.4894	1.2174	0.9963	0.0726	8.4894	
224.0	23.0	1.2305	0.9974	0.0617	8.5911	1.2305	0.9974	0.0617	8.5911	
224.0	30.0	1.4092	0.9985	0.0529	9.7905	1.4092	0.9985	0.0529	9.7905	
224.0	31.0	1.3557	0.9987	0.0473	9.507	1.3557	0.9987	0.0473	9.507	
224.0	114.0	1.1918	0.991	0.1103	8.4948	1.1918	0.991	0.1103	8.4948	
224.0	115.0	1.1933	0.9926	0.1004	8.4903	1.1933	0.9926	0.1004	8.4903	
224.0	136.0	1.0735	0.996	0.0661	7.5871	1.0735	0.996	0.0661	7.5871	
224.0	177.0	0.9536	0.9876	0.104	6.7375	0.9536	0.9876	0.104	6.7375	
224.0	291.0	1.1473	0.9979	0.0507	8.0853	1.1473	0.9979	0.0507	8.0853	
224.0	292.0	1.1193	0.9899	0.1101	7.9687	1.1193	0.9899	0.1101	7.9687	
224.0	371.0	1.0362	0.9933	0.0827	7.3307	1.0362	0.9933	0.0827	7.3307	
224.0	372.0	1.0362	0.9933	0.0827	7.3307	1.0362	0.9933	0.0827	7.3307	
224.0	408.0	1.0612	0.9953	0.0712	7.5136	1.0612	0.9953	0.0712	7.5136	
224.0	489.0	1.2118	0.9933	0.0966	8.5682	1.2118	0.9933	0.0966	8.5682	
224.0	563.0	0.9504	0.9513	0.2093	6.4519	0.9504	0.9513	0.2093	6.4519	
224.0	638.0	1.2313	0.9949	0.086	8.7329	1.2313	0.9949	0.086	8.7329	
224.0	639.0	1.2384	0.9955	0.0814	8.7782	1.2384	0.9955	0.0814	8.7782	
224.0	656.0	1.1737	0.9922	0.1015	8.352	1.1737	0.9922	0.1015	8.352	
224.0	657.0	1.1569	0.9873	0.1276	8.2736	1.1615	0.988	0.1244	8.3008	
224.0	978.0	1.0622	0.9976	0.051	7.4307	1.0622	0.9976	0.051	7.4307	
224.0	1080.0	1.1818	0.9885	0.1244	8.4388	1.1818	0.9885	0.1244	8.4388	
224.0	1081.0	1.1726	0.9863	0.1346	8.384	1.1726	0.9863	0.1346	8.384	
225.0	15.0	0.8798	0.9735	0.1413	6.36	0.8798	0.9735	0.1413	6.36	
225.0	16.0	0.9273	0.9747	0.1455	6.6855	0.9444	0.9785	0.1362	6.7858	
225.0	17.0	1.0059	0.9811	0.1359	7.1274	1.0486	0.9858	0.1224	7.3797	
225.0	18.0	1.087	0.9933	0.0867	7.658	1.087	0.9933	0.0867	7.658	
225.0	19.0	1.1339	0.9933	0.0907	7.9378	1.1339	0.9933	0.0907	7.9378	
225.0	31.0	1.3418	0.997	0.0718	9.392	1.3418	0.997	0.0718	9.392	
225.0	32.0	1.3026	0.9969	0.0702	9.1673	1.3026	0.9969	0.0702	9.1673	
225.0	113.0	1.1848	0.9905	0.1129	8.4496	1.1848	0.9905	0.1129	8.4496	
225.0	114.0	1.1848	0.9905	0.1129	8.4496	1.1848	0.9905	0.1129	8.4496	
