""
"Test Method","Will_Huddleston_Load_Rate.msm"
"Sample I. D.","900-5-24C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)"
-11.20,43.620,-0.01123
-11.20,43.640,-0.01123
-11.20,43.660,-0.01123
-11.21,43.680,-0.01123
-11.21,43.700,-0.01123
-11.21,43.720,-0.01123
-11.21,43.740,-0.01123
-11.22,43.760,-0.01127
-11.22,43.780,-0.01127
-11.22,43.800,-0.01127
-11.23,43.820,-0.01127
-11.23,43.840,-0.01127
-11.23,43.860,-0.01127
-11.22,43.880,-0.01127
-11.23,43.900,-0.01127
-11.23,43.920,-0.01127
-11.23,43.940,-0.01127
-11.23,43.960,-0.01127
-11.24,43.980,-0.01127
-11.24,44.000,-0.01127
-11.24,44.020,-0.01127
-11.24,44.040,-0.01127
-11.23,44.060,-0.01127
-11.23,44.080,-0.01127
-11.24,44.100,-0.01127
-11.25,44.120,-0.01127
-11.25,44.140,-0.01127
-11.26,44.160,-0.01127
-11.26,44.180,-0.01127
-11.26,44.200,-0.01127
-11.25,44.220,-0.01131
-11.25,44.240,-0.01131
-11.24,44.260,-0.01131
-11.24,44.280,-0.01131
-11.25,44.300,-0.01131
-11.26,44.320,-0.01131
-11.26,44.340,-0.01131
-11.26,44.360,-0.01131
-11.26,44.380,-0.01131
-11.26,44.400,-0.01131
-11.26,44.420,-0.01131
-11.26,44.440,-0.01131
-11.25,44.460,-0.01131
-11.25,44.480,-0.01131
-11.26,44.500,-0.01131
-11.26,44.520,-0.01131
-11.26,44.540,-0.01131
-11.26,44.560,-0.01131
-11.26,44.580,-0.01131
-11.27,44.600,-0.01131
-11.28,44.620,-0.01131
-11.28,44.640,-0.01131
-11.28,44.660,-0.01131
-11.28,44.680,-0.01131
-11.28,44.700,-0.01131
-11.27,44.720,-0.01131
-11.27,44.740,-0.01135
-11.27,44.760,-0.01135
-11.28,44.780,-0.01135
-11.28,44.800,-0.01135
-11.29,44.820,-0.01135
-11.29,44.840,-0.01135
-11.29,44.860,-0.01135
-11.29,44.880,-0.01135
-11.29,44.900,-0.01135
-11.29,44.920,-0.01135
-11.28,44.940,-0.01135
-11.28,44.960,-0.01135
-11.29,44.980,-0.01135
-11.30,45.000,-0.01135
-11.31,45.020,-0.01135
-11.30,45.040,-0.01135
-11.29,45.060,-0.01135
-11.29,45.080,-0.01135
-11.30,45.100,-0.01135
-11.30,45.120,-0.01135
-11.30,45.140,-0.01135
-11.29,45.160,-0.01135
-11.30,45.180,-0.01135
-11.31,45.200,-0.01135
-11.32,45.220,-0.01135
-11.32,45.240,-0.01139
-11.32,45.260,-0.01139
-11.32,45.280,-0.01139
-11.32,45.300,-0.01139
-11.32,45.320,-0.01139
-11.32,45.340,-0.01139
-11.32,45.360,-0.01139
-11.32,45.380,-0.01139
-11.33,45.400,-0.01139
-11.34,45.420,-0.01139
-11.35,45.440,-0.01139
-11.35,45.460,-0.01139
-11.35,45.480,-0.01139
-11.35,45.500,-0.01139
-11.34,45.520,-0.01139
-11.34,45.540,-0.01139
-11.34,45.560,-0.01139
-11.34,45.580,-0.01139
-11.34,45.600,-0.01139
-11.33,45.620,-0.01139
-11.34,45.640,-0.01139
-11.35,45.660,-0.01139
-11.35,45.680,-0.01139
-11.34,45.700,-0.01143
-11.34,45.720,-0.01143
-11.35,45.740,-0.01143
-11.35,45.760,-0.01143
-11.36,45.780,-0.01143
-11.37,45.800,-0.01143
-11.36,45.820,-0.01143
-11.35,45.840,-0.01143
-11.35,45.860,-0.01143
-11.35,45.880,-0.01143
-11.35,45.900,-0.01143
-11.35,45.920,-0.01143
-11.35,45.940,-0.01143
-11.36,45.960,-0.01143
-11.36,45.980,-0.01143
-11.37,46.000,-0.01143
-11.37,46.020,-0.01143
-11.37,46.040,-0.01143
-11.37,46.060,-0.01143
-11.36,46.080,-0.01143
-11.36,46.100,-0.01143
-11.36,46.120,-0.01143
-11.36,46.140,-0.01143
-11.37,46.160,-0.01143
-11.38,46.180,-0.01143
-11.38,46.200,-0.01143
-11.38,46.220,-0.01147
-11.37,46.240,-0.01147
-11.38,46.260,-0.01147
-11.39,46.280,-0.01147
-11.39,46.300,-0.01147
-11.39,46.320,-0.01147
-11.38,46.340,-0.01147
-11.38,46.360,-0.01147
-11.39,46.380,-0.01147
-11.40,46.400,-0.01147
-11.39,46.420,-0.01147
-11.39,46.440,-0.01147
-11.39,46.460,-0.01147
-11.39,46.480,-0.01147
-11.40,46.500,-0.01147
-11.40,46.520,-0.01147
-11.40,46.540,-0.01147
-11.39,46.560,-0.01147
-11.39,46.580,-0.01147
-11.39,46.600,-0.01147
-11.40,46.620,-0.01147
-11.40,46.640,-0.01147
-11.40,46.660,-0.01147
-11.39,46.680,-0.01147
-11.39,46.700,-0.01152
-11.39,46.720,-0.01152
-11.40,46.740,-0.01152
-11.41,46.760,-0.01152
-11.41,46.780,-0.01152
-11.41,46.800,-0.01152
-11.42,46.820,-0.01152
-11.42,46.840,-0.01152
-11.43,46.860,-0.01152
-11.43,46.880,-0.01152
-11.42,46.900,-0.01152
-11.42,46.920,-0.01152
-11.42,46.940,-0.01152
-11.41,46.960,-0.01152
-11.41,46.980,-0.01152
-11.42,47.000,-0.01152
-11.42,47.020,-0.01152
-11.43,47.040,-0.01152
-11.43,47.060,-0.01152
-11.43,47.080,-0.01152
-11.43,47.100,-0.01152
-11.43,47.120,-0.01152
-11.43,47.140,-0.01152
-11.44,47.160,-0.01152
-11.44,47.180,-0.01152
-11.44,47.200,-0.01156
-11.44,47.220,-0.01156
-11.43,47.240,-0.01156
-11.43,47.260,-0.01156
-11.44,47.280,-0.01156
-11.45,47.300,-0.01156
-11.45,47.320,-0.01156
-11.45,47.340,-0.01156
-11.46,47.360,-0.01156
-11.46,47.380,-0.01156
-11.46,47.400,-0.01156
-11.45,47.420,-0.01156
-11.45,47.440,-0.01156
-11.45,47.460,-0.01156
-11.46,47.480,-0.01156
-11.46,47.500,-0.01156
-11.46,47.520,-0.01156
-11.46,47.540,-0.01156
-11.47,47.560,-0.01156
-11.47,47.580,-0.01156
-11.47,47.600,-0.01156
-11.46,47.620,-0.01156
-11.46,47.640,-0.01156
-11.46,47.660,-0.01156
-11.46,47.680,-0.01156
-11.46,47.700,-0.01160
-11.46,47.720,-0.01160
-11.46,47.740,-0.01160
-11.47,47.760,-0.01160
-11.47,47.780,-0.01160
-11.48,47.800,-0.01160
-11.48,47.820,-0.01160
-11.48,47.840,-0.01160
-11.48,47.860,-0.01160
-11.48,47.880,-0.01160
-11.48,47.900,-0.01160
-11.48,47.920,-0.01160
-11.48,47.940,-0.01160
-11.47,47.960,-0.01160
-11.47,47.980,-0.01160
-11.48,48.000,-0.01160
-11.49,48.020,-0.01160
-11.49,48.040,-0.01160
-11.48,48.060,-0.01160
-11.48,48.080,-0.01160
-11.48,48.100,-0.01160
-11.48,48.120,-0.01160
-11.49,48.140,-0.01160
-11.48,48.160,-0.01160
-11.48,48.180,-0.01160
-11.48,48.200,-0.01160
-11.49,48.220,-0.01164
-11.50,48.240,-0.01164
-11.50,48.260,-0.01164
-11.51,48.280,-0.01164
-11.50,48.300,-0.01164
-11.50,48.320,-0.01164
-11.50,48.340,-0.01164
-11.50,48.360,-0.01164
-11.50,48.380,-0.01164
-11.50,48.400,-0.01164
-11.49,48.420,-0.01164
-11.50,48.440,-0.01164
-11.49,48.460,-0.01164
-11.49,48.480,-0.01164
-11.49,48.500,-0.01164
-11.50,48.520,-0.01164
-11.50,48.540,-0.01164
-11.51,48.560,-0.01164
-11.51,48.580,-0.01164
-11.52,48.600,-0.01164
-11.51,48.620,-0.01164
-11.51,48.640,-0.01164
-11.51,48.660,-0.01164
-11.52,48.680,-0.01164
-11.53,48.700,-0.01164
-11.53,48.720,-0.01164
-11.52,48.740,-0.01164
-11.52,48.760,-0.01168
-11.52,48.780,-0.01168
-11.52,48.800,-0.01168
-11.53,48.820,-0.01168
-11.53,48.840,-0.01168
-11.53,48.860,-0.01168
-11.53,48.880,-0.01168
-11.53,48.900,-0.01168
-11.53,48.920,-0.01168
-11.53,48.940,-0.01168
-11.53,48.960,-0.01168
-11.53,48.980,-0.01168
-11.53,49.000,-0.01168
-11.53,49.020,-0.01168
-11.53,49.040,-0.01168
-11.54,49.060,-0.01168
-11.54,49.080,-0.01168
-11.54,49.100,-0.01168
-11.54,49.120,-0.01168
-11.54,49.140,-0.01168
-11.54,49.160,-0.01168
-11.54,49.180,-0.01168
-11.54,49.200,-0.01168
-11.54,49.220,-0.01168
-11.54,49.240,-0.01168
-11.55,49.260,-0.01168
-11.55,49.280,-0.01168
-11.55,49.300,-0.01172
-11.55,49.320,-0.01172
-11.55,49.340,-0.01172
-11.55,49.360,-0.01172
-11.55,49.380,-0.01172
-11.55,49.400,-0.01172
-11.55,49.420,-0.01172
-11.55,49.440,-0.01172
-11.55,49.460,-0.01172
-11.55,49.480,-0.01172
-11.56,49.500,-0.01172
-11.56,49.520,-0.01172
-11.56,49.540,-0.01172
-11.56,49.560,-0.01172
-11.56,49.580,-0.01172
-11.57,49.600,-0.01172
-11.57,49.620,-0.01172
-11.57,49.640,-0.01172
-11.57,49.660,-0.01172
-11.57,49.680,-0.01172
-11.57,49.700,-0.01172
-11.58,49.720,-0.01172
-11.57,49.740,-0.01172
-11.57,49.760,-0.01172
-11.57,49.780,-0.01172
-11.58,49.800,-0.01177
-11.58,49.820,-0.01177
-11.59,49.840,-0.01177
-11.58,49.860,-0.01177
-11.58,49.880,-0.01177
-11.59,49.900,-0.01177
-11.60,49.920,-0.01177
-11.60,49.940,-0.01177
-11.59,49.960,-0.01177
-11.59,49.980,-0.01177
-11.60,50.000,-0.01177
-11.59,50.020,-0.01177
-11.59,50.040,-0.01177
-11.59,50.060,-0.01177
-11.59,50.080,-0.01177
-11.60,50.100,-0.01177
-11.60,50.120,-0.01177
-11.60,50.140,-0.01177
-11.60,50.160,-0.01177
-11.60,50.180,-0.01177
-11.60,50.200,-0.01177
-11.59,50.220,-0.01177
-11.59,50.240,-0.01177
-11.60,50.260,-0.01177
-11.60,50.280,-0.01177
-11.61,50.300,-0.01177
-11.61,50.320,-0.01177
-11.62,50.340,-0.01181
-11.62,50.360,-0.01181
-11.63,50.380,-0.01181
-11.63,50.400,-0.01181
-11.63,50.420,-0.01181
-11.63,50.440,-0.01181
-11.64,50.460,-0.01181
-11.64,50.480,-0.01181
-11.63,50.500,-0.01181
-11.63,50.520,-0.01181
-11.63,50.540,-0.01181
-11.63,50.560,-0.01181
-11.63,50.580,-0.01181
-11.62,50.600,-0.01181
-11.62,50.620,-0.01181
-11.62,50.640,-0.01181
-11.63,50.660,-0.01181
-11.63,50.680,-0.01181
-11.62,50.700,-0.01181
-11.62,50.720,-0.01181
-11.63,50.740,-0.01181
-11.63,50.760,-0.01181
-11.63,50.780,-0.01181
-11.63,50.800,-0.01181
-11.63,50.820,-0.01181
-11.63,50.840,-0.01185
-11.63,50.860,-0.01185
-11.64,50.880,-0.01185
-11.65,50.900,-0.01185
-11.64,50.920,-0.01185
-11.64,50.940,-0.01185
-11.63,50.960,-0.01185
-11.64,50.980,-0.01185
-11.64,51.000,-0.01185
-11.65,51.020,-0.01185
-11.66,51.040,-0.01185
-11.66,51.060,-0.01185
-11.66,51.080,-0.01185
-11.66,51.100,-0.01185
-11.66,51.120,-0.01185
-11.66,51.140,-0.01185
-11.66,51.160,-0.01185
-11.66,51.180,-0.01185
-11.66,51.200,-0.01185
-11.66,51.220,-0.01185
-11.67,51.240,-0.01185
-11.68,51.260,-0.01185
-11.68,51.280,-0.01185
-11.67,51.300,-0.01185
-11.66,51.320,-0.01185
-11.66,51.340,-0.01185
-11.67,51.360,-0.01189
-11.68,51.380,-0.01189
-11.68,51.400,-0.01189
-11.67,51.420,-0.01189
-11.67,51.440,-0.01189
-11.67,51.460,-0.01189
-11.67,51.480,-0.01189
-11.67,51.500,-0.01189
-11.68,51.520,-0.01189
-11.68,51.540,-0.01189
-11.68,51.560,-0.01189
-11.68,51.580,-0.01189
-11.68,51.600,-0.01189
-11.69,51.620,-0.01189
-11.70,51.640,-0.01189
-11.69,51.660,-0.01189
-11.69,51.680,-0.01189
-11.69,51.700,-0.01189
-11.68,51.720,-0.01189
-11.68,51.740,-0.01189
-11.69,51.760,-0.01189
-11.69,51.780,-0.01189
-11.69,51.800,-0.01189
-11.68,51.820,-0.01189
-11.69,51.840,-0.01189
-11.69,51.860,-0.01189
-11.69,51.880,-0.01189
-11.69,51.900,-0.01189
-11.70,51.920,-0.01193
-11.71,51.940,-0.01193
-11.70,51.960,-0.01193
-11.70,51.980,-0.01193
-11.70,52.000,-0.01193
-11.71,52.020,-0.01193
-11.71,52.040,-0.01193
-11.71,52.060,-0.01193
-11.71,52.080,-0.01193
-11.71,52.100,-0.01193
-11.71,52.120,-0.01193
-11.71,52.140,-0.01193
-11.71,52.160,-0.01193
-11.71,52.180,-0.01193
-11.71,52.200,-0.01193
-11.71,52.220,-0.01193
-11.72,52.240,-0.01193
-11.72,52.260,-0.01193
-11.72,52.280,-0.01193
-11.72,52.300,-0.01193
-11.72,52.320,-0.01193
-11.72,52.340,-0.01193
-11.73,52.360,-0.01193
-11.73,52.380,-0.01193
-11.73,52.400,-0.01193
-11.74,52.420,-0.01193
-11.73,52.440,-0.01197
-11.73,52.460,-0.01197
-11.73,52.480,-0.01197
-11.73,52.500,-0.01197
-11.73,52.520,-0.01197
-11.73,52.540,-0.01197
-11.73,52.560,-0.01197
-11.73,52.580,-0.01197
-11.73,52.600,-0.01197
-11.73,52.620,-0.01197
-11.73,52.640,-0.01197
-11.73,52.660,-0.01197
-11.73,52.680,-0.01197
-11.74,52.700,-0.01197
-11.74,52.720,-0.01197
-11.73,52.740,-0.01197
-11.73,52.760,-0.01197
-11.74,52.780,-0.01197
-11.75,52.800,-0.01197
-11.74,52.820,-0.01197
-11.74,52.840,-0.01197
-11.75,52.860,-0.01197
-11.74,52.880,-0.01197
-11.74,52.900,-0.01197
-11.74,52.920,-0.01197
-11.74,52.940,-0.01197
-11.74,52.960,-0.01197
-11.74,52.980,-0.01201
-11.74,53.000,-0.01201
-11.74,53.020,-0.01201
-11.74,53.040,-0.01201
-11.74,53.060,-0.01201
-11.75,53.080,-0.01201
-11.76,53.100,-0.01201
-11.76,53.120,-0.01201
-11.75,53.140,-0.01201
-11.75,53.160,-0.01201
-11.75,53.180,-0.01201
-11.75,53.200,-0.01201
-11.76,53.220,-0.01201
-11.76,53.240,-0.01201
-11.76,53.260,-0.01201
-11.75,53.280,-0.01201
-11.75,53.300,-0.01201
-11.76,53.320,-0.01201
-11.77,53.340,-0.01201
-11.77,53.360,-0.01201
-11.78,53.380,-0.01201
-11.78,53.400,-0.01201
-11.78,53.420,-0.01201
-11.77,53.440,-0.01201
-11.77,53.460,-0.01201
-11.77,53.480,-0.01201
-11.78,53.500,-0.01206
-11.78,53.520,-0.01206
-11.78,53.540,-0.01206
-11.79,53.560,-0.01206
-11.79,53.580,-0.01206
-11.78,53.600,-0.01206
-11.78,53.620,-0.01206
-11.78,53.640,-0.01206
-11.79,53.660,-0.01206
-11.79,53.680,-0.01206
-11.79,53.700,-0.01206
-11.79,53.720,-0.01206
-11.80,53.740,-0.01206
-11.80,53.760,-0.01206
-11.81,53.780,-0.01206
-11.80,53.800,-0.01206
-11.79,53.820,-0.01206
-11.79,53.840,-0.01206
-11.79,53.860,-0.01206
-11.79,53.880,-0.01206
-11.79,53.900,-0.01206
-11.79,53.920,-0.01206
-11.79,53.940,-0.01206
-11.79,53.960,-0.01206
-11.80,53.980,-0.01206
-11.79,54.000,-0.01210
-11.80,54.020,-0.01210
-11.80,54.040,-0.01210
-11.80,54.060,-0.01210
-11.80,54.080,-0.01210
-11.81,54.100,-0.01210
-11.81,54.120,-0.01210
-11.82,54.140,-0.01210
-11.82,54.160,-0.01210
-11.82,54.180,-0.01210
-11.81,54.200,-0.01210
-11.80,54.220,-0.01210
-11.81,54.240,-0.01210
-11.81,54.260,-0.01210
-11.82,54.280,-0.01210
-11.82,54.300,-0.01210
-11.82,54.320,-0.01210
-11.82,54.340,-0.01210
-11.83,54.360,-0.01210
-11.84,54.380,-0.01210
-11.84,54.400,-0.01210
-11.83,54.420,-0.01210
-11.83,54.440,-0.01210
-11.83,54.460,-0.01210
-11.83,54.480,-0.01210
-11.83,54.500,-0.01210
-11.83,54.520,-0.01210
-11.83,54.540,-0.01210
-11.83,54.560,-0.01214
-11.83,54.580,-0.01214
-11.82,54.600,-0.01214
-11.83,54.620,-0.01214
-11.83,54.640,-0.01214
-11.83,54.660,-0.01214
-11.83,54.680,-0.01214
-11.83,54.700,-0.01214
-11.83,54.720,-0.01214
-11.84,54.740,-0.01214
-11.84,54.760,-0.01214
-11.84,54.780,-0.01214
-11.84,54.800,-0.01214
-11.85,54.820,-0.01214
-11.85,54.840,-0.01214
-11.85,54.860,-0.01214
-11.85,54.880,-0.01214
-11.84,54.900,-0.01214
-11.85,54.920,-0.01214
-11.85,54.940,-0.01214
-11.85,54.960,-0.01214
-11.85,54.980,-0.01214
-11.86,55.000,-0.01214
-11.86,55.020,-0.01214
-11.85,55.040,-0.01214
-11.85,55.060,-0.01214
-11.85,55.080,-0.01218
-11.86,55.100,-0.01218
-11.86,55.120,-0.01218
-11.86,55.140,-0.01218
-11.86,55.160,-0.01218
-11.87,55.180,-0.01218
-11.87,55.200,-0.01218
-11.87,55.220,-0.01218
-11.87,55.240,-0.01218
-11.88,55.260,-0.01218
-11.87,55.280,-0.01218
-11.86,55.300,-0.01218
-11.87,55.320,-0.01218
-11.87,55.340,-0.01218
-11.88,55.360,-0.01218
-11.88,55.380,-0.01218
-11.87,55.400,-0.01218
-11.87,55.420,-0.01218
-11.87,55.440,-0.01218
-11.88,55.460,-0.01218
-11.88,55.480,-0.01218
-11.88,55.500,-0.01218
-11.88,55.520,-0.01218
-11.88,55.540,-0.01218
-11.88,55.560,-0.01218
-11.88,55.580,-0.01222
-11.88,55.600,-0.01222
-11.89,55.620,-0.01222
-11.89,55.640,-0.01222
-11.89,55.660,-0.01222
-11.89,55.680,-0.01222
-11.89,55.700,-0.01222
-11.89,55.720,-0.01222
-11.89,55.740,-0.01222
-11.90,55.760,-0.01222
-11.90,55.780,-0.01222
-11.90,55.800,-0.01222
-11.89,55.820,-0.01222
-11.90,55.840,-0.01222
-11.90,55.860,-0.01222
-11.90,55.880,-0.01222
-11.90,55.900,-0.01222
-11.91,55.920,-0.01222
-11.91,55.940,-0.01222
-11.91,55.960,-0.01222
-11.91,55.980,-0.01222
-11.92,56.000,-0.01222
-11.92,56.020,-0.01222
-11.92,56.040,-0.01222
-11.91,56.060,-0.01222
-11.91,56.080,-0.01222
-11.91,56.100,-0.01222
-11.91,56.120,-0.01222
-11.91,56.140,-0.01222
-11.91,56.160,-0.01226
-11.91,56.180,-0.01226
-11.91,56.200,-0.01226
-11.91,56.220,-0.01226
-11.91,56.240,-0.01226
-11.92,56.260,-0.01226
-11.93,56.280,-0.01226
-11.94,56.300,-0.01226
-11.93,56.320,-0.01226
-11.93,56.340,-0.01226
-11.93,56.360,-0.01226
-11.93,56.380,-0.01226
-11.92,56.400,-0.01226
-11.92,56.420,-0.01226
-11.93,56.440,-0.01226
-11.93,56.460,-0.01226
-11.92,56.480,-0.01226
-11.92,56.500,-0.01226
-11.93,56.520,-0.01226
-11.93,56.540,-0.01226
-11.94,56.560,-0.01226
-11.94,56.580,-0.01226
-11.94,56.600,-0.01226
-11.93,56.620,-0.01226
-11.93,56.640,-0.01226
-11.93,56.660,-0.01226
-11.94,56.680,-0.01231
-11.94,56.700,-0.01231
-11.94,56.720,-0.01231
-11.94,56.740,-0.01231
-11.93,56.760,-0.01231
-11.94,56.780,-0.01231
-11.94,56.800,-0.01231
-11.94,56.820,-0.01231
-11.94,56.840,-0.01231
-11.94,56.860,-0.01231
-11.94,56.880,-0.01231
-11.94,56.900,-0.01231
-11.94,56.920,-0.01231
-11.94,56.940,-0.01231
-11.95,56.960,-0.01231
-11.94,56.980,-0.01231
-11.95,57.000,-0.01231
-11.96,57.020,-0.01231
-11.96,57.040,-0.01231
-11.96,57.060,-0.01231
-11.95,57.080,-0.01231
-11.95,57.100,-0.01231
-11.95,57.120,-0.01231
-11.95,57.140,-0.01231
-11.95,57.160,-0.01231
-11.95,57.180,-0.01231
-11.96,57.200,-0.01231
-11.96,57.220,-0.01231
-11.97,57.240,-0.01231
-11.97,57.260,-0.01235
-11.97,57.280,-0.01235
-11.97,57.300,-0.01235
-11.97,57.320,-0.01235
-11.97,57.340,-0.01235
-11.96,57.360,-0.01235
-11.96,57.380,-0.01235
-11.96,57.400,-0.01235
-11.96,57.420,-0.01235
-11.96,57.440,-0.01235
-11.96,57.460,-0.01235
-11.97,57.480,-0.01235
-11.98,57.500,-0.01235
-11.98,57.520,-0.01235
-11.98,57.540,-0.01235
-11.97,57.560,-0.01235
-11.97,57.580,-0.01235
-11.96,57.600,-0.01235
-11.97,57.620,-0.01235
-11.97,57.640,-0.01235
-11.98,57.660,-0.01235
-11.98,57.680,-0.01235
-11.98,57.700,-0.01235
-11.99,57.720,-0.01235
-12.00,57.740,-0.01235
-11.99,57.760,-0.01235
-11.99,57.780,-0.01239
-11.99,57.800,-0.01239
-12.00,57.820,-0.01239
-12.00,57.840,-0.01239
-12.01,57.860,-0.01239
-12.00,57.880,-0.01239
-12.00,57.900,-0.01239
-12.00,57.920,-0.01239
-12.01,57.940,-0.01239
-12.00,57.960,-0.01239
-12.00,57.980,-0.01239
-12.00,58.000,-0.01239
-12.00,58.020,-0.01239
-12.00,58.040,-0.01239
-12.00,58.060,-0.01239
-12.00,58.080,-0.01239
-12.00,58.100,-0.01239
-12.00,58.120,-0.01239
-12.01,58.140,-0.01239
-12.01,58.160,-0.01239
-12.00,58.180,-0.01239
-12.00,58.200,-0.01239
-12.01,58.220,-0.01239
-12.02,58.240,-0.01239
-12.02,58.260,-0.01239
-12.02,58.280,-0.01239
-12.01,58.300,-0.01243
-12.01,58.320,-0.01243
-12.02,58.340,-0.01243
-12.03,58.360,-0.01243
-12.03,58.380,-0.01243
-12.02,58.400,-0.01243
-12.02,58.420,-0.01243
-12.01,58.440,-0.01243
-12.02,58.460,-0.01243
-12.02,58.480,-0.01243
-12.03,58.500,-0.01243
-12.03,58.520,-0.01243
-12.03,58.540,-0.01243
-12.03,58.560,-0.01243
-12.03,58.580,-0.01243
-12.03,58.600,-0.01243
-12.03,58.620,-0.01243
-12.03,58.640,-0.01243
-12.02,58.660,-0.01243
-12.02,58.680,-0.01243
-12.03,58.700,-0.01243
-12.03,58.720,-0.01243
-12.04,58.740,-0.01243
-12.05,58.760,-0.01243
-12.04,58.780,-0.01243
-12.04,58.800,-0.01243
-12.04,58.820,-0.01243
-12.04,58.840,-0.01243
-12.04,58.860,-0.01247
-12.04,58.880,-0.01247
-12.04,58.900,-0.01247
-12.05,58.920,-0.01247
-12.05,58.940,-0.01247
-12.06,58.960,-0.01247
-12.06,58.980,-0.01247
-12.06,59.000,-0.01247
-12.05,59.020,-0.01247
-12.05,59.040,-0.01247
-12.05,59.060,-0.01247
-12.05,59.080,-0.01247
-12.06,59.100,-0.01247
-12.07,59.120,-0.01247
-12.07,59.140,-0.01247
-12.07,59.160,-0.01247
-12.06,59.180,-0.01247
-12.05,59.200,-0.01247
-12.06,59.220,-0.01247
-12.07,59.240,-0.01247
-12.07,59.260,-0.01247
-12.07,59.280,-0.01247
-12.08,59.300,-0.01247
-12.07,59.320,-0.01247
-12.08,59.340,-0.01247
-12.08,59.360,-0.01247
-12.08,59.380,-0.01247
-12.07,59.400,-0.01251
-12.06,59.420,-0.01251
-12.07,59.440,-0.01251
-12.08,59.460,-0.01251
-12.08,59.480,-0.01251
-12.08,59.500,-0.01251
-12.08,59.520,-0.01251
-12.08,59.540,-0.01251
-12.08,59.560,-0.01251
-12.09,59.580,-0.01251
-12.09,59.600,-0.01251
-12.09,59.620,-0.01251
-12.09,59.640,-0.01251
-12.08,59.660,-0.01251
-12.08,59.680,-0.01251
-12.08,59.700,-0.01251
-12.08,59.720,-0.01251
-12.08,59.740,-0.01251
-12.08,59.760,-0.01251
-12.08,59.780,-0.01251
-12.09,59.800,-0.01251
-12.09,59.820,-0.01251
-12.08,59.840,-0.01251
-12.08,59.860,-0.01251
-12.09,59.880,-0.01251
-12.09,59.900,-0.01256
-12.09,59.920,-0.01256
-12.10,59.940,-0.01256
-12.10,59.960,-0.01256
-12.10,59.980,-0.01256
-12.10,60.000,-0.01256
-12.11,60.020,-0.01256
-12.12,60.040,-0.01256
-12.11,60.060,-0.01256
-12.11,60.080,-0.01256
-12.11,60.100,-0.01256
-12.11,60.120,-0.01256
-12.11,60.140,-0.01256
-12.11,60.160,-0.01256
-12.11,60.180,-0.01256
-12.11,60.200,-0.01256
-12.11,60.220,-0.01256
-12.11,60.240,-0.01256
-12.11,60.260,-0.01256
-12.12,60.280,-0.01256
-12.12,60.300,-0.01256
-12.12,60.320,-0.01256
-12.12,60.340,-0.01256
-12.12,60.360,-0.01256
-12.12,60.380,-0.01256
-12.12,60.400,-0.01256
-12.12,60.420,-0.01256
-12.11,60.440,-0.01256
-12.11,60.460,-0.01256
-12.11,60.480,-0.01260
-12.12,60.500,-0.01260
-12.13,60.520,-0.01260
-12.13,60.540,-0.01260
-12.12,60.560,-0.01260
-12.12,60.580,-0.01260
-12.13,60.600,-0.01260
-12.13,60.620,-0.01260
-12.13,60.640,-0.01260
-12.13,60.660,-0.01260
-12.13,60.680,-0.01260
-12.14,60.700,-0.01260
-12.14,60.720,-0.01260
-12.13,60.740,-0.01260
-12.13,60.760,-0.01260
-12.13,60.780,-0.01260
-12.13,60.800,-0.01260
-12.14,60.820,-0.01260
-12.14,60.840,-0.01260
-12.14,60.860,-0.01260
-12.15,60.880,-0.01260
-12.14,60.900,-0.01260
-12.14,60.920,-0.01260
-12.14,60.940,-0.01260
-12.14,60.960,-0.01260
-12.15,60.980,-0.01260
-12.15,61.000,-0.01260
-12.15,61.020,-0.01264
-12.15,61.040,-0.01264
-12.15,61.060,-0.01264
-12.16,61.080,-0.01264
-12.16,61.100,-0.01264
-12.15,61.120,-0.01264
-12.14,61.140,-0.01264
-12.15,61.160,-0.01264
-12.15,61.180,-0.01264
-12.15,61.200,-0.01264
-12.15,61.220,-0.01264
-12.16,61.240,-0.01264
-12.17,61.260,-0.01264
-12.16,61.280,-0.01264
-12.15,61.300,-0.01264
-12.16,61.320,-0.01264
-12.16,61.340,-0.01264
-12.17,61.360,-0.01264
-12.17,61.380,-0.01264
-12.16,61.400,-0.01264
-12.16,61.420,-0.01264
-12.16,61.440,-0.01264
-12.17,61.460,-0.01264
-12.18,61.480,-0.01264
-12.17,61.500,-0.01264
-12.17,61.520,-0.01264
-12.17,61.540,-0.01264
-12.17,61.560,-0.01264
-12.17,61.580,-0.01264
-12.17,61.600,-0.01264
-12.17,61.620,-0.01268
-12.17,61.640,-0.01268
-12.17,61.660,-0.01268
-12.18,61.680,-0.01268
-12.17,61.700,-0.01268
-12.17,61.720,-0.01268
-12.17,61.740,-0.01268
-12.17,61.760,-0.01268
-12.17,61.780,-0.01268
-12.17,61.800,-0.01268
-12.18,61.820,-0.01268
-12.19,61.840,-0.01268
-12.18,61.860,-0.01268
-12.18,61.880,-0.01268
-12.19,61.900,-0.01268
-12.20,61.920,-0.01268
-12.20,61.940,-0.01268
-12.19,61.960,-0.01268
-12.19,61.980,-0.01268
-12.18,62.000,-0.01268
-12.19,62.020,-0.01268
-12.19,62.040,-0.01268
-12.19,62.060,-0.01268
-12.19,62.080,-0.01268
-12.19,62.100,-0.01268
-12.18,62.120,-0.01268
-12.18,62.140,-0.01268
