""
"Test Method","Will_Huddleston_Load_Rate.msm"
"Sample I. D.","900-5-24C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)"
-16.52,138.160,-0.02016
-16.53,138.180,-0.02016
-16.53,138.200,-0.02016
-16.53,138.220,-0.02020
-16.54,138.240,-0.02020
-16.54,138.260,-0.02020
-16.54,138.280,-0.02020
-16.54,138.300,-0.02020
-16.54,138.320,-0.02020
-16.55,138.340,-0.02020
-16.54,138.360,-0.02020
-16.53,138.380,-0.02020
-16.53,138.400,-0.02020
-16.55,138.420,-0.02020
-16.55,138.440,-0.02020
-16.55,138.460,-0.02020
-16.54,138.480,-0.02020
-16.53,138.500,-0.02020
-16.54,138.520,-0.02020
-16.55,138.540,-0.02020
-16.55,138.560,-0.02020
-16.55,138.580,-0.02020
-16.55,138.600,-0.02020
-16.55,138.620,-0.02020
-16.56,138.640,-0.02024
-16.56,138.660,-0.02024
-16.56,138.680,-0.02024
-16.56,138.700,-0.02024
-16.56,138.720,-0.02024
-16.57,138.740,-0.02024
-16.57,138.760,-0.02024
-16.57,138.780,-0.02024
-16.57,138.800,-0.02024
-16.57,138.820,-0.02024
-16.56,138.840,-0.02024
-16.56,138.860,-0.02024
-16.56,138.880,-0.02024
-16.56,138.900,-0.02024
-16.57,138.920,-0.02024
-16.57,138.940,-0.02024
-16.57,138.960,-0.02024
-16.57,138.980,-0.02024
-16.58,139.000,-0.02024
-16.59,139.020,-0.02024
-16.58,139.040,-0.02028
-16.57,139.060,-0.02028
-16.57,139.080,-0.02028
-16.58,139.100,-0.02028
-16.59,139.120,-0.02028
-16.58,139.140,-0.02028
-16.58,139.160,-0.02028
-16.59,139.180,-0.02028
-16.59,139.200,-0.02028
-16.59,139.220,-0.02028
-16.58,139.240,-0.02028
-16.58,139.260,-0.02028
-16.58,139.280,-0.02028
-16.58,139.300,-0.02028
-16.58,139.320,-0.02028
-16.58,139.340,-0.02028
-16.59,139.360,-0.02028
-16.60,139.380,-0.02028
-16.60,139.400,-0.02028
-16.60,139.420,-0.02028
-16.60,139.440,-0.02028
-16.61,139.460,-0.02028
-16.61,139.480,-0.02033
-16.61,139.500,-0.02033
-16.60,139.520,-0.02033
-16.60,139.540,-0.02033
-16.61,139.560,-0.02033
-16.61,139.580,-0.02033
-16.61,139.600,-0.02033
-16.61,139.620,-0.02033
-16.60,139.640,-0.02033
-16.60,139.660,-0.02033
-16.60,139.680,-0.02033
-16.60,139.700,-0.02033
-16.61,139.720,-0.02033
-16.62,139.740,-0.02033
-16.61,139.760,-0.02033
-16.61,139.780,-0.02033
-16.61,139.800,-0.02033
-16.61,139.820,-0.02033
-16.62,139.840,-0.02033
-16.61,139.860,-0.02033
-16.61,139.880,-0.02033
-16.60,139.900,-0.02033
-16.59,139.920,-0.02037
-16.59,139.940,-0.02037
-16.60,139.960,-0.02037
-16.61,139.980,-0.02037
-16.62,140.000,-0.02037
-16.63,140.020,-0.02037
-16.62,140.040,-0.02037
-16.61,140.060,-0.02037
-16.61,140.080,-0.02037
-16.62,140.100,-0.02037
-16.62,140.120,-0.02037
-16.63,140.140,-0.02037
-16.63,140.160,-0.02037
-16.64,140.180,-0.02037
-16.64,140.200,-0.02037
-16.64,140.220,-0.02037
-16.64,140.240,-0.02037
-16.64,140.260,-0.02037
-16.63,140.280,-0.02037
-16.63,140.300,-0.02037
-16.63,140.320,-0.02037
-16.63,140.340,-0.02041
-16.64,140.360,-0.02041
-16.64,140.380,-0.02041
-16.64,140.400,-0.02041
-16.63,140.420,-0.02041
-16.64,140.440,-0.02041
-16.64,140.460,-0.02041
-16.64,140.480,-0.02041
-16.64,140.500,-0.02041
-16.64,140.520,-0.02041
-16.64,140.540,-0.02041
-16.64,140.560,-0.02041
-16.64,140.580,-0.02041
-16.64,140.600,-0.02041
-16.64,140.620,-0.02041
-16.64,140.640,-0.02041
-16.65,140.660,-0.02041
-16.66,140.680,-0.02041
-16.66,140.700,-0.02041
-16.66,140.720,-0.02041
-16.65,140.740,-0.02041
-16.65,140.760,-0.02041
-16.66,140.780,-0.02045
-16.66,140.800,-0.02045
-16.65,140.820,-0.02045
-16.66,140.840,-0.02045
-16.67,140.860,-0.02045
-16.67,140.880,-0.02045
-16.66,140.900,-0.02045
-16.66,140.920,-0.02045
-16.66,140.940,-0.02045
-16.67,140.960,-0.02045
-16.67,140.980,-0.02045
-16.68,141.000,-0.02045
-16.68,141.020,-0.02045
-16.68,141.040,-0.02045
-16.67,141.060,-0.02045
-16.67,141.080,-0.02045
-16.67,141.100,-0.02045
-16.68,141.120,-0.02045
-16.68,141.140,-0.02045
-16.68,141.160,-0.02045
-16.68,141.180,-0.02045
-16.68,141.200,-0.02045
-16.69,141.220,-0.02049
-16.69,141.240,-0.02049
-16.69,141.260,-0.02049
-16.68,141.280,-0.02049
-16.68,141.300,-0.02049
-16.69,141.320,-0.02049
-16.70,141.340,-0.02049
-16.70,141.360,-0.02049
-16.69,141.380,-0.02049
-16.69,141.400,-0.02049
-16.69,141.420,-0.02049
-16.70,141.440,-0.02049
-16.71,141.460,-0.02049
-16.71,141.480,-0.02049
-16.71,141.500,-0.02049
-16.69,141.520,-0.02049
-16.68,141.540,-0.02049
-16.68,141.560,-0.02049
-16.69,141.580,-0.02049
-16.69,141.600,-0.02049
-16.70,141.620,-0.02049
-16.71,141.640,-0.02049
-16.71,141.660,-0.02053
-16.70,141.680,-0.02053
-16.70,141.700,-0.02053
-16.70,141.720,-0.02053
-16.69,141.740,-0.02053
-16.69,141.760,-0.02053
-16.69,141.780,-0.02053
-16.70,141.800,-0.02053
-16.71,141.820,-0.02053
-16.71,141.840,-0.02053
-16.71,141.860,-0.02053
-16.71,141.880,-0.02053
-16.71,141.900,-0.02053
-16.71,141.920,-0.02053
-16.71,141.940,-0.02053
-16.70,141.960,-0.02053
-16.70,141.980,-0.02053
-16.71,142.000,-0.02053
-16.71,142.020,-0.02053
-16.72,142.040,-0.02053
-16.72,142.060,-0.02053
-16.71,142.080,-0.02053
-16.71,142.100,-0.02058
-16.71,142.120,-0.02058
-16.71,142.140,-0.02058
-16.71,142.160,-0.02058
-16.71,142.180,-0.02058
-16.72,142.200,-0.02058
-16.72,142.220,-0.02058
-16.72,142.240,-0.02058
-16.72,142.260,-0.02058
-16.72,142.280,-0.02058
-16.72,142.300,-0.02058
-16.72,142.320,-0.02058
-16.72,142.340,-0.02058
-16.73,142.360,-0.02058
-16.74,142.380,-0.02058
-16.75,142.400,-0.02058
-16.74,142.420,-0.02058
-16.73,142.440,-0.02058
-16.72,142.460,-0.02058
-16.73,142.480,-0.02058
-16.73,142.500,-0.02058
-16.73,142.520,-0.02058
-16.73,142.540,-0.02062
-16.74,142.560,-0.02062
-16.74,142.580,-0.02062
-16.73,142.600,-0.02062
-16.74,142.620,-0.02062
-16.75,142.640,-0.02062
-16.74,142.660,-0.02062
-16.74,142.680,-0.02062
-16.74,142.700,-0.02062
-16.74,142.720,-0.02062
-16.75,142.740,-0.02062
-16.75,142.760,-0.02062
-16.74,142.780,-0.02062
-16.74,142.800,-0.02062
-16.74,142.820,-0.02062
-16.75,142.840,-0.02062
-16.77,142.860,-0.02062
-16.77,142.880,-0.02062
-16.76,142.900,-0.02062
-16.75,142.920,-0.02062
-16.75,142.940,-0.02062
-16.76,142.960,-0.02062
-16.75,142.980,-0.02062
-16.75,143.000,-0.02066
-16.75,143.020,-0.02066
-16.75,143.040,-0.02066
-16.76,143.060,-0.02066
-16.77,143.080,-0.02066
-16.77,143.100,-0.02066
-16.77,143.120,-0.02066
-16.77,143.140,-0.02066
-16.76,143.160,-0.02066
-16.76,143.180,-0.02066
-16.77,143.200,-0.02066
-16.77,143.220,-0.02066
-16.77,143.240,-0.02066
-16.77,143.260,-0.02066
-16.77,143.280,-0.02066
-16.78,143.300,-0.02066
-16.79,143.320,-0.02066
-16.79,143.340,-0.02066
-16.79,143.360,-0.02066
-16.79,143.380,-0.02066
-16.78,143.400,-0.02066
-16.78,143.420,-0.02066
-16.79,143.440,-0.02066
-16.80,143.460,-0.02070
-16.79,143.480,-0.02070
-16.79,143.500,-0.02070
-16.79,143.520,-0.02070
-16.79,143.540,-0.02070
-16.79,143.560,-0.02070
-16.79,143.580,-0.02070
-16.79,143.600,-0.02070
-16.79,143.620,-0.02070
-16.79,143.640,-0.02070
-16.79,143.660,-0.02070
-16.79,143.680,-0.02070
-16.79,143.700,-0.02070
-16.79,143.720,-0.02070
-16.80,143.740,-0.02070
-16.80,143.760,-0.02070
-16.81,143.780,-0.02070
-16.81,143.800,-0.02070
-16.81,143.820,-0.02070
-16.81,143.840,-0.02070
-16.81,143.860,-0.02070
-16.80,143.880,-0.02070
-16.81,143.900,-0.02074
-16.81,143.920,-0.02074
-16.81,143.940,-0.02074
-16.82,143.960,-0.02074
-16.82,143.980,-0.02074
-16.83,144.000,-0.02074
-16.83,144.020,-0.02074
-16.82,144.040,-0.02074
-16.81,144.060,-0.02074
-16.81,144.080,-0.02074
-16.82,144.100,-0.02074
-16.82,144.120,-0.02074
-16.82,144.140,-0.02074
-16.82,144.160,-0.02074
-16.82,144.180,-0.02074
-16.83,144.200,-0.02074
-16.83,144.220,-0.02074
-16.83,144.240,-0.02074
-16.83,144.260,-0.02074
-16.82,144.280,-0.02074
-16.82,144.300,-0.02074
-16.83,144.320,-0.02074
-16.82,144.340,-0.02074
-16.82,144.360,-0.02074
-16.82,144.380,-0.02078
-16.82,144.400,-0.02078
-16.83,144.420,-0.02078
-16.82,144.440,-0.02078
-16.82,144.460,-0.02078
-16.82,144.480,-0.02078
-16.82,144.500,-0.02078
-16.83,144.520,-0.02078
-16.83,144.540,-0.02078
-16.83,144.560,-0.02078
-16.83,144.580,-0.02078
-16.83,144.600,-0.02078
-16.84,144.620,-0.02078
-16.85,144.640,-0.02078
-16.84,144.660,-0.02078
-16.84,144.680,-0.02078
-16.83,144.700,-0.02078
-16.84,144.720,-0.02078
-16.85,144.740,-0.02078
-16.85,144.760,-0.02078
-16.85,144.780,-0.02078
-16.85,144.800,-0.02078
-16.85,144.820,-0.02078
-16.86,144.840,-0.02082
-16.87,144.860,-0.02082
-16.86,144.880,-0.02082
-16.85,144.900,-0.02082
-16.85,144.920,-0.02082
-16.86,144.940,-0.02082
-16.86,144.960,-0.02082
-16.86,144.980,-0.02082
-16.85,145.000,-0.02082
-16.86,145.020,-0.02082
-16.86,145.040,-0.02082
-16.86,145.060,-0.02082
-16.86,145.080,-0.02082
-16.86,145.100,-0.02082
-16.86,145.120,-0.02082
-16.86,145.140,-0.02082
-16.86,145.160,-0.02082
-16.87,145.180,-0.02082
-16.88,145.200,-0.02082
-16.88,145.220,-0.02082
-16.88,145.240,-0.02082
-16.87,145.260,-0.02082
-16.86,145.280,-0.02082
-16.87,145.300,-0.02087
-16.88,145.320,-0.02087
-16.88,145.340,-0.02087
-16.87,145.360,-0.02087
-16.87,145.380,-0.02087
-16.87,145.400,-0.02087
-16.88,145.420,-0.02087
-16.89,145.440,-0.02087
-16.89,145.460,-0.02087
-16.87,145.480,-0.02087
-16.87,145.500,-0.02087
-16.87,145.520,-0.02087
-16.88,145.540,-0.02087
-16.88,145.560,-0.02087
-16.87,145.580,-0.02087
-16.87,145.600,-0.02087
-16.87,145.620,-0.02087
-16.87,145.640,-0.02087
-16.88,145.660,-0.02087
-16.88,145.680,-0.02087
-16.88,145.700,-0.02087
-16.88,145.720,-0.02087
-16.88,145.740,-0.02087
-16.87,145.760,-0.02087
-16.87,145.780,-0.02087
-16.87,145.800,-0.02091
